NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	57.021	28.038	15.108	25.988	0.09	0.949	60000.0
2	60.029	28.932	15.111	25.674	0.094	0.952	20000.0
3	54.597	26.685	13.806	24.018	0.088	0.957	40000.0
4	62.016	30.718	16.132	28.106	0.107	0.94	20000.0
5	56.835	27.972	14.405	25.294	0.093	0.951	30000.0
6	57.643	28.593	14.367	25.656	0.099	0.949	20000.0
7	55.856	27.789	14.303	25.518	0.089	0.949	30000.0
8	55.709	27.148	13.954	24.392	0.091	0.956	70000.0
9	56.21	27.671	14.313	24.977	0.092	0.952	30000.0
10	58.16	28.648	14.62	25.82	0.097	0.95	50000.0
11	57.703	28.179	13.86	24.298	0.091	0.957	40000.0
12	58.579	28.796	14.895	25.74	0.099	0.949	20000.0
13	56.655	27.955	13.917	24.865	0.094	0.951	20000.0
14	58.715	28.982	14.907	25.673	0.099	0.952	20000.0
15	58.721	28.846	14.525	25.889	0.097	0.946	50000.0
16	54.049	26.624	13.423	23.655	0.09	0.956	30000.0
17	57.933	28.539	14.692	25.622	0.098	0.95	30000.0
18	57.238	28.108	15.251	26.648	0.096	0.948	40000.0
19	55.308	27.303	13.541	23.955	0.097	0.957	20000.0
20	58.107	28.747	14.538	25.5	0.101	0.953	40000.0
21	55.922	27.391	14.095	25.181	0.086	0.951	20000.0
22	55.776	27.32	13.747	23.7	0.089	0.957	20000.0
23	55.991	27.778	14.157	24.832	0.097	0.952	30000.0
24	59.336	28.631	15.023	25.256	0.092	0.956	30000.0
25	55.176	27.032	14.025	24.693	0.094	0.953	30000.0
26	58.533	28.383	14.613	24.988	0.098	0.951	20000.0
27	56.934	27.336	14.423	24.9	0.091	0.954	20000.0
28	59.244	28.872	15.036	26.226	0.09	0.949	20000.0
29	56.879	27.561	14.229	24.49	0.088	0.957	20000.0
30	56.715	27.525	14.355	24.928	0.092	0.953	50000.0
31	55.147	26.931	14.361	24.578	0.086	0.957	30000.0
32	56.753	27.916	14.38	25.398	0.097	0.951	40000.0
33	56.972	27.941	14.064	24.61	0.096	0.956	20000.0
34	58.158	28.685	14.548	25.497	0.098	0.953	30000.0
35	58.026	28.59	14.562	25.391	0.103	0.948	50000.0
36	62.381	30.439	15.616	27.054	0.101	0.944	40000.0
37	57.769	28.549	14.61	25.938	0.098	0.95	50000.0
38	58.765	28.957	14.993	26.068	0.098	0.946	20000.0
39	55.125	26.89	13.841	24.117	0.087	0.957	30000.0
40	57.609	28.265	14.334	25.376	0.094	0.95	20000.0
41	60.664	29.793	15.158	26.676	0.098	0.949	50000.0
42	56.89	27.753	14.113	24.931	0.098	0.955	30000.0
43	58.273	28.708	14.78	25.44	0.098	0.952	50000.0
44	60.036	29.081	15.263	26.519	0.101	0.946	20000.0
45	55.993	27.497	14.459	25.079	0.097	0.955	20000.0
46	56.098	27.616	14.055	24.694	0.086	0.953	60000.0
47	56.973	27.778	14.172	24.166	0.099	0.956	20000.0
48	55.234	27.133	13.949	24.091	0.091	0.956	20000.0
49	58.427	28.796	15.275	26.666	0.094	0.945	30000.0
50	58.599	28.558	14.594	25.095	0.093	0.955	50000.0
51	53.31	26.167	13.244	23.26	0.088	0.96	50000.0
52	56.097	27.064	14.109	24.257	0.09	0.958	40000.0
53	55.364	27.278	13.923	24.759	0.089	0.953	20000.0
54	58.439	28.766	15.388	26.778	0.09	0.947	30000.0
55	55.434	27.152	14.391	25.073	0.09	0.952	30000.0
56	58.623	28.629	14.769	25.869	0.099	0.949	70000.0
57	58.514	28.949	15.217	26.48	0.1	0.948	30000.0
58	58.253	28.435	14.686	25.35	0.096	0.954	30000.0
59	54.818	26.848	13.265	23.292	0.093	0.959	20000.0
60	57.704	28.235	14.615	25.5	0.092	0.954	20000.0
61	59.354	28.896	15.248	26.456	0.095	0.949	20000.0
62	60.264	29.426	15.606	26.957	0.098	0.944	40000.0
63	56.159	27.717	14.512	25.393	0.093	0.952	40000.0
64	56.806	27.318	14.826	25.069	0.097	0.956	40000.0
65	59.275	28.948	14.809	25.81	0.095	0.95	20000.0
66	56.633	27.529	14.133	24.657	0.09	0.957	30000.0
67	55.33	27.03	13.215	22.95	0.096	0.96	30000.0
