NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	72.121	35.495	17.993	31.82	0.138	0.926	40000.0
2	77.887	37.213	20.076	33.602	0.148	0.915	30000.0
3	74.519	36.764	19.081	33.424	0.148	0.916	20000.0
4	68.349	33.948	16.657	29.743	0.141	0.931	30000.0
5	69.151	34.2	17.121	29.934	0.141	0.933	30000.0
6	71.448	35.147	18.432	31.985	0.144	0.923	20000.0
7	75.359	36.839	19.276	33.006	0.151	0.917	20000.0
8	69.789	34.682	17.723	30.524	0.14	0.932	20000.0
9	70.657	35.036	17.849	31.138	0.14	0.928	30000.0
10	74.816	36.55	18.66	31.656	0.148	0.926	40000.0
11	67.468	33.282	17.299	30.274	0.128	0.932	20000.0
12	74.256	35.982	18.709	32.048	0.144	0.928	20000.0
13	76.314	37.494	19.304	33.291	0.149	0.919	20000.0
14	72.894	35.738	18.743	32.451	0.148	0.924	30000.0
15	72.316	35.685	18.069	32.125	0.143	0.919	20000.0
16	73.246	36.193	18.669	32.344	0.143	0.918	40000.0
17	69.652	34.309	17.725	31.013	0.138	0.928	30000.0
18	75.432	36.957	19.905	33.377	0.149	0.918	30000.0
19	71.05	35.151	17.969	31.262	0.137	0.929	40000.0
20	71.39	35.407	18.042	31.99	0.142	0.922	30000.0
21	73.007	35.515	17.924	30.749	0.139	0.934	20000.0
22	72.075	35.368	18.27	31.356	0.14	0.929	20000.0
23	70.968	34.75	17.489	30.69	0.141	0.928	20000.0
24	75.486	37.155	19.242	33.694	0.147	0.915	40000.0
25	70.179	34.812	17.142	30.517	0.138	0.925	30000.0
26	71.697	35.461	17.88	31.647	0.146	0.922	20000.0
27	73.439	36.243	18.258	32.489	0.145	0.921	30000.0
28	72.205	35.994	18.424	32.401	0.141	0.921	20000.0
29	71.956	35.593	18.251	31.516	0.141	0.929	20000.0
30	69.193	34.45	17.357	30.601	0.138	0.931	20000.0
31	76.386	37.525	19.021	33.443	0.156	0.914	20000.0
32	74.322	36.598	19.091	33.387	0.151	0.916	30000.0
33	75.141	36.727	18.089	31.229	0.148	0.929	30000.0
34	71.003	35.037	17.633	30.822	0.137	0.927	30000.0
35	73.387	35.855	18.49	31.959	0.145	0.925	30000.0
36	76.828	37.172	18.84	32.542	0.148	0.923	40000.0
37	72.023	35.381	18.377	31.878	0.142	0.923	30000.0
38	71.201	35.207	18.209	31.786	0.136	0.925	30000.0
39	71.172	35.235	17.406	30.828	0.146	0.928	20000.0
40	72.59	35.778	18.386	32.072	0.145	0.923	20000.0
41	77.188	37.978	19.371	33.9	0.152	0.914	30000.0
42	72.595	35.606	18.276	31.325	0.142	0.929	40000.0
43	68.48	33.62	16.613	29.574	0.134	0.934	20000.0
44	74.292	36.484	18.295	31.827	0.145	0.925	20000.0
45	70.065	34.309	17.469	30.193	0.138	0.933	20000.0
46	74.399	36.269	19.687	33.449	0.143	0.921	20000.0
47	75.152	35.965	18.753	31.498	0.144	0.928	20000.0
48	74.396	36.2	18.927	32.379	0.146	0.922	20000.0
49	75.405	37.334	19.27	33.653	0.153	0.918	20000.0
50	70.554	34.8	18.275	31.069	0.14	0.931	40000.0
51	77.434	37.204	19.775	33.99	0.151	0.913	30000.0
52	74.742	36.911	18.965	33.101	0.147	0.922	20000.0
53	72.354	35.476	18.179	31.742	0.142	0.925	20000.0
54	71.703	34.881	17.909	30.926	0.137	0.929	50000.0
55	73.51	36.301	18.258	32.204	0.146	0.922	30000.0
56	72.782	35.986	18.852	32.902	0.14	0.922	50000.0
57	70.729	35.237	17.477	30.412	0.149	0.929	20000.0
58	74.931	36.765	19.291	32.854	0.151	0.922	30000.0
59	77.467	37.337	20.11	34.302	0.154	0.909	40000.0
60	74.343	36.661	18.844	32.354	0.147	0.923	20000.0
61	69.849	34.603	18.075	31.818	0.138	0.918	20000.0
62	71.604	35.05	17.554	31.071	0.134	0.926	20000.0
63	74.224	36.1	18.879	32.728	0.144	0.918	30000.0
64	77.345	37.37	19.961	34.152	0.149	0.909	30000.0
65	72.293	35.081	17.744	30.261	0.134	0.936	40000.0
66	71.072	35.091	17.803	31.094	0.148	0.925	20000.0
67	74.424	36.945	18.23	32.052	0.156	0.922	40000.0
68	72.961	36.219	18.684	32.762	0.147	0.919	20000.0
69	72.99	36.295	18.445	31.703	0.138	0.923	50000.0
70	79.697	38.448	20.361	34.848	0.161	0.912	20000.0
71	71.375	35.116	17.82	31.279	0.146	0.929	20000.0
72	72.801	35.682	18.383	31.539	0.139	0.927	30000.0
73	71.709	35.845	17.589	31.016	0.147	0.925	20000.0
74	73.422	36.146	18.976	33.338	0.139	0.915	20000.0
75	73.704	36.428	18.378	32.389	0.146	0.92	40000.0
76	69.771	34.182	17.665	30.513	0.134	0.932	20000.0
77	72.552	35.803	17.705	31.342	0.146	0.928	30000.0
78	70.509	34.957	17.385	30.538	0.143	0.927	20000.0
79	77.065	37.246	19.709	33.676	0.147	0.914	20000.0
80	70.224	34.866	17.821	31.564	0.138	0.925	30000.0
81	73.472	36.251	18.739	32.721	0.143	0.922	40000.0
82	71.766	35.247	18.279	31.679	0.137	0.928	20000.0
83	70.044	34.38	17.554	30.193	0.133	0.934	20000.0
84	69.558	34.51	17.111	30.165	0.139	0.934	20000.0
85	73.889	35.638	19.445	32.918	0.148	0.923	20000.0
86	70.07	34.767	17.145	30.438	0.142	0.928	30000.0
87	76.362	37.396	18.842	33.097	0.155	0.921	40000.0
88	66.168	32.649	16.475	29.246	0.132	0.935	20000.0
89	74.054	36.206	18.643	32.795	0.141	0.922	30000.0
90	72.372	35.447	18.607	31.869	0.135	0.927	20000.0
91	73.778	36.265	18.339	31.878	0.145	0.925	20000.0
92	70.282	35.063	18.217	31.818	0.138	0.921	20000.0
93	70.838	34.478	17.659	30.74	0.134	0.931	20000.0
94	71.456	35.145	17.683	31.49	0.137	0.925	20000.0
95	72.352	35.585	17.712	31.085	0.137	0.928	20000.0
96	69.008	34.081	17.388	30.682	0.132	0.929	30000.0
97	73.636	35.976	18.853	32.043	0.139	0.928	30000.0
98	68.893	34.164	17.357	30.629	0.136	0.927	50000.0
99	75.88	36.964	18.609	32.589	0.147	0.924	40000.0
100	75.565	36.989	19.142	32.871	0.149	0.92	40000.0
