MutationType	SBSCNVA	SBSCNVB	SBSCNVC	SBSCNVD	SBSCNVE	SBSCNVF
2:het:100kb-1Mb	0.007191160748402865	0.006519133718048806	0.013027603405644185	0.02584512331348378	0.0707728174328804	0.0029298499856574367
2:het:1Mb-10Mb	0.0011437441483231226	0.004137446278110417	0.00828809011869197	0.021297403854941308	0.20085458114743232	7.560172809287267e-08
2:het:10Mb-40Mb	0.004041594812934051	8.029095874263703e-05	2.3900549130928538e-08	0.016665773526603332	0.10178567256778479	3.433154744314493e-07
2:het:>40Mb	0.0016160420192332836	4.845551355714406e-08	0.0017790341785183727	0.013029995469131422	0.04911039363425516	2.034574035469916e-07
3-4:het:0-100kb	0.03877159852534533	0.034398707812651995	0.03069302598014474	0.030095511925173922	0.0208153785392642	0.025615034345537423
3-4:het:100kb-1Mb	0.07721452720028424	0.08148638900369405	0.06637872198596596	0.05796261696448557	0.03842157006263733	0.02132030261447653
3-4:het:1Mb-10Mb	0.1857039742730558	0.153360485881567	0.07568877044133843	0.13772480381652713	0.09329487474635244	0.06132034933194518
3-4:het:10Mb-40Mb	0.1606957651115954	0.10132163163274527	0.04155435453169048	0.12364625101909041	0.012392249125987291	0.023840033871820196
3-4:het:>40Mb	0.08807827087119222	0.10822616480290889	0.07590905429795385	0.08071440439393768	0.0007384726335294545	0.011033127542609975
5-8:het:0-100kb	0.03348787636496127	0.036975908391177655	0.03562010033987462	0.025443135565146803	0.012689929211046547	0.025989971430972217
5-8:het:100kb-1Mb	0.05642445508390665	0.03810156628256664	0.05955614903941751	0.01951828135526739	0.022911313660442828	0.04151137076318264
5-8:het:1Mb-10Mb	0.08507200172170996	0.03009730126708746	0.037715148756480146	0.037816179519286376	0.03529706032015383	0.20598116561770438
5-8:het:10Mb-40Mb	0.05783002043652232	0.0005972660653003459	0.004187678611474439	0.012318080387367446	0.009234374156213506	0.1155083529651165
5-8:het:>40Mb	0.01575759731050141	0.002235494788569099	0.0187841641083628	0.008443238958824963	1.98766946368778e-08	0.015326655753306113
9+:het:0-100kb	0.012206067667575553	0.04607304994016886	0.027115111968014388	0.0087023465790935	0.006315516211709564	0.005719906107054698
9+:het:100kb-1Mb	0.01713978241798941	0.01788091266877018	0.1767124182730913	0.002799021607093337	0.010507535385036135	0.04938707429915667
9+:het:1Mb-10Mb	0.012361628999115056	0.0010291870191178987	0.0868331865221262	0.013752094725053645	0.0017465899666721896	0.08130791429430247
9+:het:10Mb-40Mb	3.739123582473525e-05	1.453232141557237e-07	4.296482504884125e-08	0.0004924244490196105	0.0013065844790803992	0.007502655689155518
9+:het:>40Mb	3.285824464072107e-07	3.4168869305517547e-07	2.5422946016817603e-07	4.3285606878384895e-07	3.4020046882687896e-07	0.00179439440657859
