NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	74.753	46.898	18.035	38.661	0.232	0.89	30000.0
2	73.671	46.871	18.58	39.807	0.235	0.886	40000.0
3	72.96	45.837	17.982	38.84	0.229	0.891	50000.0
4	71.779	45.424	17.949	38.691	0.227	0.891	20000.0
5	70.693	45.113	17.267	37.423	0.225	0.898	40000.0
6	70.229	45.23	16.656	37.212	0.232	0.9	20000.0
7	70.465	45.126	17.275	38.055	0.223	0.893	30000.0
8	70.215	44.913	17.596	38.073	0.224	0.893	30000.0
9	71.711	46.338	17.67	38.836	0.238	0.889	40000.0
10	67.502	43.677	16.237	36.508	0.222	0.903	40000.0
11	71.523	45.436	17.685	38.424	0.223	0.893	30000.0
12	73.202	47.321	18.702	40.583	0.246	0.879	30000.0
13	75.19	46.782	18.478	39.645	0.234	0.882	20000.0
14	68.906	43.324	16.927	36.583	0.218	0.902	20000.0
15	72.454	46.452	17.706	38.636	0.235	0.892	20000.0
16	73.5	47.213	17.834	39.207	0.24	0.885	30000.0
17	70.736	45.273	17.416	37.859	0.227	0.897	30000.0
18	69.373	44.442	16.836	37.205	0.223	0.898	30000.0
19	70.268	44.985	17.236	38.06	0.22	0.894	30000.0
20	71.542	44.738	17.863	37.792	0.211	0.896	30000.0
21	72.345	45.35	17.406	37.443	0.226	0.899	30000.0
22	69.664	44.949	16.842	37.709	0.225	0.896	30000.0
23	68.154	43.515	16.693	36.302	0.215	0.904	30000.0
24	71.804	44.923	17.712	37.853	0.218	0.896	30000.0
25	71.021	44.075	17.478	37.188	0.213	0.899	30000.0
26	71.859	45.299	17.317	36.901	0.227	0.902	30000.0
27	71.712	45.25	17.676	38.007	0.227	0.896	30000.0
28	70.668	45.561	17.419	37.889	0.233	0.894	30000.0
29	72.731	45.779	17.893	38.04	0.228	0.896	30000.0
30	70.087	44.698	17.109	37.484	0.226	0.898	20000.0
31	70.489	44.452	17.541	37.94	0.23	0.893	40000.0
32	74.158	46.379	18.193	38.349	0.231	0.896	20000.0
33	72.095	46.207	17.37	38.286	0.246	0.892	30000.0
34	69.078	43.566	17.345	36.96	0.218	0.901	20000.0
35	72.553	46.498	18.008	39.142	0.24	0.886	40000.0
36	71.34	45.739	17.507	38.321	0.231	0.892	30000.0
37	71.341	45.5	17.554	37.967	0.226	0.896	20000.0
38	69.663	45.019	17.195	37.272	0.229	0.902	40000.0
39	73.577	46.217	18.179	38.79	0.24	0.894	20000.0
40	70.503	45.345	17.409	37.911	0.226	0.895	40000.0
41	71.549	45.501	17.574	38.054	0.223	0.894	20000.0
42	68.584	44.931	16.746	37.527	0.223	0.895	30000.0
43	72.165	45.927	17.54	38.038	0.23	0.894	20000.0
44	72.722	45.543	17.89	37.979	0.225	0.893	20000.0
45	73.397	46.06	17.807	38.662	0.23	0.892	40000.0
46	69.729	45.28	17.393	37.644	0.226	0.898	30000.0
47	71.511	44.888	17.351	37.564	0.222	0.893	20000.0
48	70.298	44.237	16.971	37.197	0.224	0.9	30000.0
49	72.611	45.825	17.762	37.788	0.233	0.899	40000.0
50	71.862	45.843	17.469	37.87	0.225	0.896	40000.0
51	71.093	45.946	17.87	38.841	0.235	0.895	30000.0
52	73.578	46.257	18.176	39.3	0.225	0.892	20000.0
53	70.109	44.695	16.677	36.622	0.221	0.904	40000.0
54	69.911	45.001	17.591	38.059	0.226	0.896	20000.0
55	71.184	43.908	17.612	37.636	0.214	0.894	40000.0
56	76.862	48.409	19.021	41.372	0.251	0.873	20000.0
57	70.879	44.385	17.262	37.584	0.224	0.894	20000.0
58	77.118	46.946	19.309	39.962	0.221	0.885	60000.0
59	71.431	45.33	17.669	38.698	0.227	0.889	50000.0
60	69.125	44.349	16.965	37.23	0.227	0.896	30000.0
61	70.275	43.931	17.024	36.687	0.214	0.904	20000.0
62	73.223	45.317	17.666	37.98	0.229	0.894	20000.0
63	70.769	44.151	17.636	37.427	0.218	0.904	30000.0
64	75.035	47.161	18.866	39.682	0.238	0.887	20000.0
65	71.86	44.873	17.434	37.433	0.23	0.898	20000.0
66	71.701	46.088	17.272	38.027	0.24	0.894	20000.0
67	71.673	45.521	17.497	37.774	0.234	0.895	20000.0
68	73.436	46.651	18.19	39.077	0.237	0.895	40000.0
69	72.421	45.09	17.902	37.942	0.218	0.895	40000.0
70	70.805	45.115	17.816	39.03	0.225	0.888	20000.0
71	68.766	44.347	16.445	36.815	0.225	0.897	20000.0
72	72.48	46.005	17.825	38.183	0.228	0.895	20000.0
73	72.622	45.923	17.641	38.883	0.227	0.89	20000.0
74	72.063	45.33	17.895	38.588	0.223	0.894	40000.0
75	66.787	42.642	16.165	35.753	0.214	0.903	30000.0
76	70.321	44.482	17.021	36.796	0.223	0.903	20000.0
77	69.473	44.783	16.838	37.068	0.229	0.899	40000.0
78	69.204	44.683	16.927	37.253	0.222	0.899	30000.0
79	74.542	46.074	17.783	37.856	0.225	0.897	30000.0
80	72.26	45.252	17.491	37.638	0.221	0.897	20000.0
81	72.811	45.975	18.022	38.541	0.231	0.891	30000.0
82	70.067	44.847	17.132	37.821	0.233	0.895	30000.0
83	73.652	46.54	18.555	39.867	0.236	0.884	40000.0
84	71.593	44.882	17.686	37.954	0.226	0.899	20000.0
85	71.651	45.248	17.725	38.513	0.218	0.891	30000.0
86	70.568	45.076	16.887	37.424	0.23	0.896	30000.0
87	70.649	45.597	16.985	37.629	0.228	0.895	20000.0
88	71.472	44.605	17.046	36.777	0.227	0.9	20000.0
89	68.044	43.684	16.74	36.483	0.218	0.903	20000.0
90	73.666	46.613	18.126	38.613	0.234	0.897	50000.0
91	72.911	47.198	17.604	38.769	0.24	0.891	30000.0
92	72.513	45.887	17.917	38.717	0.232	0.89	20000.0
93	73.364	46.574	17.97	38.774	0.243	0.89	20000.0
94	70.619	44.457	17.149	37.403	0.217	0.898	50000.0
95	69.335	44.303	16.91	37.599	0.225	0.896	20000.0
96	74.029	46.282	18.135	38.979	0.23	0.889	30000.0
97	69.683	44.53	17.242	38.07	0.227	0.892	40000.0
98	71.999	44.796	17.29	38.015	0.219	0.89	30000.0
99	72.883	46.39	17.618	38.285	0.237	0.893	20000.0
100	69.446	44.048	16.964	36.892	0.213	0.906	30000.0
