NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	80.518	39.149	19.953	35.025	0.165	0.911	30000.0
2	82.437	40.363	20.332	34.914	0.175	0.912	40000.0
3	84.625	41.179	21.468	36.962	0.179	0.903	20000.0
4	80.985	38.785	20.517	34.885	0.167	0.908	30000.0
5	78.21	38.005	19.303	33.443	0.166	0.916	30000.0
6	80.838	39.124	20.861	35.659	0.172	0.906	30000.0
7	84.105	40.919	21.135	35.738	0.183	0.907	40000.0
8	84.614	40.962	22.556	37.604	0.177	0.893	20000.0
9	80.826	39.449	20.499	35.128	0.169	0.91	30000.0
10	84.044	40.657	20.457	34.422	0.18	0.915	20000.0
11	79.534	38.246	20.742	34.996	0.156	0.909	30000.0
12	84.27	40.137	21.369	36.139	0.172	0.899	20000.0
13	85.451	41.483	21.509	36.628	0.18	0.906	30000.0
14	81.993	40.01	20.533	35.081	0.175	0.913	20000.0
15	80.159	39.169	19.959	35.108	0.17	0.908	30000.0
16	81.472	39.93	20.725	35.343	0.172	0.911	40000.0
17	82.315	40.06	20.466	35.274	0.178	0.913	20000.0
18	83.985	40.745	21.715	36.396	0.174	0.902	20000.0
19	78.953	38.402	19.979	34.134	0.163	0.918	30000.0
20	81.268	39.391	20.953	36.06	0.169	0.903	20000.0
21	79.948	38.723	19.644	33.479	0.166	0.922	30000.0
22	83.608	40.06	21.731	36.447	0.168	0.905	20000.0
23	79.868	38.631	19.506	33.796	0.166	0.916	20000.0
24	83.925	40.965	21.306	36.744	0.176	0.905	30000.0
25	79.133	38.94	19.083	33.442	0.168	0.917	30000.0
26	82.609	40.296	20.138	34.924	0.173	0.912	20000.0
27	83.17	40.6	20.26	35.662	0.172	0.905	20000.0
28	80.529	39.639	20.38	35.794	0.169	0.901	50000.0
29	80.888	39.712	20.292	34.505	0.169	0.918	50000.0
30	77.513	38.253	19.363	33.982	0.165	0.916	30000.0
31	85.596	41.293	21.621	37.119	0.183	0.895	50000.0
32	83.934	41.032	20.895	35.906	0.181	0.91	40000.0
33	78.959	38.848	19.155	33.286	0.169	0.917	40000.0
34	85.761	40.918	22.271	37.462	0.169	0.899	20000.0
35	82.035	39.705	20.61	35.422	0.173	0.908	40000.0
36	86.726	41.896	21.166	36.379	0.181	0.906	30000.0
37	80.978	39.47	20.12	34.594	0.171	0.913	20000.0
38	82.922	40.104	21.403	36.661	0.166	0.899	20000.0
39	79.041	38.814	19.368	33.995	0.172	0.914	50000.0
40	80.236	39.245	20.167	34.817	0.173	0.912	20000.0
41	88.273	42.476	22.589	38.302	0.185	0.89	30000.0
42	80.933	39.344	20.205	34.176	0.171	0.918	20000.0
43	78.874	38.146	19.274	33.572	0.162	0.922	20000.0
44	80.761	39.455	20.236	34.963	0.173	0.909	20000.0
45	79.751	38.894	19.809	34.013	0.165	0.918	20000.0
46	81.061	38.984	21.731	36.607	0.168	0.904	40000.0
47	79.737	38.605	19.829	33.471	0.163	0.919	20000.0
48	81.817	39.848	19.982	34.296	0.177	0.912	20000.0
49	85.714	41.848	21.87	37.367	0.18	0.903	20000.0
50	80.69	39.204	20.564	34.386	0.171	0.918	50000.0
51	82.555	39.857	21.125	36.245	0.169	0.903	40000.0
52	85.313	41.301	21.889	37.635	0.177	0.899	30000.0
53	79.937	38.95	20.04	34.949	0.165	0.908	20000.0
54	79.473	38.443	19.393	33.282	0.162	0.92	40000.0
55	80.96	39.388	20.004	34.608	0.173	0.913	30000.0
56	78.829	38.817	20.058	34.975	0.164	0.91	30000.0
57	80.988	39.978	20.06	34.456	0.181	0.916	20000.0
58	84.93	41.01	22.057	36.954	0.179	0.903	30000.0
59	80.733	38.838	21.072	35.647	0.168	0.905	30000.0
60	83.748	40.836	21.032	35.735	0.177	0.909	20000.0
61	79.623	39.009	20.129	34.773	0.171	0.911	20000.0
62	80.655	39.268	19.613	34.188	0.164	0.916	20000.0
63	84.198	40.477	21.875	37.544	0.175	0.894	20000.0
64	85.164	41.267	21.333	36.137	0.173	0.908	20000.0
65	79.788	38.827	19.072	32.815	0.159	0.924	20000.0
66	78.632	38.513	19.478	33.53	0.176	0.916	50000.0
67	84.638	41.213	20.702	35.855	0.181	0.905	20000.0
68	82.62	40.485	20.626	35.741	0.174	0.906	20000.0
69	81.785	39.872	21.328	35.828	0.165	0.901	30000.0
70	86.746	41.647	22.406	37.899	0.181	0.898	20000.0
71	80.002	39.048	19.723	34.093	0.171	0.918	20000.0
72	81.971	39.653	20.833	35.351	0.166	0.907	40000.0
73	82.102	40.139	20.239	34.744	0.174	0.916	40000.0
74	82.438	40.194	20.509	35.458	0.169	0.91	40000.0
75	82.053	40.027	20.281	35.477	0.17	0.903	20000.0
76	78.258	38.31	19.344	33.309	0.162	0.921	30000.0
77	80.277	38.611	20.165	34.652	0.167	0.912	20000.0
78	79.358	39.107	19.431	33.764	0.173	0.916	30000.0
79	83.179	40.275	20.904	35.614	0.171	0.904	40000.0
80	80.203	39.092	19.818	34.423	0.165	0.915	30000.0
81	82.187	40.153	20.853	36.231	0.17	0.907	20000.0
82	79.357	38.492	20.372	35.001	0.163	0.912	20000.0
83	80.957	38.834	20.904	35.033	0.16	0.91	20000.0
84	75.689	37.438	18.443	32.236	0.161	0.927	30000.0
85	77.714	37.811	20.576	35.026	0.161	0.914	50000.0
86	78.297	38.336	18.978	33.071	0.169	0.921	20000.0
87	82.675	40.455	20.198	35.472	0.178	0.91	20000.0
88	74.913	36.535	19.071	33.461	0.161	0.914	30000.0
89	81.609	39.594	20.272	35.262	0.168	0.912	50000.0
90	80.453	39.415	20.528	35.314	0.164	0.91	50000.0
91	82.377	39.964	20.097	34.576	0.171	0.914	40000.0
92	81.527	39.306	21.355	35.914	0.165	0.901	20000.0
93	76.942	36.942	19.705	33.739	0.152	0.915	20000.0
94	79.221	38.4	19.895	34.812	0.162	0.908	20000.0
95	79.753	39.073	19.464	34.001	0.167	0.915	20000.0
96	78.131	38.196	19.54	33.9	0.163	0.917	20000.0
97	80.618	39.296	20.302	34.555	0.165	0.915	20000.0
