NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
57	85.155	52.495	21.001	44.29	0.286	0.856	20000.0
58	85.773	53.028	21.222	44.912	0.283	0.852	40000.0
59	84.196	52.888	20.742	44.652	0.293	0.851	40000.0
60	81.347	50.389	20.321	42.935	0.278	0.864	20000.0
61	82.608	50.913	20.024	42.691	0.277	0.867	20000.0
62	87.122	53.862	21.178	44.991	0.295	0.849	30000.0
63	84.345	52.506	20.595	43.828	0.286	0.861	20000.0
64	84.281	52.501	21.099	44.396	0.282	0.855	30000.0
65	85.142	53.641	20.495	44.176	0.302	0.856	30000.0
66	82.603	52.175	19.557	42.632	0.299	0.864	20000.0
67	86.231	53.61	21.226	45.065	0.297	0.847	30000.0
68	85.006	53.388	21.079	44.88	0.295	0.854	20000.0
69	83.747	52.647	20.676	44.065	0.284	0.855	20000.0
70	83.761	52.103	20.608	44.013	0.283	0.857	20000.0
71	81.198	50.951	19.35	42.203	0.28	0.867	20000.0
72	87.532	53.83	21.926	45.237	0.292	0.852	20000.0
73	83.012	51.341	20.194	42.879	0.282	0.866	20000.0
74	83.189	52.016	20.341	43.515	0.281	0.86	20000.0
75	81.33	50.181	19.318	41.605	0.272	0.868	20000.0
76	83.443	51.769	20.107	42.691	0.28	0.865	20000.0
77	85.226	52.834	20.353	43.528	0.289	0.86	20000.0
78	89.364	53.164	21.933	44.559	0.284	0.852	40000.0
79	85.468	52.894	20.328	43.25	0.283	0.863	20000.0
80	84.261	52.298	20.816	43.684	0.275	0.86	30000.0
81	87.463	53.302	21.458	44.27	0.289	0.855	30000.0
82	82.861	51.697	19.958	43.308	0.288	0.862	40000.0
83	86.884	53.765	21.645	45.523	0.297	0.846	50000.0
84	85.936	52.706	20.87	43.796	0.284	0.863	40000.0
85	84.411	52.711	20.904	45.12	0.285	0.844	20000.0
86	84.393	52.779	20.147	43.851	0.293	0.855	20000.0
87	83.03	52.032	19.983	43.093	0.278	0.866	20000.0
88	84.444	52.747	20.04	42.961	0.292	0.863	20000.0
89	83.616	52.049	20.687	43.968	0.28	0.859	40000.0
90	91.449	54.843	22.149	45.305	0.31	0.841	20000.0
91	88.126	54.609	21.616	45.593	0.296	0.849	20000.0
92	88.916	55.286	21.941	46.386	0.304	0.838	20000.0
93	87.255	53.932	21.3	44.765	0.302	0.851	20000.0
94	82.221	51.398	20.245	43.093	0.273	0.866	30000.0
95	81.684	50.786	20.169	43.317	0.279	0.863	20000.0
96	83.847	52.594	20.108	43.339	0.287	0.861	20000.0
97	83.45	52.513	20.363	44.141	0.291	0.854	20000.0
98	84.501	51.68	20.525	44.103	0.277	0.854	30000.0
99	88.086	53.883	21.516	45.092	0.29	0.853	20000.0
100	80.228	50.951	19.824	42.817	0.27	0.87	20000.0
