NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	83.37	52.562	20.13	43.356	0.285	0.861	20000.0
2	86.107	54.11	21.471	45.827	0.298	0.846	40000.0
3	85.171	52.937	20.893	44.609	0.286	0.853	20000.0
4	85.296	53.126	21.272	44.723	0.287	0.855	20000.0
5	84.618	52.535	20.935	44.062	0.281	0.859	20000.0
6	83.071	51.396	19.91	42.533	0.281	0.87	30000.0
7	83.056	51.411	20.196	43.257	0.276	0.862	30000.0
8	82.172	51.191	20.658	43.73	0.284	0.859	20000.0
9	85.72	53.234	20.763	44.206	0.299	0.855	40000.0
10	80.844	50.233	19.509	42.122	0.271	0.871	30000.0
11	83.811	51.862	20.619	43.771	0.277	0.86	20000.0
12	84.86	53.416	21.279	45.272	0.299	0.851	20000.0
13	85.726	53.019	21.289	45.099	0.289	0.849	20000.0
14	82.389	50.956	20.667	43.347	0.279	0.865	20000.0
15	86.941	53.547	21.332	44.491	0.288	0.857	20000.0
16	87.073	53.901	21.303	45.134	0.292	0.851	20000.0
17	84.301	51.988	20.887	43.687	0.285	0.863	30000.0
18	83.934	51.986	20.031	42.942	0.281	0.864	60000.0
19	85.433	52.996	20.936	44.708	0.28	0.852	20000.0
20	84.584	52.061	21.238	44.159	0.274	0.861	40000.0
21	85.92	52.678	20.93	43.555	0.281	0.863	30000.0
22	84.545	52.992	20.393	44.302	0.282	0.856	20000.0
23	81.293	50.459	20.057	42.36	0.268	0.871	40000.0
24	82.509	51.171	20.527	42.933	0.274	0.865	40000.0
25	83.633	51.698	20.521	43.295	0.275	0.862	20000.0
26	85.031	52.18	21.086	43.274	0.281	0.865	30000.0
27	83.371	51.848	20.326	42.846	0.285	0.866	40000.0
28	85.376	52.834	20.879	43.544	0.292	0.862	20000.0
29	84.929	52.884	21.068	43.901	0.286	0.863	30000.0
30	84.549	51.78	20.372	43.207	0.286	0.862	40000.0
31	85.6	53.163	21.247	44.798	0.288	0.852	20000.0
32	88.361	55.908	21.734	46.055	0.314	0.849	30000.0
33	85.179	53.085	20.592	44.162	0.303	0.856	30000.0
34	84.175	51.606	20.76	42.897	0.278	0.867	30000.0
35	85.859	53.692	20.627	44.072	0.298	0.854	30000.0
36	83.015	52.225	20.078	42.93	0.286	0.864	20000.0
37	85.485	53.05	20.621	43.503	0.284	0.863	30000.0
38	84.439	51.99	20.789	43.159	0.278	0.871	20000.0
39	85.395	53.06	20.789	43.937	0.299	0.861	30000.0
40	84.282	53.033	20.416	44.095	0.293	0.857	50000.0
41	83.905	52.324	20.335	43.497	0.276	0.861	30000.0
42	84.155	52.096	20.69	43.952	0.28	0.86	20000.0
43	85.487	52.558	20.955	43.714	0.283	0.862	20000.0
44	87.122	54.037	21.466	44.597	0.288	0.853	50000.0
45	84.212	52.714	20.297	44.086	0.289	0.855	30000.0
46	82.364	51.353	20.856	43.378	0.281	0.863	20000.0
47	83.684	52.446	20.322	43.485	0.288	0.858	20000.0
48	84.621	52.803	20.304	43.792	0.291	0.859	20000.0
49	85.248	53.546	21.335	44.904	0.298	0.856	40000.0
50	83.85	52.181	20.362	43.118	0.278	0.866	20000.0
51	83.871	52.338	20.73	44.053	0.288	0.861	30000.0
52	86.758	54.167	21.352	45.938	0.293	0.844	20000.0
53	88.545	53.469	21.522	44.198	0.302	0.848	30000.0
54	83.634	51.523	21.273	44.22	0.276	0.859	30000.0
55	84.697	52.121	20.874	44.408	0.276	0.853	20000.0
56	89.473	55.966	21.893	47.078	0.311	0.834	40000.0
