NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	76.901	49.055	18.832	40.9	0.256	0.878	50000.0
2	81.879	50.223	20.71	42.75	0.263	0.87	30000.0
3	77.428	48.405	18.913	40.767	0.254	0.878	20000.0
4	75.971	48.343	19.009	41.011	0.252	0.879	30000.0
5	78.291	49.112	19.394	41.306	0.25	0.879	30000.0
6	75.745	47.658	18.232	39.49	0.248	0.885	50000.0
7	77.406	48.216	18.873	40.485	0.247	0.879	20000.0
8	75.726	47.134	19.105	40.573	0.244	0.881	30000.0
9	77.824	49.298	19.187	41.53	0.26	0.873	20000.0
10	73.917	46.703	17.731	39.024	0.24	0.89	20000.0
11	77.615	48.248	19.218	41.012	0.243	0.879	30000.0
12	77.889	49.416	19.771	42.301	0.261	0.872	20000.0
13	78.881	49.458	19.541	42.0	0.257	0.87	30000.0
14	73.816	46.851	18.278	39.691	0.247	0.888	20000.0
15	79.202	49.692	19.484	41.47	0.256	0.878	50000.0
16	78.921	49.881	19.553	42.372	0.26	0.867	30000.0
17	77.027	48.271	18.93	40.236	0.254	0.885	50000.0
18	75.172	47.122	18.139	39.483	0.243	0.885	20000.0
19	76.716	48.128	18.772	40.868	0.245	0.875	30000.0
20	76.388	47.611	19.053	40.289	0.234	0.884	30000.0
21	78.46	49.175	18.984	40.598	0.253	0.881	30000.0
22	76.545	48.118	18.7	40.814	0.243	0.879	20000.0
23	73.422	46.522	18.142	39.234	0.236	0.888	20000.0
24	75.927	47.434	18.696	39.906	0.24	0.884	20000.0
25	78.59	48.479	19.326	40.943	0.249	0.873	30000.0
26	76.428	47.962	18.58	39.374	0.247	0.888	20000.0
27	76.196	48.03	18.596	40.035	0.252	0.882	30000.0
28	78.565	49.842	19.47	41.28	0.268	0.875	30000.0
29	77.174	48.967	19.055	40.681	0.256	0.88	20000.0
30	76.253	47.594	18.673	40.467	0.252	0.878	30000.0
31	76.469	48.188	19.307	41.463	0.254	0.873	20000.0
32	82.491	51.396	20.382	42.762	0.276	0.867	40000.0
33	80.406	50.121	19.726	42.086	0.274	0.871	20000.0
34	74.092	46.605	18.377	39.011	0.241	0.891	20000.0
35	77.55	49.149	18.913	40.938	0.262	0.876	20000.0
36	78.63	49.214	18.924	40.627	0.26	0.878	20000.0
37	76.477	48.447	18.452	39.792	0.251	0.885	40000.0
38	79.097	49.345	19.414	40.763	0.253	0.882	20000.0
39	77.878	49.3	19.147	41.257	0.268	0.878	30000.0
40	76.461	48.465	18.826	40.92	0.251	0.878	60000.0
41	76.451	48.519	18.681	40.651	0.248	0.878	30000.0
42	75.791	47.99	18.645	40.511	0.245	0.878	30000.0
43	77.205	48.524	18.816	40.364	0.249	0.881	20000.0
44	77.961	49.491	19.032	40.725	0.253	0.879	30000.0
45	77.106	48.625	18.609	40.598	0.251	0.88	30000.0
46	76.473	48.509	19.212	40.886	0.249	0.879	20000.0
47	76.209	48.287	18.518	40.184	0.249	0.878	20000.0
48	75.533	47.87	18.256	40.007	0.252	0.883	20000.0
49	77.687	49.631	19.285	41.368	0.265	0.878	30000.0
50	76.233	48.185	18.572	40.032	0.245	0.884	20000.0
51	78.8	48.651	19.239	40.652	0.259	0.876	20000.0
52	78.706	49.345	19.486	41.985	0.251	0.873	30000.0
53	76.009	48.162	17.911	39.212	0.254	0.888	20000.0
54	76.475	48.025	19.302	41.123	0.246	0.879	30000.0
55	76.038	47.549	18.814	40.712	0.238	0.877	20000.0
56	80.293	50.898	19.845	43.083	0.274	0.866	30000.0
57	75.255	47.84	18.386	40.326	0.251	0.879	30000.0
58	78.84	49.23	19.403	41.645	0.249	0.873	20000.0
59	76.783	48.422	18.993	41.219	0.251	0.873	30000.0
