NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	63.835	41.125	15.812	34.351	0.191	0.917	20000.0
2	66.458	42.689	16.659	36.214	0.201	0.905	30000.0
3	63.944	40.867	16.164	35.548	0.193	0.906	30000.0
4	64.111	40.258	16.156	34.737	0.187	0.913	30000.0
5	64.288	41.576	16.178	35.402	0.192	0.909	30000.0
6	63.339	41.055	15.455	34.531	0.193	0.913	30000.0
7	63.576	40.027	15.561	33.907	0.18	0.919	20000.0
8	63.186	40.408	16.368	35.203	0.188	0.912	20000.0
9	61.867	39.225	15.239	33.036	0.188	0.919	20000.0
10	62.968	40.176	15.31	34.045	0.182	0.915	20000.0
11	63.269	39.514	15.599	33.14	0.176	0.921	30000.0
12	64.005	40.39	15.721	33.758	0.189	0.919	50000.0
13	63.745	40.058	16.001	34.338	0.187	0.915	20000.0
14	61.541	39.602	15.66	34.201	0.189	0.916	40000.0
15	64.625	41.091	16.147	34.68	0.188	0.915	30000.0
16	64.732	41.268	16.073	35.054	0.191	0.913	20000.0
17	61.574	39.583	15.042	32.988	0.186	0.922	20000.0
18	62.598	40.387	15.398	34.311	0.19	0.911	30000.0
19	60.772	39.557	14.966	33.553	0.184	0.918	50000.0
20	60.856	39.451	15.371	33.566	0.178	0.92	20000.0
21	64.799	40.955	16.143	34.689	0.191	0.914	20000.0
22	62.429	39.831	15.293	33.76	0.183	0.917	50000.0
23	59.949	38.911	14.922	32.832	0.183	0.924	40000.0
24	62.475	39.372	14.93	32.352	0.176	0.924	40000.0
25	63.831	39.897	15.787	33.59	0.177	0.922	40000.0
26	63.341	40.701	15.506	33.511	0.191	0.919	40000.0
27	63.772	40.41	15.696	34.109	0.189	0.915	20000.0
28	62.261	39.826	15.249	32.939	0.189	0.922	30000.0
29	64.478	40.849	15.61	33.596	0.188	0.92	20000.0
30	62.783	39.942	15.406	33.604	0.186	0.917	30000.0
31	62.182	40.664	15.737	35.056	0.198	0.907	50000.0
32	65.005	42.081	16.403	35.646	0.202	0.907	20000.0
33	63.755	41.065	15.925	34.938	0.204	0.914	20000.0
34	60.169	38.121	14.747	31.664	0.175	0.932	40000.0
35	64.882	42.395	16.302	36.275	0.208	0.904	30000.0
36	62.809	40.962	15.598	34.53	0.19	0.913	30000.0
37	62.906	40.438	15.608	33.897	0.189	0.918	20000.0
38	61.434	39.175	15.151	32.565	0.182	0.926	40000.0
39	65.824	42.29	16.495	35.96	0.206	0.908	30000.0
40	63.796	40.217	15.717	34.177	0.186	0.914	30000.0
41	62.572	39.806	15.436	33.743	0.181	0.915	40000.0
42	61.106	39.465	14.995	33.183	0.18	0.919	20000.0
43	64.545	41.081	16.146	34.957	0.19	0.912	50000.0
44	64.738	41.073	15.759	33.924	0.19	0.916	20000.0
45	63.829	40.572	15.882	34.744	0.188	0.911	20000.0
46	61.451	39.716	15.188	32.97	0.188	0.924	30000.0
47	64.914	41.501	16.139	34.848	0.196	0.913	20000.0
48	61.559	39.417	15.092	33.229	0.186	0.919	40000.0
49	65.164	41.767	16.266	35.196	0.194	0.912	20000.0
