NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
50	62.778	40.471	15.278	33.625	0.186	0.918	30000.0
51	62.462	39.517	15.103	32.669	0.185	0.922	20000.0
52	63.646	40.685	15.957	34.889	0.19	0.912	30000.0
53	62.636	39.688	15.078	33.108	0.184	0.921	30000.0
54	62.711	39.646	15.711	33.541	0.184	0.921	50000.0
55	63.738	40.208	16.141	35.205	0.183	0.909	30000.0
56	65.148	42.246	16.271	36.082	0.204	0.903	40000.0
57	62.363	39.178	15.164	32.966	0.183	0.92	40000.0
58	63.854	39.914	16.3	34.836	0.181	0.914	40000.0
59	63.411	39.65	15.88	34.023	0.179	0.919	30000.0
60	60.313	38.962	15.174	33.282	0.186	0.92	30000.0
61	61.84	39.163	14.942	32.591	0.177	0.926	20000.0
62	61.825	39.908	15.067	33.477	0.189	0.918	20000.0
63	60.545	38.001	14.739	31.509	0.174	0.931	30000.0
64	63.14	40.585	15.881	34.709	0.189	0.911	20000.0
65	64.193	41.119	15.505	33.987	0.196	0.914	50000.0
66	63.944	41.816	15.848	35.193	0.204	0.91	30000.0
67	64.274	41.289	15.829	34.825	0.195	0.91	20000.0
68	63.084	40.753	16.19	35.224	0.195	0.911	20000.0
69	63.286	39.982	15.432	33.134	0.178	0.923	30000.0
70	61.884	39.739	15.285	33.516	0.187	0.917	30000.0
71	61.395	38.844	15.103	33.25	0.182	0.917	20000.0
72	64.318	40.473	15.669	33.411	0.186	0.92	30000.0
73	67.017	42.243	16.337	35.849	0.197	0.908	20000.0
74	63.365	40.578	15.576	34.043	0.189	0.918	20000.0
75	59.608	37.887	14.405	31.626	0.177	0.927	30000.0
76	61.686	39.319	14.887	32.493	0.185	0.923	20000.0
77	63.077	39.324	15.275	33.147	0.181	0.92	40000.0
78	62.884	39.711	15.462	33.191	0.178	0.923	40000.0
79	63.788	40.499	15.849	34.377	0.187	0.913	20000.0
80	63.188	40.861	15.717	34.162	0.187	0.913	20000.0
81	64.628	41.485	16.159	35.124	0.195	0.91	20000.0
82	62.542	40.704	15.414	34.622	0.193	0.913	50000.0
83	65.475	41.227	16.459	35.433	0.192	0.909	50000.0
84	65.269	41.732	16.034	35.123	0.197	0.916	30000.0
85	64.258	40.989	16.12	35.386	0.184	0.907	40000.0
86	62.354	40.273	15.238	34.004	0.196	0.915	40000.0
87	62.602	40.249	15.097	33.255	0.186	0.92	20000.0
88	62.491	39.966	15.259	33.346	0.191	0.919	30000.0
89	60.353	38.3	15.005	32.371	0.173	0.925	30000.0
90	64.507	40.603	15.521	33.112	0.192	0.924	20000.0
91	64.88	41.503	15.922	34.937	0.197	0.91	40000.0
92	65.636	42.026	16.479	35.694	0.197	0.908	40000.0
93	62.87	40.299	15.194	33.29	0.194	0.918	20000.0
94	62.247	40.014	15.507	34.015	0.186	0.918	40000.0
95	62.467	39.145	15.465	33.653	0.182	0.92	30000.0
96	63.783	41.117	16.176	35.758	0.191	0.907	30000.0
97	62.296	40.656	15.261	34.273	0.194	0.914	30000.0
98	62.711	39.171	15.357	33.665	0.178	0.915	40000.0
99	65.239	40.815	15.954	34.215	0.191	0.916	30000.0
100	59.384	38.117	14.692	32.266	0.175	0.923	20000.0
