NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.149	35.597	13.659	30.259	0.153	0.934	20000.0
2	60.022	37.687	15.004	32.148	0.162	0.924	30000.0
3	59.327	36.757	14.784	31.852	0.158	0.925	50000.0
4	57.808	36.596	14.289	30.869	0.162	0.93	30000.0
5	53.739	34.493	13.118	28.858	0.153	0.938	20000.0
6	55.706	36.038	13.447	30.08	0.159	0.933	50000.0
7	55.892	35.544	13.677	30.285	0.152	0.933	30000.0
8	54.191	34.349	13.501	29.031	0.147	0.939	30000.0
9	56.868	36.277	13.944	30.396	0.161	0.933	30000.0
10	55.217	35.579	13.811	30.907	0.153	0.932	20000.0
11	56.022	34.617	14.068	29.747	0.145	0.937	30000.0
12	58.187	36.86	14.424	31.143	0.159	0.93	30000.0
13	56.857	36.876	14.463	31.357	0.165	0.931	20000.0
14	55.332	35.332	13.58	29.767	0.153	0.935	20000.0
15	58.817	37.141	14.832	31.687	0.158	0.93	50000.0
16	58.599	37.15	14.573	31.806	0.161	0.928	50000.0
17	55.792	36.116	13.761	30.423	0.158	0.934	20000.0
18	56.84	36.304	14.221	31.412	0.157	0.928	40000.0
19	56.312	35.87	13.931	30.622	0.15	0.934	50000.0
20	55.191	34.218	13.553	28.707	0.143	0.941	40000.0
21	58.084	37.814	14.451	31.515	0.168	0.929	30000.0
22	56.703	36.183	14.066	30.963	0.153	0.931	40000.0
23	53.997	33.315	13.463	28.564	0.14	0.941	40000.0
24	54.966	35.208	13.579	29.804	0.148	0.936	20000.0
25	55.928	35.416	13.893	29.905	0.149	0.935	50000.0
26	55.524	35.195	13.429	28.774	0.153	0.94	40000.0
27	56.232	35.872	13.897	30.402	0.158	0.934	50000.0
28	55.055	35.232	13.63	29.405	0.155	0.939	20000.0
29	57.171	36.239	14.104	30.33	0.157	0.936	50000.0
30	56.728	37.027	14.219	31.677	0.16	0.928	60000.0
31	55.882	35.747	13.952	30.597	0.162	0.931	30000.0
32	60.812	37.697	15.019	31.328	0.169	0.93	30000.0
33	57.744	37.388	14.893	33.058	0.173	0.919	50000.0
34	54.315	34.591	13.317	28.568	0.149	0.943	20000.0
35	57.446	37.075	14.279	31.235	0.169	0.929	20000.0
36	56.561	37.445	14.185	31.558	0.167	0.929	20000.0
