MutationType	SBSCNVA	SBSCNVB	SBSCNVC	SBSCNVD	SBSCNVE	SBSCNVF	SBSCNVG	SBSCNVH	SBSCNVI
9+:LOH:100kb-1Mb	8.432633237390519e-05	0.0044438261277218415	0.0012186884490265016	0.0006165634226309436	4.1079103374528356e-05	0.002513255271640844	0.1785680075455457	0.005999805540431566	0.01008324657028787
9+:LOH:1Mb-10Mb	0.001301609855262278	0.0007070664549630803	0.0004602725614634906	0.0008955465696794818	3.356287749056719e-08	0.006857224942801595	0.04143911447787502	0.0018155850047044454	0.001951696393799196
9+:LOH:10Mb-40Mb	2.2688076517285438e-07	5.198657167558574e-07	4.591236082518435e-07	1.258643484334243e-06	1.1465644394093033e-06	4.870983845250976e-07	4.5082053637290895e-07	4.2435798036422057e-07	6.273280104096557e-07
9+:LOH:>40Mb	2.268807756666824e-07	5.198657088421876e-07	4.5912360626232383e-07	1.2586434968397952e-06	1.146564456462329e-06	4.870983837435006e-07	4.508205281439359e-07	4.2435797269035903e-07	6.273280257573788e-07
2:het:0-100kb	0.003271216113780433	0.005725563998711465	0.05765966782346368	0.0024189975930763554	0.001760945484722427	0.0007810676105619407	0.0005662646376083558	5.471654425193151e-07	0.0018015257332885425
2:het:100kb-1Mb	0.012159211204975732	0.005076159195178889	0.02992207240645257	0.03621754381398659	0.010346661284581558	0.019129235383588822	0.0039994690209692865	0.011883445249785608	0.007583892442053184
2:het:1Mb-10Mb	0.019375281281103867	0.005561591166796571	3.184072689066397e-07	0.14459598269313573	0.006433631194015767	0.17871197019655782	0.004312194913086494	2.2474018379625704e-07	0.12236130350370977
2:het:10Mb-40Mb	0.0052205703340999325	0.000516451016559678	0.00012338540380333997	0.22968415215611457	0.001810516344514923	0.1476065695844156	0.004420872427202916	1.7641460088313464e-07	0.08665515736498776
2:het:>40Mb	0.0037263169932082677	5.787222222402022e-05	3.0974712686315795e-07	0.32332227170467376	6.291677157449271e-05	0.04014713653539673	0.006128168578369611	1.9159553579228828e-07	0.03199069337345918
3-4:het:0-100kb	0.011277996071254393	0.008994351348121654	0.06322912537492811	0.002984035365338613	0.005814047302746417	0.004145631655180182	0.0035059263594970956	0.003297777010366545	0.010407579710683592
3-4:het:100kb-1Mb	0.05953941553155312	0.06375255900871707	0.07810785477980971	0.01741498791379895	0.004831955737131466	0.017265102899400517	0.007059858929569601	0.00771841667155968	0.023587805652059615
3-4:het:1Mb-10Mb	0.19768000477924944	0.10643343438743613	0.07731894589524017	0.04659472118888516	0.11691945959813893	0.04982352520339191	0.016890352552291005	0.026573165564914233	0.07094676585868001
3-4:het:10Mb-40Mb	0.05274518317154616	0.08118598720704995	0.06271224213431197	0.0010958216896869999	0.22598586425185205	0.019785250796085188	0.04527204437647015	0.03761459334054962	0.08650044780224561
3-4:het:>40Mb	0.019821312299536657	0.1183255938772345	0.07166718107648194	0.00827618667198749	0.2445509023219347	0.005140478678205831	0.04789133997562203	0.004772540420635209	0.06079232452976227
5-8:het:0-100kb	0.006325887836645414	0.030351757132040403	0.028815739280058778	0.004339102263578241	0.005055086678155476	0.0022030133621478852	0.0029062882933880018	0.009866018372111398	0.0039814275628243575
5-8:het:100kb-1Mb	0.07319110096315853	0.10446136849932372	0.019578437407617458	0.029273477784272472	0.019044064117802007	0.013178756267261633	0.008028756582643837	0.02040719165466726	0.012902159506920726
5-8:het:1Mb-10Mb	0.17381684854626656	0.051970086687942965	0.018421329541829436	0.00425954917987184	0.029552269315274788	0.03546891185659451	0.07646354362368583	0.21759972624480725	0.0166807687229279
5-8:het:10Mb-40Mb	0.022384711828379977	0.012521445934694099	0.00040134070439819426	0.00016305780308659937	0.04233305662552866	0.002582221125119304	0.0015531018569581079	0.14374751314520837	0.02370824720965267
5-8:het:>40Mb	0.002076841515311223	0.014396461427757287	0.007840303393564056	2.875091794862783e-08	0.041071637055783865	0.00047565450284160705	0.010368903996232604	0.025063851701966088	0.008331794768322957
9+:het:0-100kb	0.013242192651647286	0.0389072362948923	0.015663829187709553	0.0014321848835834317	0.0039498059676103025	0.002186360174759443	0.012971654070919457	0.006609779935197366	0.007269844249102277
9+:het:100kb-1Mb	0.060950041509642006	0.13139103410940492	0.007006170614208713	0.0013900629690914456	0.0012293091032995562	0.0154941589130026	0.1883798135071993	0.025191144006387275	0.0014540328718246442
9+:het:1Mb-10Mb	0.051633202527636965	0.04643648035555088	0.0062687383459547165	1.4614536192851801e-05	0.0030022964643202955	0.019456606228813768	0.1258403073810041	0.09592076683856021	0.0002638710509016562
9+:het:10Mb-40Mb	0.0007760560149157178	0.000516113837940253	0.00014448535767748184	0.0008702326625439127	0.0010655574685825187	0.0008502240055400989	0.0002965955845463597	0.01793205216813021	0.0013708228174086656
9+:het:>40Mb	2.0577885465281748e-07	3.6580224334947784e-07	2.7619723491412174e-07	1.075702960520175e-06	6.767446564737156e-07	4.122975410680851e-07	3.554937642029188e-05	0.0014514305261965888	5.047487353682101e-07
