NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
70	136.446	62.747	33.613	53.288	0.386	0.765	20000.0
71	137.046	63.261	33.977	54.562	0.396	0.753	20000.0
72	140.804	64.093	33.499	53.335	0.395	0.766	40000.0
73	133.66	61.135	32.743	52.252	0.381	0.776	30000.0
74	134.263	61.576	32.659	52.646	0.384	0.768	20000.0
75	137.084	62.787	33.24	53.827	0.385	0.755	20000.0
76	135.251	62.276	33.196	53.945	0.385	0.755	20000.0
77	133.753	60.888	32.265	51.531	0.379	0.779	20000.0
78	135.454	61.777	32.689	52.499	0.383	0.771	30000.0
79	137.792	63.284	34.509	54.736	0.394	0.752	20000.0
80	135.118	62.08	32.746	52.647	0.381	0.771	20000.0
81	133.381	60.815	32.065	51.522	0.375	0.779	20000.0
82	133.633	61.469	31.253	51.138	0.377	0.782	30000.0
83	139.279	63.732	34.641	54.948	0.405	0.748	20000.0
84	134.997	61.587	33.269	53.17	0.384	0.763	20000.0
85	135.506	62.022	33.204	52.309	0.385	0.771	20000.0
86	138.974	63.729	34.133	54.175	0.396	0.757	20000.0
87	135.11	62.054	32.512	52.547	0.381	0.77	20000.0
88	135.657	61.992	33.22	53.148	0.381	0.769	20000.0
89	135.881	62.139	32.665	53.322	0.38	0.761	20000.0
90	132.286	60.873	32.573	52.396	0.374	0.769	20000.0
91	135.726	62.361	31.774	52.197	0.379	0.77	30000.0
92	136.518	62.693	33.337	53.113	0.387	0.771	20000.0
93	138.99	63.617	33.821	53.203	0.393	0.769	30000.0
94	134.408	61.894	32.728	52.116	0.376	0.776	20000.0
95	135.878	61.899	32.955	52.611	0.381	0.77	30000.0
96	130.215	59.835	31.883	51.536	0.371	0.779	20000.0
97	132.486	60.695	32.473	52.158	0.37	0.773	20000.0
98	136.721	62.604	32.582	52.418	0.384	0.772	20000.0
99	134.812	61.754	32.031	52.432	0.374	0.769	20000.0
100	133.569	60.92	33.62	52.733	0.383	0.769	20000.0
