NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	134.757	61.613	33.348	52.641	0.382	0.773	20000.0
2	132.865	61.057	32.43	52.154	0.377	0.772	30000.0
3	132.282	60.916	32.374	52.071	0.377	0.775	20000.0
4	136.126	62.87	33.021	53.793	0.385	0.761	20000.0
5	135.212	62.028	32.501	52.18	0.376	0.777	20000.0
6	133.594	61.859	32.255	52.308	0.385	0.772	20000.0
7	136.209	62.374	33.147	53.784	0.379	0.761	20000.0
8	130.9	59.589	31.785	50.925	0.366	0.789	20000.0
9	131.745	60.513	32.084	51.427	0.373	0.781	20000.0
10	139.113	64.125	33.799	54.652	0.391	0.752	20000.0
11	135.394	62.154	32.908	52.95	0.387	0.767	20000.0
12	137.763	63.054	34.415	54.259	0.388	0.761	20000.0
13	135.576	62.028	31.934	51.927	0.375	0.778	30000.0
14	138.518	63.784	34.046	53.864	0.4	0.759	20000.0
15	136.089	62.541	33.124	53.351	0.388	0.763	20000.0
16	131.464	60.251	31.946	51.014	0.367	0.781	40000.0
17	133.398	61.059	32.859	52.467	0.381	0.77	20000.0
18	134.766	61.639	32.644	52.499	0.391	0.77	30000.0
19	137.125	62.995	33.049	53.651	0.39	0.762	20000.0
20	136.074	62.5	32.465	52.47	0.387	0.769	30000.0
21	136.021	62.133	32.019	51.943	0.375	0.77	30000.0
22	133.906	61.553	32.933	52.671	0.369	0.769	20000.0
23	138.766	63.618	33.627	53.183	0.397	0.765	20000.0
24	135.495	62.039	33.373	52.622	0.372	0.774	20000.0
25	131.856	60.372	31.781	51.921	0.373	0.772	20000.0
26	137.908	63.122	33.152	52.653	0.398	0.769	30000.0
27	132.921	61.059	31.973	52.094	0.38	0.773	20000.0
28	134.088	61.676	32.224	52.134	0.376	0.775	20000.0
29	134.316	61.633	33.04	53.135	0.385	0.762	30000.0
30	132.777	60.767	31.929	51.596	0.367	0.782	20000.0
31	133.651	61.327	33.071	52.513	0.376	0.775	20000.0
32	131.033	60.237	31.084	51.438	0.364	0.78	20000.0
33	132.441	60.91	31.774	51.125	0.385	0.786	20000.0
34	140.545	64.159	33.281	53.183	0.396	0.763	30000.0
35	135.365	61.982	33.1	52.818	0.383	0.77	20000.0
36	136.397	62.566	33.641	53.937	0.391	0.76	20000.0
37	133.445	60.998	32.471	52.56	0.383	0.768	30000.0
38	137.223	63.06	33.813	54.271	0.393	0.754	20000.0
39	134.502	61.587	33.236	53.559	0.372	0.764	20000.0
40	135.613	62.188	32.21	52.154	0.374	0.777	30000.0
41	130.701	60.043	31.814	51.664	0.366	0.778	20000.0
42	133.719	61.547	32.557	53.12	0.387	0.761	20000.0
43	139.821	64.05	34.672	54.45	0.405	0.754	20000.0
44	135.583	62.176	33.158	53.327	0.39	0.767	20000.0
45	134.679	61.832	32.611	52.724	0.378	0.772	20000.0
46	135.924	62.234	32.66	52.432	0.388	0.771	30000.0
47	137.804	62.82	33.584	52.358	0.397	0.768	30000.0
48	134.51	61.807	32.545	52.474	0.372	0.771	20000.0
49	131.555	60.579	32.247	51.757	0.37	0.777	20000.0
50	135.805	62.443	32.995	52.408	0.381	0.774	20000.0
51	131.389	60.09	33.046	52.378	0.37	0.771	30000.0
52	132.002	60.77	31.677	51.225	0.372	0.785	20000.0
53	136.117	62.513	32.399	53.215	0.388	0.763	30000.0
54	132.079	60.825	31.842	51.691	0.374	0.777	20000.0
55	134.372	61.257	32.616	52.077	0.381	0.772	30000.0
56	136.659	62.781	33.017	53.442	0.388	0.765	20000.0
57	136.844	62.292	33.856	53.726	0.386	0.763	40000.0
58	133.516	61.098	32.417	51.759	0.378	0.779	30000.0
59	134.791	62.025	32.771	53.223	0.388	0.765	30000.0
60	133.614	61.284	32.397	51.467	0.379	0.778	30000.0
61	135.012	61.668	33.127	53.002	0.385	0.764	20000.0
62	137.012	62.76	33.477	53.258	0.385	0.767	20000.0
63	134.441	61.179	32.42	51.519	0.369	0.782	20000.0
64	136.372	62.641	33.511	53.571	0.382	0.764	20000.0
65	132.966	61.094	32.181	51.719	0.373	0.779	30000.0
66	132.275	61.104	31.819	52.322	0.365	0.773	20000.0
67	136.039	62.001	33.292	52.441	0.391	0.771	20000.0
68	134.052	61.148	32.991	52.281	0.371	0.775	20000.0
69	136.693	62.656	33.468	53.339	0.388	0.762	20000.0
