NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	74.926	50.792	18.056	41.655	0.276	0.873	20000.0
2	78.134	52.923	18.904	43.274	0.291	0.861	20000.0
3	77.951	52.487	19.313	43.917	0.284	0.859	20000.0
4	78.244	52.512	19.433	44.11	0.28	0.856	20000.0
5	75.762	50.894	18.163	40.925	0.282	0.879	30000.0
6	79.931	53.14	19.665	43.553	0.286	0.86	30000.0
7	75.948	50.424	18.695	41.988	0.278	0.869	20000.0
8	75.106	50.487	18.269	41.538	0.271	0.875	40000.0
9	76.194	50.766	18.733	41.658	0.276	0.872	40000.0
10	73.648	49.964	17.755	41.326	0.277	0.873	20000.0
11	77.014	52.316	18.959	43.148	0.281	0.861	40000.0
12	76.096	50.622	18.338	41.328	0.278	0.874	20000.0
13	73.963	49.637	17.674	40.746	0.261	0.876	20000.0
14	77.157	51.255	19.19	43.202	0.282	0.865	20000.0
15	76.993	51.117	19.085	42.819	0.269	0.863	20000.0
16	76.716	51.14	19.041	43.103	0.275	0.861	40000.0
17	74.763	50.682	18.567	42.56	0.268	0.868	40000.0
18	78.708	52.049	19.382	43.508	0.279	0.861	30000.0
19	77.453	51.426	18.825	42.751	0.277	0.864	30000.0
20	77.936	52.352	18.974	43.157	0.284	0.861	20000.0
21	76.193	51.099	19.07	42.46	0.269	0.871	40000.0
22	74.394	50.059	18.361	41.715	0.275	0.871	40000.0
23	75.548	50.77	18.887	42.727	0.269	0.865	20000.0
24	78.312	53.217	18.954	43.77	0.293	0.858	30000.0
25	76.501	51.676	18.676	42.634	0.272	0.868	20000.0
26	75.644	50.283	18.292	41.047	0.272	0.876	20000.0
27	75.326	50.418	18.683	42.356	0.261	0.87	40000.0
28	77.713	52.633	19.089	43.571	0.281	0.859	40000.0
29	74.86	50.67	18.106	41.889	0.273	0.872	20000.0
30	77.137	52.113	18.601	42.78	0.279	0.861	40000.0
31	78.908	52.997	19.704	44.286	0.283	0.853	30000.0
32	75.696	51.429	18.316	42.455	0.286	0.866	40000.0
33	74.924	50.097	18.653	42.31	0.271	0.867	40000.0
34	78.776	52.225	19.654	43.347	0.279	0.863	30000.0
35	74.28	50.743	18.018	41.509	0.281	0.872	20000.0
36	74.719	50.03	18.45	41.98	0.262	0.871	20000.0
37	76.83	51.783	18.84	42.507	0.277	0.871	20000.0
38	76.562	52.119	18.764	42.815	0.284	0.865	20000.0
39	79.319	53.099	19.479	44.107	0.285	0.854	20000.0
40	82.105	53.987	20.39	45.284	0.294	0.849	30000.0
41	78.629	52.707	19.469	44.02	0.282	0.859	30000.0
42	78.52	52.503	19.806	44.214	0.282	0.858	30000.0
43	77.976	52.798	19.157	43.601	0.296	0.861	20000.0
44	77.722	52.821	18.8	43.188	0.294	0.86	40000.0
45	76.958	51.689	18.815	43.236	0.282	0.859	20000.0
46	81.087	53.75	19.834	44.423	0.293	0.856	20000.0
47	75.347	51.059	18.013	41.692	0.279	0.873	30000.0
48	76.405	51.92	18.719	43.015	0.29	0.864	30000.0
49	77.83	51.428	18.924	42.633	0.277	0.868	40000.0
50	75.258	51.035	18.451	42.205	0.278	0.87	30000.0
51	77.236	51.598	18.669	42.597	0.266	0.867	30000.0
52	76.518	51.387	19.038	43.244	0.275	0.863	20000.0
53	77.409	52.103	18.902	42.866	0.291	0.87	30000.0
54	77.766	50.668	19.185	42.197	0.269	0.87	20000.0
55	76.831	50.986	19.394	42.872	0.271	0.866	40000.0
56	74.828	50.302	18.767	42.334	0.269	0.871	30000.0
57	77.944	51.827	19.17	43.016	0.271	0.866	60000.0
58	75.033	50.748	18.645	42.273	0.284	0.871	30000.0
59	77.012	52.241	18.641	42.482	0.284	0.867	30000.0
60	77.048	51.8	18.824	42.983	0.283	0.866	20000.0
61	78.823	52.71	19.48	43.855	0.283	0.857	30000.0
62	77.162	51.228	19.205	43.655	0.279	0.856	20000.0
63	78.547	52.478	19.333	43.447	0.286	0.862	30000.0
64	77.089	52.488	18.771	43.205	0.291	0.862	40000.0
65	78.243	52.303	19.527	43.277	0.285	0.863	50000.0
66	77.017	51.474	18.159	42.069	0.285	0.862	20000.0
67	76.389	50.724	19.041	42.501	0.277	0.869	20000.0
68	75.036	51.104	18.538	42.43	0.29	0.866	40000.0
69	77.011	51.998	18.871	42.735	0.279	0.865	20000.0
70	76.762	51.223	18.749	42.176	0.278	0.867	30000.0
71	78.592	52.737	19.348	43.8	0.28	0.858	20000.0
72	76.112	51.006	18.906	42.424	0.282	0.867	20000.0
73	77.166	51.896	19.116	42.971	0.281	0.867	30000.0
74	76.578	51.506	19.216	43.595	0.281	0.862	40000.0
75	76.369	52.17	18.712	43.033	0.287	0.861	20000.0
76	77.737	51.872	19.135	42.802	0.288	0.866	30000.0
77	77.269	51.608	19.059	42.751	0.278	0.87	50000.0
78	75.074	50.662	18.646	42.951	0.273	0.861	20000.0
79	76.702	51.372	18.844	43.278	0.28	0.861	30000.0
80	75.855	51.604	18.274	41.905	0.283	0.873	20000.0
81	74.844	51.373	18.804	43.206	0.286	0.863	20000.0
82	80.362	53.319	20.137	44.72	0.285	0.857	20000.0
83	75.588	49.73	18.176	41.138	0.276	0.872	30000.0
84	76.865	51.736	18.998	43.094	0.277	0.862	50000.0
85	79.353	52.906	19.235	43.871	0.287	0.856	20000.0
86	75.585	51.014	18.689	43.055	0.272	0.865	20000.0
87	75.858	50.895	18.565	42.809	0.273	0.863	20000.0
88	76.694	51.815	18.974	43.392	0.283	0.854	20000.0
89	79.063	53.193	19.361	43.591	0.287	0.857	20000.0
90	75.144	50.209	18.387	41.43	0.278	0.871	20000.0
91	79.542	52.942	19.614	43.961	0.292	0.859	30000.0
92	74.554	49.582	17.949	40.884	0.259	0.881	20000.0
93	78.134	51.53	18.847	41.777	0.28	0.871	20000.0
94	75.908	51.141	18.225	42.029	0.274	0.869	30000.0
95	78.257	52.279	19.162	43.81	0.287	0.856	40000.0
96	78.289	52.106	18.79	42.533	0.287	0.86	20000.0
97	79.515	53.284	19.886	44.451	0.288	0.856	40000.0
98	74.577	49.69	18.271	41.239	0.265	0.872	20000.0
99	76.123	51.328	18.812	42.558	0.284	0.865	30000.0
100	75.885	51.11	18.618	42.707	0.275	0.866	20000.0
