NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	105.225	49.404	25.821	43.616	0.248	0.853	20000.0
2	105.692	49.735	26.534	43.934	0.252	0.851	30000.0
3	110.37	51.745	27.468	45.513	0.265	0.838	30000.0
4	105.706	49.799	25.547	42.566	0.253	0.855	20000.0
5	101.953	48.14	25.503	42.389	0.244	0.86	20000.0
6	105.292	49.485	26.858	44.091	0.254	0.849	30000.0
7	108.195	50.56	27.725	45.064	0.262	0.845	40000.0
8	106.365	50.095	27.023	44.179	0.261	0.85	20000.0
9	106.92	50.534	27.267	44.832	0.256	0.844	20000.0
10	109.605	51.499	27.353	44.541	0.271	0.845	30000.0
11	104.268	49.23	26.257	43.949	0.247	0.85	20000.0
12	105.601	49.625	26.597	44.312	0.251	0.845	20000.0
13	108.515	50.986	27.28	44.768	0.263	0.845	20000.0
14	110.612	51.808	28.138	45.637	0.269	0.836	20000.0
15	104.567	49.361	25.823	43.76	0.247	0.849	20000.0
16	108.408	51.047	27.787	45.696	0.262	0.838	20000.0
17	106.842	50.136	26.762	44.742	0.26	0.847	20000.0
18	110.053	51.596	28.949	46.311	0.26	0.836	20000.0
19	104.147	49.011	26.608	43.961	0.248	0.853	30000.0
20	106.856	50.446	26.659	44.511	0.254	0.845	40000.0
21	107.199	49.939	27.002	43.72	0.254	0.854	30000.0
22	107.546	50.208	27.056	44.312	0.258	0.849	20000.0
23	106.136	49.748	26.481	43.946	0.255	0.851	30000.0
24	112.327	52.592	28.087	46.821	0.265	0.831	30000.0
25	104.884	49.502	25.734	42.981	0.25	0.852	30000.0
26	105.867	50.047	26.545	44.726	0.256	0.845	30000.0
27	106.616	50.194	26.237	44.309	0.255	0.843	20000.0
28	104.911	49.824	26.487	44.441	0.254	0.847	20000.0
29	105.811	50.064	26.812	43.924	0.254	0.853	20000.0
30	103.041	48.781	26.127	43.801	0.25	0.849	30000.0
31	107.385	50.472	26.579	44.4	0.263	0.844	40000.0
32	105.431	49.753	26.806	44.427	0.26	0.847	20000.0
33	106.284	50.107	26.62	44.015	0.256	0.851	40000.0
34	104.811	48.994	25.711	42.637	0.245	0.86	20000.0
35	107.664	50.662	26.973	44.936	0.262	0.845	30000.0
36	108.819	51.257	26.767	44.854	0.261	0.845	20000.0
37	106.967	50.085	27.004	44.388	0.251	0.846	20000.0
38	107.681	50.972	26.946	44.902	0.252	0.841	20000.0
39	104.745	49.702	25.393	42.666	0.252	0.857	20000.0
40	106.336	50.252	26.766	44.873	0.257	0.84	30000.0
41	111.836	52.694	27.942	46.536	0.279	0.83	20000.0
42	106.137	50.025	26.729	43.864	0.254	0.853	20000.0
43	105.315	48.921	26.17	43.696	0.25	0.849	40000.0
44	106.507	49.725	26.736	43.834	0.253	0.849	20000.0
45	103.904	48.667	25.782	42.378	0.249	0.856	20000.0
46	107.187	50.379	27.584	45.449	0.253	0.842	20000.0
47	107.452	50.546	27.404	44.518	0.253	0.847	20000.0
48	106.447	49.93	26.104	43.15	0.255	0.855	30000.0
49	108.86	51.472	27.809	46.052	0.264	0.838	20000.0
50	106.825	49.823	27.658	44.223	0.258	0.85	20000.0
51	105.611	49.937	26.108	43.883	0.251	0.852	30000.0
52	108.843	51.496	27.355	45.671	0.265	0.838	20000.0
53	102.198	47.998	25.844	43.219	0.237	0.857	20000.0
54	103.446	48.665	26.239	43.678	0.246	0.854	20000.0
55	107.151	50.235	26.316	43.851	0.257	0.849	20000.0
56	102.742	48.895	25.905	43.595	0.244	0.853	20000.0
57	107.872	51.067	27.172	44.661	0.271	0.841	30000.0
58	107.487	50.753	27.567	44.938	0.263	0.846	20000.0
59	106.289	50.31	26.517	44.118	0.255	0.851	20000.0
60	108.382	50.862	27.796	45.289	0.258	0.841	30000.0
61	104.286	49.101	26.87	44.531	0.255	0.843	20000.0
62	106.14	49.832	26.533	44.493	0.252	0.844	30000.0
63	105.811	49.627	26.814	44.767	0.253	0.843	20000.0
64	110.72	51.924	27.7	45.324	0.261	0.841	30000.0
65	106.3	50.141	25.944	43.252	0.244	0.857	20000.0
66	104.839	49.209	26.682	43.694	0.254	0.853	20000.0
67	109.699	51.562	26.895	44.784	0.265	0.843	30000.0
68	105.949	50.312	26.521	44.106	0.253	0.849	20000.0
69	108.691	51.481	27.787	45.332	0.255	0.837	20000.0
70	108.495	50.564	28.182	46.279	0.262	0.836	30000.0
71	103.849	48.791	25.879	42.847	0.249	0.86	20000.0
72	106.147	49.903	26.906	43.929	0.249	0.853	20000.0
73	110.368	51.763	27.108	44.708	0.261	0.845	40000.0
74	106.966	50.136	26.258	43.896	0.246	0.851	20000.0
75	104.499	49.079	25.671	43.196	0.25	0.857	20000.0
76	103.53	48.745	26.034	42.893	0.244	0.858	20000.0
77	105.005	49.369	26.101	43.554	0.253	0.852	20000.0
78	102.9	48.391	25.31	42.057	0.248	0.86	30000.0
79	107.588	50.771	26.718	44.483	0.264	0.846	20000.0
80	104.664	49.271	26.511	43.876	0.242	0.851	20000.0
81	104.514	49.435	26.199	44.222	0.253	0.847	30000.0
82	105.278	49.711	26.996	45.031	0.251	0.846	40000.0
83	104.807	49.272	26.676	43.942	0.246	0.849	30000.0
84	103.208	48.616	25.565	42.482	0.245	0.86	30000.0
85	103.005	48.262	26.56	43.458	0.244	0.852	30000.0
86	102.248	47.884	25.294	42.063	0.242	0.86	20000.0
87	107.636	50.773	26.687	45.328	0.262	0.837	30000.0
88	102.422	48.046	25.372	42.625	0.244	0.857	20000.0
89	107.259	50.03	27.018	45.023	0.256	0.839	20000.0
90	105.134	49.635	26.621	44.034	0.242	0.851	20000.0
91	106.946	50.459	26.364	43.465	0.249	0.855	20000.0
92	107.797	51.035	27.689	45.359	0.256	0.839	20000.0
93	103.609	49.034	25.777	43.475	0.242	0.855	20000.0
94	104.674	49.207	25.982	43.721	0.253	0.852	30000.0
95	105.078	49.6	26.371	44.152	0.249	0.847	30000.0
96	103.599	48.697	26.481	44.062	0.247	0.849	30000.0
97	104.417	49.23	26.312	43.355	0.246	0.858	20000.0
98	106.775	49.964	26.651	44.308	0.252	0.846	30000.0
99	103.471	48.5	25.191	42.506	0.246	0.857	20000.0
100	105.133	49.568	26.555	43.64	0.253	0.852	20000.0
