NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
49	51.51	25.464	13.053	22.754	0.086	0.961	50000.0
50	53.224	25.797	13.556	22.765	0.079	0.963	20000.0
51	52.283	25.339	13.501	23.495	0.079	0.959	100000.0
52	50.37	25.015	12.447	22.222	0.08	0.962	30000.0
53	49.741	24.496	12.825	22.491	0.077	0.961	30000.0
54	50.27	24.604	12.82	22.419	0.076	0.962	40000.0
55	51.452	25.406	12.968	23.06	0.078	0.958	20000.0
56	49.792	24.291	12.706	22.162	0.074	0.963	40000.0
57	47.539	23.188	11.926	20.724	0.073	0.969	20000.0
58	51.372	25.21	13.028	22.363	0.082	0.963	40000.0
59	50.546	24.765	12.628	21.599	0.079	0.963	40000.0
60	51.311	25.094	12.994	22.49	0.078	0.961	20000.0
61	49.739	24.53	13.078	22.932	0.075	0.96	40000.0
62	47.943	22.951	11.832	20.585	0.067	0.968	30000.0
63	52.356	25.441	13.167	22.852	0.08	0.96	20000.0
64	53.443	26.243	13.491	23.408	0.081	0.958	30000.0
65	49.057	24.21	12.529	21.851	0.073	0.965	20000.0
66	47.545	23.544	12.177	21.532	0.074	0.964	40000.0
67	50.263	24.682	12.313	21.624	0.082	0.964	50000.0
68	48.552	24.198	12.155	21.636	0.076	0.963	20000.0
69	46.962	23.037	11.694	20.337	0.066	0.969	30000.0
70	52.918	25.572	13.853	23.549	0.077	0.96	30000.0
71	49.282	24.053	12.626	21.994	0.076	0.962	40000.0
72	48.523	23.941	12.2	21.088	0.075	0.967	30000.0
73	49.583	24.307	12.536	21.893	0.077	0.963	20000.0
74	47.76	23.492	12.141	21.64	0.068	0.964	30000.0
75	54.772	26.807	14.187	24.748	0.082	0.956	40000.0
76	46.857	23.133	12.014	21.068	0.068	0.967	50000.0
77	49.73	24.458	12.092	21.511	0.078	0.965	50000.0
78	51.091	24.866	12.941	22.591	0.075	0.963	40000.0
79	51.829	25.255	13.294	23.307	0.077	0.958	40000.0
80	47.564	23.559	12.15	21.435	0.071	0.964	30000.0
81	48.576	24.025	12.265	21.759	0.077	0.963	20000.0
82	49.529	23.982	13.234	22.832	0.07	0.961	60000.0
83	48.914	23.863	12.229	21.161	0.072	0.967	50000.0
84	49.73	24.356	12.724	22.331	0.074	0.961	20000.0
85	48.843	24.367	12.848	22.644	0.07	0.96	20000.0
86	47.062	23.397	11.749	20.905	0.078	0.964	30000.0
87	49.337	24.493	12.018	21.713	0.078	0.961	40000.0
88	47.812	23.645	11.831	20.986	0.076	0.966	40000.0
89	50.212	24.65	12.859	22.761	0.075	0.961	40000.0
90	47.941	23.431	12.389	21.483	0.072	0.963	40000.0
91	51.417	25.349	12.681	22.449	0.079	0.96	30000.0
92	46.699	23.374	11.983	20.908	0.071	0.967	40000.0
93	46.493	22.678	11.386	20.134	0.068	0.97	30000.0
94	51.774	25.264	13.41	23.851	0.076	0.958	20000.0
95	48.82	23.827	12.288	21.531	0.075	0.965	40000.0
96	47.355	22.961	11.595	20.304	0.069	0.969	50000.0
97	49.817	24.283	12.726	21.57	0.076	0.965	40000.0
98	48.427	23.739	12.24	21.332	0.074	0.965	60000.0
99	51.467	25.494	12.771	22.848	0.08	0.96	30000.0
100	46.661	22.904	11.427	19.888	0.071	0.971	40000.0
