NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	127.269	84.345	29.636	66.916	0.614	0.623	20000.0
2	131.338	86.825	30.979	68.845	0.633	0.603	20000.0
3	129.931	85.202	30.536	68.275	0.621	0.608	20000.0
4	127.711	84.465	30.252	67.178	0.615	0.623	20000.0
5	129.915	85.877	30.525	67.562	0.629	0.622	30000.0
6	132.062	87.022	31.005	68.687	0.638	0.606	20000.0
7	127.778	84.174	30.366	67.454	0.617	0.623	20000.0
8	128.972	84.952	30.588	67.503	0.623	0.621	20000.0
9	129.971	85.735	30.737	67.887	0.617	0.62	20000.0
10	125.874	83.458	29.5	67.308	0.604	0.621	20000.0
11	129.243	85.461	30.958	68.404	0.625	0.608	20000.0
12	131.315	86.158	30.677	67.926	0.622	0.615	20000.0
13	127.945	83.943	29.715	66.716	0.597	0.632	20000.0
14	131.944	86.715	30.829	68.52	0.629	0.61	20000.0
15	130.138	85.28	30.576	67.865	0.617	0.616	20000.0
16	127.603	83.952	30.485	67.715	0.609	0.619	30000.0
17	128.317	84.758	30.651	67.72	0.613	0.618	20000.0
18	131.309	86.577	30.885	68.504	0.641	0.608	30000.0
19	129.081	84.985	30.53	68.273	0.623	0.608	20000.0
20	130.786	85.94	30.561	68.331	0.631	0.608	20000.0
21	129.484	85.615	30.837	68.054	0.618	0.613	20000.0
22	128.171	84.655	30.045	66.88	0.609	0.63	30000.0
23	127.41	84.047	30.425	67.448	0.606	0.626	30000.0
24	128.687	84.729	30.149	67.725	0.614	0.617	20000.0
25	130.311	86.518	30.253	67.501	0.632	0.621	20000.0
26	128.962	84.822	30.672	67.741	0.613	0.618	20000.0
27	128.71	85.261	30.321	67.657	0.615	0.62	20000.0
28	129.122	85.346	30.426	67.886	0.618	0.616	20000.0
29	127.726	84.634	29.766	67.242	0.613	0.621	30000.0
30	130.13	85.902	30.289	67.955	0.617	0.613	20000.0
31	130.65	86.146	31.13	68.645	0.638	0.607	20000.0
32	129.825	85.388	30.577	67.966	0.62	0.614	30000.0
33	128.395	84.987	30.279	67.67	0.616	0.619	20000.0
34	129.993	85.805	31.215	67.981	0.628	0.62	30000.0
35	128.094	84.707	30.383	67.49	0.612	0.623	20000.0
36	129.666	85.217	30.431	67.544	0.617	0.62	40000.0
37	129.313	85.77	30.407	67.82	0.624	0.617	20000.0
38	129.167	85.058	30.306	67.479	0.621	0.619	20000.0
39	132.044	86.916	31.149	68.971	0.639	0.601	20000.0
40	130.354	86.02	30.902	68.384	0.628	0.609	20000.0
41	131.483	86.602	30.851	68.427	0.637	0.609	40000.0
42	131.517	86.492	31.215	68.463	0.629	0.611	20000.0
43	131.362	86.919	30.968	68.701	0.641	0.61	20000.0
44	131.348	86.486	31.012	69.15	0.625	0.6	20000.0
45	128.733	84.695	30.35	67.608	0.621	0.618	20000.0
46	130.683	86.029	30.459	67.933	0.62	0.615	20000.0
47	130.565	85.986	30.092	67.833	0.62	0.611	30000.0
48	129.351	85.743	30.432	68.217	0.626	0.607	30000.0
49	128.889	84.806	30.292	67.553	0.618	0.621	20000.0
50	128.889	85.101	30.34	67.379	0.616	0.622	30000.0
51	127.51	83.814	30.317	67.467	0.603	0.622	20000.0
52	129.457	86.114	30.73	68.547	0.637	0.605	20000.0
53	130.2	86.25	30.25	67.637	0.628	0.618	30000.0
54	130.726	86.069	30.583	68.163	0.62	0.613	20000.0
55	128.089	83.856	31.069	67.728	0.608	0.624	20000.0
56	129.707	85.704	30.736	68.106	0.625	0.616	20000.0
57	130.18	85.406	30.495	67.806	0.611	0.618	20000.0
58	131.177	86.257	30.82	67.89	0.63	0.617	20000.0
59	131.831	86.957	30.7	68.22	0.639	0.609	20000.0
60	129.187	85.876	30.144	67.916	0.625	0.613	40000.0
61	129.866	85.631	30.854	68.138	0.626	0.612	20000.0
62	128.863	85.003	30.182	67.764	0.624	0.612	20000.0
63	130.037	86.131	30.593	67.999	0.628	0.615	30000.0
64	129.747	85.317	30.273	67.72	0.613	0.617	20000.0
65	128.843	85.343	30.674	68.055	0.62	0.616	20000.0
66	128.566	85.391	29.934	67.991	0.626	0.61	20000.0
67	129.566	85.459	30.942	68.225	0.631	0.614	20000.0
68	127.608	84.145	30.338	67.264	0.613	0.625	20000.0
69	127.867	84.542	30.333	67.337	0.617	0.622	30000.0
70	128.944	85.389	30.275	67.751	0.616	0.619	20000.0
71	128.661	84.905	30.542	67.935	0.614	0.617	20000.0
72	132.447	87.093	31.232	68.513	0.637	0.614	20000.0
73	128.987	85.059	30.758	68.069	0.614	0.618	30000.0
74	130.74	86.322	31.038	68.576	0.636	0.607	30000.0
75	130.574	86.285	30.52	67.966	0.637	0.614	20000.0
76	130.956	85.966	31.127	68.511	0.63	0.609	20000.0
77	131.563	86.448	31.083	68.212	0.63	0.614	20000.0
78	128.955	84.63	30.288	67.679	0.617	0.616	20000.0
79	128.548	84.973	30.078	67.862	0.616	0.612	20000.0
80	130.648	86.531	30.388	67.777	0.622	0.618	40000.0
81	130.386	85.687	30.978	68.19	0.63	0.611	20000.0
82	131.39	87.065	31.199	68.895	0.638	0.606	20000.0
83	131.237	86.292	30.579	68.065	0.624	0.614	20000.0
84	129.599	85.608	30.951	67.999	0.631	0.617	20000.0
85	128.269	84.745	30.101	67.769	0.615	0.614	20000.0
86	128.743	84.979	30.092	67.452	0.616	0.618	20000.0
87	128.564	85.025	29.828	67.527	0.615	0.617	30000.0
88	128.812	85.113	30.503	67.999	0.619	0.614	20000.0
89	132.121	86.797	30.951	68.232	0.626	0.611	20000.0
90	129.159	85.356	30.543	67.547	0.619	0.621	20000.0
91	131.522	87.269	31.088	68.629	0.64	0.607	20000.0
92	129.594	85.281	30.482	67.918	0.612	0.619	20000.0
93	130.378	86.313	30.706	68.082	0.624	0.616	20000.0
94	127.753	84.441	29.824	66.912	0.608	0.627	30000.0
