NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	72.919	35.82	18.798	32.061	0.139	0.925	30000.0
2	72.422	35.553	18.183	31.598	0.139	0.925	20000.0
3	72.037	35.027	18.04	31.027	0.137	0.93	20000.0
4	76.361	37.208	19.325	33.377	0.147	0.917	20000.0
5	75.143	36.189	18.947	32.598	0.14	0.921	20000.0
6	72.538	35.805	18.381	32.206	0.15	0.922	60000.0
7	72.458	35.806	18.3	32.395	0.143	0.917	20000.0
8	71.789	35.187	17.572	30.596	0.139	0.931	60000.0
9	76.333	36.176	19.751	33.278	0.146	0.919	30000.0
10	73.903	36.424	18.603	32.452	0.144	0.924	20000.0
11	72.025	35.566	17.646	31.068	0.141	0.928	40000.0
12	74.647	36.386	19.786	33.417	0.143	0.921	40000.0
13	71.31	35.344	16.952	30.214	0.142	0.929	30000.0
14	70.854	35.238	17.583	30.627	0.144	0.929	30000.0
15	74.89	36.625	18.44	32.366	0.146	0.921	30000.0
16	69.301	34.363	17.321	30.148	0.138	0.93	30000.0
17	73.472	36.561	18.338	32.348	0.148	0.921	20000.0
18	71.235	35.073	17.857	31.432	0.141	0.925	20000.0
19	74.53	36.908	18.883	33.017	0.149	0.921	20000.0
20	76.284	36.559	18.875	32.355	0.152	0.925	30000.0
21	68.333	33.879	16.649	29.844	0.13	0.931	30000.0
22	71.673	35.296	18.005	31.173	0.135	0.928	20000.0
23	72.128	35.625	18.002	31.265	0.143	0.928	30000.0
24	74.029	36.346	19.38	32.89	0.143	0.921	30000.0
25	69.625	34.222	17.146	30.365	0.139	0.929	20000.0
26	72.93	35.846	18.768	32.151	0.148	0.923	50000.0
27	72.189	35.551	18.09	31.969	0.145	0.919	30000.0
28	73.319	35.878	17.801	31.339	0.144	0.927	20000.0
29	72.422	35.168	18.435	31.41	0.142	0.927	20000.0
30	72.211	35.426	18.169	31.861	0.14	0.924	20000.0
31	70.793	34.948	17.812	30.544	0.136	0.93	20000.0
32	70.21	34.686	17.442	31.048	0.141	0.926	30000.0
33	71.081	34.746	17.342	30.435	0.142	0.93	30000.0
34	72.11	35.432	17.408	30.271	0.144	0.933	20000.0
35	72.423	35.966	18.066	31.449	0.148	0.923	50000.0
36	74.293	36.444	18.722	32.426	0.147	0.922	20000.0
37	72.539	35.252	18.461	32.478	0.144	0.92	20000.0
38	74.826	36.997	18.467	32.015	0.144	0.923	40000.0
39	70.49	34.736	17.551	30.829	0.132	0.928	20000.0
40	72.184	35.718	17.735	31.444	0.14	0.923	20000.0
41	73.487	35.98	18.297	31.871	0.144	0.927	30000.0
42	74.575	35.944	18.802	32.364	0.154	0.92	30000.0
43	74.603	36.571	19.185	32.82	0.14	0.924	30000.0
44	74.393	36.456	18.676	32.572	0.15	0.919	20000.0
45	70.994	34.997	17.986	31.356	0.146	0.927	20000.0
46	70.095	34.695	17.394	30.345	0.138	0.932	30000.0
47	71.94	35.107	18.587	31.513	0.142	0.928	30000.0
48	70.158	34.712	17.939	31.262	0.132	0.926	50000.0
49	72.58	35.514	18.609	31.941	0.137	0.927	50000.0
50	71.53	35.199	17.868	30.964	0.134	0.928	30000.0
51	72.071	34.878	17.701	30.41	0.139	0.932	40000.0
52	69.995	34.464	17.7	30.916	0.135	0.93	20000.0
53	71.139	35.538	17.462	31.258	0.141	0.926	20000.0
54	70.562	34.897	17.488	30.624	0.134	0.929	40000.0
55	69.542	34.066	17.97	31.196	0.132	0.927	40000.0
56	74.237	36.154	18.535	32.048	0.143	0.929	30000.0
57	73.764	36.188	18.935	32.683	0.146	0.921	30000.0
58	72.494	35.694	18.315	31.834	0.143	0.927	20000.0
59	72.432	35.444	18.172	31.729	0.143	0.926	30000.0
60	72.303	35.416	18.872	32.126	0.138	0.93	30000.0
61	72.082	35.567	18.966	32.987	0.14	0.921	20000.0
62	74.919	36.806	19.402	33.331	0.145	0.916	30000.0
63	69.587	34.181	17.294	29.937	0.133	0.935	30000.0
64	72.414	35.613	18.418	31.753	0.143	0.924	40000.0
65	72.523	35.924	17.658	31.126	0.146	0.923	30000.0
66	71.374	35.251	17.828	31.652	0.139	0.924	20000.0
67	76.761	37.076	19.014	32.367	0.161	0.926	20000.0
68	71.377	34.78	18.359	31.182	0.133	0.93	30000.0
69	71.862	35.338	18.26	31.582	0.141	0.927	20000.0
70	73.729	36.193	19.186	32.69	0.14	0.922	40000.0
71	71.619	35.546	18.348	32.09	0.148	0.916	30000.0
72	76.642	37.472	19.509	33.274	0.151	0.92	30000.0
73	74.14	36.596	18.602	32.703	0.149	0.92	30000.0
74	77.505	37.499	19.297	33.436	0.155	0.913	20000.0
75	71.295	35.128	17.815	31.325	0.136	0.929	30000.0
76	73.707	36.441	17.992	31.907	0.15	0.925	30000.0
77	70.198	34.484	17.168	30.076	0.137	0.931	30000.0
78	70.094	34.236	17.737	30.653	0.135	0.932	30000.0
79	71.044	35.062	18.344	31.529	0.14	0.925	30000.0
80	74.622	36.683	18.919	32.776	0.145	0.921	40000.0
81	68.978	34.013	16.898	29.753	0.137	0.935	40000.0
82	70.847	34.875	17.473	30.923	0.143	0.928	30000.0
83	73.87	36.477	19.55	33.692	0.152	0.916	20000.0
84	76.659	37.077	19.706	34.009	0.154	0.915	30000.0
85	72.526	35.731	17.723	30.582	0.145	0.932	30000.0
86	73.691	36.6	18.984	32.758	0.147	0.917	20000.0
87	71.083	34.515	18.522	31.925	0.136	0.926	20000.0
88	72.149	35.243	18.798	32.606	0.138	0.922	40000.0
89	74.621	36.631	18.308	32.23	0.143	0.923	30000.0
90	70.209	35.154	18.234	32.266	0.141	0.919	20000.0
91	72.307	35.858	17.669	31.765	0.151	0.922	20000.0
92	71.038	35.089	17.985	31.063	0.147	0.928	20000.0
93	76.035	37.133	19.507	33.053	0.148	0.922	30000.0
94	76.905	37.215	19.471	33.443	0.15	0.915	20000.0
95	75.187	36.611	18.611	31.889	0.147	0.926	20000.0
96	72.465	35.527	17.977	31.335	0.139	0.928	30000.0
97	69.944	34.562	17.625	30.933	0.136	0.928	40000.0
98	70.991	34.978	17.51	30.701	0.142	0.929	20000.0
99	75.681	36.871	18.414	32.512	0.152	0.919	20000.0
100	70.496	34.914	18.402	31.846	0.135	0.924	30000.0
