NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	54.34	27.407	13.563	24.757	0.089	0.952	50000.0
2	54.302	26.436	14.125	24.018	0.085	0.958	40000.0
3	54.59	27.044	13.871	24.567	0.093	0.952	30000.0
4	50.788	25.162	12.509	22.276	0.082	0.962	20000.0
5	50.562	24.7	12.285	21.474	0.083	0.967	50000.0
6	55.041	26.957	13.823	24.153	0.086	0.956	40000.0
7	52.972	25.612	13.045	22.476	0.084	0.961	50000.0
8	52.608	25.909	13.028	22.46	0.087	0.963	30000.0
9	52.16	25.643	13.227	22.981	0.082	0.961	20000.0
10	53.424	26.212	13.512	23.222	0.085	0.958	20000.0
11	50.23	24.723	12.528	22.162	0.077	0.963	40000.0
12	52.3	25.76	13.256	23.365	0.083	0.958	30000.0
13	55.366	27.031	14.211	24.611	0.084	0.954	30000.0
14	54.414	26.567	13.566	23.577	0.086	0.959	20000.0
15	49.491	24.113	11.772	20.697	0.075	0.967	30000.0
16	56.924	27.916	14.791	25.361	0.089	0.95	40000.0
17	51.924	25.571	13.09	23.062	0.081	0.96	30000.0
18	53.365	26.12	13.644	23.52	0.082	0.958	20000.0
19	50.105	24.591	12.943	22.736	0.077	0.96	30000.0
20	56.421	27.727	14.652	25.849	0.086	0.951	50000.0
21	54.2	26.46	13.829	23.95	0.083	0.958	40000.0
22	54.442	26.917	14.333	24.733	0.085	0.954	60000.0
23	54.958	26.647	13.971	24.462	0.085	0.956	30000.0
24	55.422	27.204	14.002	24.629	0.09	0.954	30000.0
25	52.007	25.793	12.974	23.184	0.085	0.957	20000.0
26	53.657	26.721	13.592	24.201	0.093	0.954	30000.0
27	52.599	25.544	13.034	22.852	0.081	0.96	60000.0
28	52.205	25.557	13.284	23.182	0.081	0.96	30000.0
29	53.518	25.872	13.782	23.334	0.08	0.961	40000.0
30	52.63	25.086	13.498	22.714	0.077	0.964	30000.0
31	58.741	29.185	14.68	26.051	0.097	0.947	30000.0
32	57.836	28.348	14.187	24.813	0.095	0.955	20000.0
33	52.483	26.092	13.171	23.05	0.085	0.959	40000.0
34	52.529	25.322	13.392	22.923	0.076	0.963	40000.0
35	56.114	27.64	14.399	25.124	0.09	0.953	40000.0
36	54.056	26.719	13.498	23.848	0.09	0.957	30000.0
37	54.074	26.447	13.863	23.912	0.085	0.957	40000.0
38	50.76	25.109	13.058	22.825	0.08	0.96	20000.0
39	50.862	25.245	12.502	22.434	0.084	0.962	40000.0
40	57.298	27.882	14.741	25.415	0.093	0.951	50000.0
41	55.103	27.108	14.001	24.707	0.09	0.954	40000.0
42	53.804	26.024	13.971	23.696	0.084	0.96	30000.0
43	51.231	24.923	12.868	22.676	0.08	0.962	20000.0
44	56.534	28.069	14.041	24.654	0.092	0.954	50000.0
45	51.498	25.047	12.963	22.347	0.077	0.964	20000.0
46	54.909	26.913	14.138	24.271	0.089	0.956	60000.0
47	53.285	26.329	13.918	24.003	0.085	0.957	20000.0
48	53.443	25.691	13.512	23.207	0.079	0.961	20000.0
49	56.24	28.056	14.381	25.481	0.096	0.951	40000.0
50	54.748	26.756	14.192	24.066	0.086	0.958	30000.0
51	54.474	27.026	13.495	24.297	0.092	0.955	40000.0
52	54.361	26.856	13.792	24.256	0.089	0.956	30000.0
53	52.031	25.615	13.196	23.06	0.086	0.96	30000.0
54	53.248	26.246	13.361	23.269	0.089	0.958	30000.0
55	53.668	26.304	13.442	23.742	0.083	0.957	20000.0
56	55.94	27.442	14.371	25.304	0.088	0.952	50000.0
57	52.489	25.662	13.529	23.255	0.083	0.961	30000.0
58	54.669	26.468	13.92	23.713	0.084	0.96	40000.0
59	53.166	25.935	13.401	23.247	0.083	0.96	60000.0
60	56.344	27.846	14.427	25.275	0.095	0.95	40000.0
61	51.616	25.763	13.649	24.113	0.085	0.952	20000.0
62	53.945	26.271	13.329	23.477	0.082	0.956	30000.0
63	55.406	27.004	14.238	24.823	0.09	0.954	50000.0
64	54.432	26.544	13.514	23.361	0.088	0.957	30000.0
65	52.778	25.722	13.268	22.786	0.081	0.964	20000.0
66	53.425	26.025	13.508	23.404	0.085	0.959	40000.0
67	54.698	27.284	13.426	23.847	0.096	0.957	20000.0
68	52.109	25.798	13.193	23.303	0.082	0.957	30000.0
69	50.598	24.797	12.462	21.62	0.075	0.966	30000.0
70	55.633	27.06	14.491	24.798	0.085	0.955	30000.0
71	53.671	26.11	13.51	23.733	0.082	0.958	20000.0
72	52.546	25.526	12.943	22.285	0.085	0.961	50000.0
73	51.955	25.55	12.935	22.53	0.085	0.96	30000.0
74	52.421	26.034	13.592	24.237	0.079	0.956	20000.0
75	54.655	26.686	14.051	24.622	0.085	0.955	40000.0
76	50.138	24.55	12.446	21.65	0.077	0.965	30000.0
77	53.109	25.885	12.941	22.863	0.086	0.961	50000.0
78	52.251	25.539	13.058	22.92	0.081	0.96	50000.0
79	55.04	26.655	14.25	24.699	0.082	0.954	20000.0
80	51.214	25.308	12.757	22.467	0.08	0.961	40000.0
81	51.776	25.144	13.181	22.896	0.08	0.961	20000.0
82	53.817	26.593	14.049	24.678	0.086	0.953	20000.0
83	52.932	25.724	13.283	22.883	0.081	0.962	40000.0
84	51.56	25.29	13.045	22.927	0.085	0.959	30000.0
85	50.853	24.88	13.204	23.107	0.079	0.96	20000.0
86	52.333	26.063	12.874	23.026	0.087	0.957	20000.0
87	55.385	26.988	13.659	24.047	0.093	0.957	20000.0
88	51.668	25.414	13.235	23.308	0.083	0.961	20000.0
89	53.543	26.582	13.624	24.462	0.085	0.954	30000.0
