NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	57.897	37.071	13.977	30.681	0.166	0.933	40000.0
2	61.944	39.198	15.942	34.183	0.176	0.917	20000.0
3	61.472	38.323	15.487	33.374	0.169	0.917	40000.0
4	60.811	38.808	15.115	32.988	0.176	0.921	30000.0
5	59.179	39.173	14.866	32.996	0.18	0.919	20000.0
6	58.648	37.707	14.062	31.321	0.171	0.928	30000.0
7	60.024	37.827	14.89	32.672	0.169	0.918	40000.0
8	59.693	37.55	14.951	31.989	0.165	0.926	40000.0
9	59.207	37.35	14.457	31.264	0.174	0.927	20000.0
10	56.815	36.808	14.106	31.764	0.167	0.928	50000.0
11	58.917	37.164	14.326	30.923	0.164	0.929	40000.0
12	60.114	38.35	14.615	31.81	0.176	0.925	20000.0
13	61.721	38.851	15.516	33.281	0.173	0.92	30000.0
14	57.377	36.303	14.368	31.129	0.16	0.928	30000.0
15	61.522	39.438	15.128	32.752	0.177	0.923	40000.0
16	60.436	38.869	15.262	33.565	0.172	0.92	30000.0
17	58.502	37.415	14.364	31.264	0.171	0.93	30000.0
18	59.008	37.797	14.669	32.228	0.171	0.925	60000.0
19	56.997	36.521	13.863	30.765	0.162	0.932	40000.0
20	57.78	37.531	14.55	31.782	0.166	0.928	40000.0
21	59.122	37.339	14.492	31.304	0.168	0.931	30000.0
22	58.728	37.384	14.414	31.817	0.163	0.927	30000.0
23	57.74	36.987	14.704	31.9	0.165	0.927	30000.0
24	59.079	38.48	14.961	33.15	0.171	0.918	30000.0
25	58.808	36.858	14.263	30.48	0.156	0.934	30000.0
26	58.226	37.702	14.355	31.205	0.173	0.929	40000.0
27	61.672	38.733	15.338	32.918	0.172	0.922	20000.0
28	58.459	37.901	14.379	31.349	0.173	0.93	30000.0
29	60.545	39.311	15.097	33.052	0.183	0.92	50000.0
30	58.777	37.972	14.605	32.231	0.174	0.925	20000.0
31	59.064	37.543	14.728	31.881	0.174	0.927	30000.0
32	60.529	38.787	14.908	32.067	0.178	0.923	20000.0
33	61.429	39.271	14.965	33.141	0.182	0.921	30000.0
34	57.179	36.355	13.855	29.818	0.161	0.939	30000.0
35	61.504	39.174	15.369	33.073	0.182	0.923	20000.0
36	59.577	37.897	14.353	31.566	0.167	0.926	30000.0
37	59.121	37.995	14.591	31.817	0.178	0.927	30000.0
38	59.048	37.506	14.766	31.56	0.167	0.93	30000.0
39	61.602	39.027	15.004	32.703	0.178	0.922	80000.0
40	62.394	39.343	15.384	33.17	0.174	0.919	20000.0
41	59.168	37.668	14.627	32.217	0.165	0.922	20000.0
42	57.856	37.946	14.388	32.172	0.166	0.925	20000.0
43	61.036	38.771	14.758	31.861	0.17	0.929	30000.0
44	58.712	37.241	14.213	30.877	0.17	0.93	30000.0
45	61.479	38.625	15.024	32.899	0.172	0.922	20000.0
46	59.664	37.603	14.89	31.706	0.17	0.93	30000.0
47	58.809	37.523	14.407	31.365	0.167	0.929	30000.0
48	59.152	37.561	14.461	31.712	0.167	0.928	50000.0
49	58.524	37.67	14.33	31.191	0.174	0.931	50000.0
50	60.098	38.054	14.579	31.536	0.167	0.929	80000.0
51	58.699	37.268	14.58	31.465	0.171	0.927	70000.0
52	59.121	38.535	14.954	33.161	0.174	0.92	30000.0
53	60.372	37.925	14.778	31.939	0.165	0.93	40000.0
54	59.04	38.018	15.195	32.982	0.172	0.922	30000.0
55	58.694	37.737	14.759	32.695	0.169	0.923	20000.0
56	60.902	39.012	15.331	33.75	0.181	0.915	30000.0
57	59.351	37.093	14.436	31.373	0.167	0.928	40000.0
58	59.732	37.661	14.741	31.928	0.166	0.926	60000.0
59	60.372	38.176	15.023	32.793	0.167	0.921	30000.0
60	56.672	36.732	14.356	31.598	0.171	0.927	40000.0
61	59.361	37.157	14.454	31.205	0.159	0.932	30000.0
62	57.139	37.224	13.579	30.421	0.175	0.929	30000.0
63	58.356	36.772	14.476	30.837	0.162	0.936	40000.0
64	59.864	38.757	14.864	32.6	0.175	0.924	50000.0
65	60.966	37.983	15.161	32.46	0.171	0.923	30000.0
66	63.409	40.194	15.537	33.825	0.182	0.919	20000.0
67	60.299	38.626	14.622	32.02	0.181	0.927	40000.0
68	58.784	38.172	14.883	32.499	0.175	0.925	40000.0
69	60.943	38.113	15.008	31.815	0.166	0.926	50000.0
70	59.242	37.926	14.542	32.058	0.173	0.924	30000.0
71	58.705	37.475	14.531	31.872	0.167	0.926	30000.0
72	60.092	38.124	14.813	32.11	0.177	0.925	30000.0
73	59.44	37.778	14.593	32.412	0.174	0.924	30000.0
74	59.929	38.685	14.873	32.801	0.175	0.922	30000.0
75	56.451	36.24	13.687	30.337	0.164	0.931	70000.0
76	59.921	37.476	14.623	31.557	0.167	0.929	20000.0
77	59.192	37.478	14.547	31.893	0.17	0.926	50000.0
78	57.129	36.417	14.107	30.571	0.162	0.933	40000.0
79	60.349	39.18	15.168	33.43	0.178	0.916	50000.0
80	58.674	36.973	14.248	30.643	0.16	0.935	30000.0
81	60.194	38.764	14.864	32.596	0.179	0.923	30000.0
82	61.123	39.18	14.965	33.29	0.178	0.92	30000.0
83	62.16	40.26	16.169	35.021	0.184	0.912	30000.0
84	62.11	39.244	15.335	33.296	0.177	0.922	30000.0
85	59.905	38.077	15.007	32.922	0.165	0.92	40000.0
86	59.774	37.862	14.755	32.293	0.175	0.928	20000.0
87	60.179	37.987	14.632	31.8	0.169	0.926	30000.0
88	58.633	37.58	14.448	31.618	0.176	0.927	30000.0
89	58.553	37.442	14.555	31.598	0.165	0.928	30000.0
90	62.547	38.888	15.469	32.548	0.171	0.926	30000.0
91	61.273	40.123	14.837	33.094	0.189	0.921	40000.0
92	60.342	38.151	14.773	31.959	0.172	0.925	50000.0
93	61.201	39.44	15.371	33.631	0.184	0.918	60000.0
94	58.516	37.431	14.315	31.497	0.165	0.928	40000.0
95	56.843	36.616	13.922	31.249	0.169	0.928	40000.0
96	60.868	37.809	14.944	31.855	0.17	0.927	50000.0
97	59.443	37.797	14.432	31.802	0.169	0.926	50000.0
98	58.181	36.464	14.273	31.431	0.16	0.928	40000.0
99	59.04	37.228	14.357	31.334	0.171	0.93	30000.0
100	56.522	36.327	14.279	31.388	0.16	0.927	30000.0
