NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	133.835	61.104	32.048	52.169	0.377	0.772	20000.0
2	133.608	61.428	32.452	52.166	0.383	0.773	20000.0
3	137.731	62.872	32.935	53.202	0.387	0.765	20000.0
4	135.627	62.138	32.074	51.775	0.382	0.773	20000.0
5	133.022	61.006	32.087	51.783	0.375	0.776	20000.0
6	132.492	60.516	32.511	51.847	0.364	0.78	30000.0
7	135.472	61.641	33.387	52.712	0.388	0.77	20000.0
8	135.685	62.357	33.609	53.461	0.383	0.769	20000.0
9	138.214	63.654	33.762	53.917	0.392	0.76	30000.0
10	138.784	63.364	33.584	53.446	0.398	0.765	40000.0
11	132.472	61.113	32.812	53.289	0.374	0.763	20000.0
12	135.997	62.362	32.982	53.203	0.382	0.762	30000.0
13	135.144	62.027	32.973	52.474	0.386	0.773	20000.0
14	137.551	62.937	33.982	53.792	0.391	0.761	20000.0
15	131.78	60.414	31.698	51.599	0.365	0.778	20000.0
16	137.563	62.998	33.617	53.324	0.394	0.766	20000.0
17	136.845	62.786	32.883	53.34	0.391	0.768	30000.0
18	136.352	62.645	34.596	54.006	0.39	0.758	20000.0
19	133.928	61.079	33.012	52.763	0.374	0.771	20000.0
20	134.78	62.083	32.625	52.967	0.383	0.763	20000.0
21	136.389	61.89	33.389	52.594	0.374	0.774	20000.0
22	135.098	61.832	33.406	52.732	0.392	0.769	20000.0
23	137.164	62.914	32.953	53.243	0.385	0.764	40000.0
24	138.904	63.739	33.668	54.429	0.383	0.759	20000.0
25	133.552	61.044	31.779	51.187	0.373	0.78	30000.0
26	132.749	61.256	32.416	52.908	0.376	0.77	20000.0
27	137.555	62.927	32.75	53.396	0.388	0.76	20000.0
28	133.591	61.332	32.357	52.605	0.378	0.773	30000.0
29	136.814	63.047	33.367	52.897	0.391	0.768	20000.0
30	132.707	61.09	32.455	52.714	0.377	0.767	20000.0
31	134.895	61.852	32.462	52.677	0.388	0.767	20000.0
32	133.966	61.681	32.873	52.745	0.386	0.769	20000.0
33	137.847	62.908	33.503	53.315	0.39	0.763	20000.0
34	132.034	60.211	31.631	50.756	0.364	0.788	20000.0
35	136.156	62.422	33.179	53.182	0.387	0.768	30000.0
36	136.63	63.009	32.826	53.479	0.39	0.76	20000.0
37	136.654	62.466	33.263	53.141	0.384	0.766	20000.0
38	137.702	63.311	33.02	53.327	0.381	0.765	20000.0
39	134.006	61.422	31.62	51.179	0.377	0.778	30000.0
40	133.276	61.492	32.302	52.575	0.381	0.768	30000.0
41	139.45	64.129	33.514	54.293	0.403	0.754	20000.0
42	135.967	62.335	33.577	52.837	0.387	0.769	20000.0
43	135.046	61.544	32.554	52.884	0.383	0.764	20000.0
44	133.42	61.024	32.769	52.208	0.373	0.773	40000.0
45	134.801	61.763	32.77	52.394	0.38	0.768	20000.0
46	135.625	62.272	33.598	53.787	0.384	0.762	30000.0
47	135.846	61.807	33.673	52.915	0.378	0.767	20000.0
48	135.472	62.063	32.608	51.79	0.386	0.775	20000.0
49	135.265	62.395	33.268	53.85	0.381	0.766	20000.0
50	136.215	61.96	33.765	52.288	0.382	0.777	20000.0
51	132.941	60.915	32.039	51.763	0.374	0.775	20000.0
52	137.857	63.495	33.683	54.275	0.392	0.755	20000.0
53	133.542	61.151	32.301	52.163	0.38	0.774	20000.0
54	133.274	61.189	32.355	52.159	0.382	0.772	20000.0
55	137.215	62.398	32.465	52.289	0.382	0.772	40000.0
56	132.07	60.91	31.965	51.998	0.372	0.776	20000.0
57	137.553	63.304	33.422	53.45	0.396	0.762	20000.0
58	135.395	62.297	33.608	53.258	0.388	0.768	20000.0
59	135.323	62.223	32.823	52.722	0.392	0.769	30000.0
60	135.469	62.109	33.042	52.547	0.376	0.773	30000.0
61	136.357	62.188	33.112	53.031	0.393	0.764	20000.0
62	132.043	60.646	32.112	52.661	0.368	0.769	30000.0
63	133.302	60.858	32.164	51.915	0.372	0.772	30000.0
64	139.136	63.506	33.773	53.681	0.384	0.766	20000.0
65	136.958	62.903	32.816	52.885	0.378	0.772	20000.0
66	134.168	61.522	32.683	52.069	0.387	0.775	20000.0
67	136.72	62.594	32.775	53.053	0.383	0.768	20000.0
68	133.598	61.338	32.735	52.553	0.373	0.773	20000.0
69	136.403	62.794	33.747	53.556	0.385	0.759	40000.0
70	138.709	63.515	34.474	54.643	0.398	0.749	20000.0
71	134.027	61.414	32.332	51.831	0.378	0.776	20000.0
72	135.663	61.919	33.125	52.406	0.375	0.774	20000.0
73	138.748	63.356	33.091	52.816	0.392	0.765	30000.0
74	135.874	62.135	32.765	52.783	0.376	0.767	20000.0
75	132.774	61.033	31.991	52.129	0.374	0.777	20000.0
76	131.425	60.461	31.875	51.256	0.364	0.785	40000.0
77	135.583	62.199	32.704	53.177	0.385	0.765	30000.0
78	132.75	60.618	31.909	51.033	0.382	0.78	30000.0
79	136.244	62.273	32.996	52.903	0.391	0.771	20000.0
80	130.245	59.919	32.005	51.617	0.361	0.781	20000.0
81	131.686	60.42	31.733	51.959	0.371	0.774	20000.0
82	136.625	62.502	33.278	53.303	0.383	0.768	20000.0
83	133.937	61.199	33.196	52.847	0.378	0.769	20000.0
84	133.645	61.02	31.873	50.905	0.369	0.785	40000.0
85	134.221	61.358	33.041	52.678	0.381	0.768	20000.0
86	133.004	60.455	31.944	51.469	0.372	0.778	20000.0
87	137.682	63.352	33.32	54.526	0.395	0.751	20000.0
88	133.921	61.175	32.321	52.128	0.38	0.77	20000.0
89	137.846	62.774	33.425	53.958	0.389	0.752	40000.0
90	135.736	62.483	32.781	52.654	0.377	0.769	30000.0
91	137.592	63.153	33.039	52.817	0.378	0.77	20000.0
92	139.563	64.086	34.75	54.928	0.388	0.753	20000.0
93	131.076	60.298	31.571	51.473	0.362	0.782	20000.0
94	132.164	60.786	31.597	51.802	0.378	0.777	30000.0
95	134.347	61.773	32.442	52.856	0.379	0.768	20000.0
96	133.461	61.036	32.779	52.629	0.377	0.77	30000.0
97	133.465	61.364	32.695	52.031	0.381	0.775	30000.0
98	137.069	62.875	32.966	53.149	0.393	0.762	40000.0
99	133.044	60.814	31.594	51.613	0.375	0.776	20000.0
100	136.298	62.592	33.155	52.704	0.391	0.768	30000.0
