NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
56	48.807	24.087	12.05	21.366	0.073	0.965	30000.0
57	51.864	25.317	13.488	23.277	0.075	0.959	20000.0
58	49.423	24.146	12.674	21.804	0.074	0.966	20000.0
59	48.196	23.593	12.119	21.658	0.072	0.964	40000.0
60	48.459	23.278	12.521	21.38	0.068	0.965	20000.0
61	51.018	24.707	13.253	23.09	0.073	0.96	20000.0
62	51.125	25.238	13.216	22.949	0.079	0.96	40000.0
63	44.277	22.095	10.814	19.234	0.071	0.972	40000.0
64	52.051	25.034	13.584	22.968	0.078	0.962	30000.0
65	50.465	24.892	12.898	22.686	0.075	0.958	40000.0
66	45.535	22.129	11.369	20.25	0.067	0.97	30000.0
67	49.626	24.743	12.028	21.153	0.081	0.967	20000.0
68	48.814	24.021	12.896	22.188	0.072	0.963	40000.0
69	49.398	24.143	13.057	22.663	0.072	0.962	20000.0
70	49.586	24.462	12.217	21.424	0.073	0.964	20000.0
71	52.593	25.921	13.667	23.662	0.084	0.957	50000.0
72	51.863	25.84	13.407	23.24	0.084	0.96	40000.0
73	51.004	25.213	12.212	21.621	0.082	0.964	20000.0
74	50.672	25.061	12.715	22.47	0.08	0.961	30000.0
75	49.576	24.416	12.594	22.236	0.072	0.964	30000.0
76	50.414	24.718	12.425	21.974	0.075	0.963	20000.0
77	50.215	24.419	12.76	22.292	0.073	0.962	20000.0
78	47.904	23.62	12.251	21.571	0.072	0.965	60000.0
79	46.449	22.541	11.727	20.134	0.07	0.969	20000.0
80	49.95	24.95	12.407	21.849	0.078	0.963	50000.0
81	49.148	24.321	12.34	21.863	0.075	0.964	40000.0
82	50.22	24.702	12.225	21.754	0.081	0.963	30000.0
83	50.553	24.732	13.385	23.217	0.077	0.959	40000.0
84	46.395	22.892	11.714	20.719	0.068	0.968	40000.0
85	51.071	25.246	13.047	22.806	0.084	0.96	40000.0
86	51.819	25.245	13.165	22.341	0.083	0.961	30000.0
87	46.937	22.669	12.001	21.01	0.067	0.965	30000.0
88	53.332	25.789	14.256	24.527	0.078	0.956	30000.0
89	50.442	25.0	12.625	22.721	0.076	0.961	30000.0
90	46.482	22.489	11.468	19.732	0.066	0.971	30000.0
91	48.982	23.702	11.737	20.912	0.073	0.967	30000.0
92	48.582	24.048	12.15	21.184	0.081	0.966	20000.0
93	48.654	23.957	12.26	21.287	0.076	0.966	60000.0
94	53.161	25.942	13.367	23.018	0.08	0.96	60000.0
95	50.669	24.76	13.089	22.879	0.079	0.963	30000.0
96	52.315	25.585	13.326	23.466	0.075	0.959	30000.0
97	48.672	24.107	12.144	21.468	0.076	0.965	40000.0
98	49.346	24.415	12.633	22.333	0.076	0.964	40000.0
99	50.545	24.523	12.907	22.746	0.076	0.96	80000.0
100	50.088	24.425	13.282	22.819	0.068	0.962	40000.0
