Sample Names	MutationType	CN2	CN7	CN8	CN9	CN10	CN18	CN19	CN20	CN24
PD53330a	9+:LOH:10Mb-40Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	9+:LOH:>40Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	2:het:0-100kb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	2:het:100kb-1Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	2:het:1Mb-10Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	2:het:10Mb-40Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	2:het:>40Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	3-4:het:0-100kb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	3-4:het:100kb-1Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	3-4:het:1Mb-10Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	3-4:het:10Mb-40Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	3-4:het:>40Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	5-8:het:0-100kb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	5-8:het:100kb-1Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	5-8:het:1Mb-10Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	5-8:het:10Mb-40Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	5-8:het:>40Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	9+:het:0-100kb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	9+:het:100kb-1Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	9+:het:1Mb-10Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	9+:het:10Mb-40Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53330a	9+:het:>40Mb	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PD53332a	0:homdel:0-100kb	0.0	0.0	0.0	0.9832415896279549	0.0	0.0	0.0	0.002306202566251804	0.014452207805793309
PD53332a	0:homdel:100kb-1Mb	0.0	0.0	0.0	0.9845266072615508	0.0	0.0	0.0	0.00393715535348822	0.01153623738496093
PD53332a	0:homdel:>1Mb	0.0	0.0	0.0	0.9739061402846457	0.0	0.0	0.0	0.005963108883201822	0.02013075083215233
PD53332a	1:LOH:0-100kb	0.0	0.0	0.0	0.9767888009083728	0.0	0.0	0.0	0.0124124823152126	0.010798716776414552
PD53332a	1:LOH:100kb-1Mb	0.0	0.0	0.0	0.9858750379781389	0.0	0.0	0.0	0.0029056292990278757	0.01121933272283309
PD53332a	1:LOH:1Mb-10Mb	0.0	0.0	0.0	0.9736384664810745	0.0	0.0	0.0	0.017878127703741864	0.008483405815183536
PD53332a	1:LOH:10Mb-40Mb	0.0	0.0	0.0	0.9721490342157245	0.0	0.0	0.0	0.01703043735981832	0.01082052842445723
PD53332a	1:LOH:>40Mb	0.0	0.0	0.0	0.9733211983085206	0.0	0.0	0.0	0.00020390449888599898	0.026474897192593404
PD53332a	2:LOH:0-100kb	0.0	0.0	0.0	0.7546055814373407	0.0	0.0	0.0	0.05256636384508827	0.19282805471757117
PD53332a	2:LOH:100kb-1Mb	0.0	0.0	0.0	0.13516563534042497	0.0	0.0	0.0	0.0061922614784724345	0.8586421031811027
PD53332a	2:LOH:1Mb-10Mb	0.0	0.0	0.0	0.1383476606033128	0.0	0.0	0.0	0.08105298854344338	0.7805993508532438
PD53332a	2:LOH:10Mb-40Mb	0.0	0.0	0.0	0.37021539855844837	0.0	0.0	0.0	0.3404194866525093	0.2893651147890422
PD53332a	2:LOH:>40Mb	0.0	0.0	0.0	0.5617447625312337	0.0	0.0	0.0	0.054835626942038744	0.38341961052672763
PD53332a	3-4:LOH:0-100kb	0.0	0.0	0.0	0.5623702294925601	0.0	0.0	0.0	0.3696452779306336	0.06798449257680639
PD53332a	3-4:LOH:100kb-1Mb	0.0	0.0	0.0	0.16937101408091304	0.0	0.0	0.0	0.6106507445245083	0.21997824139457867
PD53332a	3-4:LOH:1Mb-10Mb	0.0	0.0	0.0	0.22986694104709773	0.0	0.0	0.0	0.645723832146656	0.12440922680624637
PD53332a	3-4:LOH:10Mb-40Mb	0.0	0.0	0.0	0.516848319202511	0.0	0.0	0.0	0.3925489471114656	0.0906027336860233
PD53332a	3-4:LOH:>40Mb	0.0	0.0	0.0	0.6599284182983872	0.0	0.0	0.0	0.2449870909261074	0.09508449077550543
PD53332a	5-8:LOH:0-100kb	0.0	0.0	0.0	0.4262979677359151	0.0	0.0	0.0	0.4901056742088307	0.08359635805525409
PD53332a	5-8:LOH:100kb-1Mb	0.0	0.0	0.0	0.3875911188542982	0.0	0.0	0.0	0.5258177020319083	0.08659117911379362
PD53332a	5-8:LOH:1Mb-10Mb	0.0	0.0	0.0	0.19492579254671671	0.0	0.0	0.0	0.7278227351632557	0.07725147229002764
PD53332a	5-8:LOH:10Mb-40Mb	0.0	0.0	0.0	0.6791360040373272	0.0	0.0	0.0	0.2540116912554158	0.06685230470725698
PD53332a	5-8:LOH:>40Mb	0.0	0.0	0.0	0.8179492282951288	0.0	0.0	0.0	0.12188282193711444	0.060167949767756634
PD53332a	9+:LOH:0-100kb	0.0	0.0	0.0	0.769208798055937	0.0	0.0	0.0	0.0692622665732937	0.1615289353707692
PD53332a	9+:LOH:100kb-1Mb	0.0	0.0	0.0	0.7014411722211866	0.0	0.0	0.0	0.22928425141145828	0.06927457636735516
PD53332a	9+:LOH:1Mb-10Mb	0.0	0.0	0.0	0.6910239990751937	0.0	0.0	0.0	0.2615258382111723	0.04745016271363397
PD53332a	9+:LOH:10Mb-40Mb	0.0	0.0	0.0	0.16042592559612756	0.0	0.0	0.0	0.8105107071712525	0.029063367232620003
PD53332a	9+:LOH:>40Mb	0.0	0.0	0.0	0.43530437204068356	0.0	0.0	0.0	0.4817020868244888	0.08299354113482763
PD53332a	2:het:0-100kb	0.0	0.0	0.0	0.8918879088489496	0.0	0.0	0.0	0.0793537287962747	0.028758362354775524
PD53332a	2:het:100kb-1Mb	0.0	0.0	0.0	0.8672106488850345	0.0	0.0	0.0	0.032970047636498676	0.09981930347846689
PD53332a	2:het:1Mb-10Mb	0.0	0.0	0.0	0.7118504990208784	0.0	0.0	0.0	0.005837024129403527	0.28231247684971816
PD53332a	2:het:10Mb-40Mb	0.0	0.0	0.0	0.6877897159302387	0.0	0.0	0.0	0.003489665258167252	0.30872061881159396
PD53332a	2:het:>40Mb	0.0	0.0	0.0	0.5332826280363236	0.0	0.0	0.0	0.0003022066614115645	0.4664151653022649
PD53332a	3-4:het:0-100kb	0.0	0.0	0.0	0.9265200004413038	0.0	0.0	0.0	0.050830981549300866	0.022649018009395384
PD53332a	3-4:het:100kb-1Mb	0.0	0.0	0.0	0.6082543808943681	0.0	0.0	0.0	0.3670281586751229	0.024717460430508993
PD53332a	3-4:het:1Mb-10Mb	0.0	0.0	0.0	0.21095933801325437	0.0	0.0	0.0	0.7643131535327943	0.024727508453951434
PD53332a	3-4:het:10Mb-40Mb	0.0	0.0	0.0	0.08683011277610583	0.0	0.0	0.0	0.8791061405244938	0.03406374669940036
PD53332a	3-4:het:>40Mb	0.0	0.0	0.0	0.711686688122763	0.0	0.0	0.0	0.1388849840620014	0.14942832781523568
PD53332a	5-8:het:0-100kb	0.0	0.0	0.0	0.18055787800687723	0.0	0.0	0.0	0.7487047020736339	0.07073741991948898
PD53332a	5-8:het:100kb-1Mb	0.0	0.0	0.0	0.01909608393612969	0.0	0.0	0.0	0.962011269189784	0.018892646874086445
PD53332a	5-8:het:1Mb-10Mb	0.0	0.0	0.0	0.020869921175628855	0.0	0.0	0.0	0.9489007622173156	0.030229316607055502
PD53332a	5-8:het:10Mb-40Mb	0.0	0.0	0.0	0.047517982571189415	0.0	0.0	0.0	0.8599402170652235	0.09254180036358706
PD53332a	5-8:het:>40Mb	0.0	0.0	0.0	0.2713497801813179	0.0	0.0	0.0	0.5630307172495829	0.1656195025690994
PD53332a	9+:het:0-100kb	0.0	0.0	0.0	0.47200084021613403	0.0	0.0	0.0	0.47157970058394705	0.056419459199918955
PD53332a	9+:het:100kb-1Mb	0.0	0.0	0.0	0.4592292539309172	0.0	0.0	0.0	0.4935936010980696	0.04717714497101332
PD53332a	9+:het:1Mb-10Mb	0.0	0.0	0.0	0.20577913473910356	0.0	0.0	0.0	0.6801701033194159	0.1140507619414805
PD53332a	9+:het:10Mb-40Mb	0.0	0.0	0.0	0.06568913881368313	0.0	0.0	0.0	0.8434939432632214	0.09081691792309557
PD53332a	9+:het:>40Mb	0.0	0.0	0.0	0.5497653819651577	0.0	0.0	0.0	0.31148369389963293	0.13875092413520942
PD53332c	0:homdel:0-100kb	0.0	0.0	0.0	0.9860088044466954	0.0	0.0	0.0	0.001558775522257699	0.012432420031047055
PD53332c	0:homdel:100kb-1Mb	0.0	0.0	0.0	0.9874134009857812	0.0	0.0	0.0	0.002661458414847288	0.009925140599371393
PD53332c	0:homdel:>1Mb	0.0	0.0	0.0	0.9786092600342506	0.0	0.0	0.0	0.004038597108280854	0.017352142857468604
PD53332c	1:LOH:0-100kb	0.0	0.0	0.0	0.9822714669422995	0.0	0.0	0.0	0.008413081062783781	0.009315451994916648
PD53332c	1:LOH:100kb-1Mb	0.0	0.0	0.0	0.9883877854757018	0.0	0.0	0.0	0.0019634112671445304	0.009648803257153641
PD53332c	1:LOH:1Mb-10Mb	0.0	0.0	0.0	0.9805357540727663	0.0	0.0	0.0	0.012135378303941166	0.007328867623292631
PD53332c	1:LOH:10Mb-40Mb	0.0	0.0	0.0	0.9790909196434745	0.0	0.0	0.0	0.011560631248486901	0.009348449108038519
PD53332c	1:LOH:>40Mb	0.0	0.0	0.0	0.9770637660395582	0.0	0.0	0.0	0.00013796188115680798	0.022798272079284986
PD53332c	2:LOH:0-100kb	0.0	0.0	0.0	0.789791299253471	0.0	0.0	0.0	0.03708222991470098	0.17312647083182792
PD53332c	2:LOH:100kb-1Mb	0.0	0.0	0.0	0.15431492811018635	0.0	0.0	0.0	0.0047649298492944015	0.8409201420405192
PD53332c	2:LOH:1Mb-10Mb	0.0	0.0	0.0	0.16038464599042043	0.0	0.0	0.0	0.06333234607130217	0.7762830079382773
PD53332c	2:LOH:10Mb-40Mb	0.0	0.0	0.0	0.43663292870954945	0.0	0.0	0.0	0.2706088479797181	0.2927582233107324
PD53332c	2:LOH:>40Mb	0.0	0.0	0.0	0.6055809045593784	0.0	0.0	0.0	0.03984387117144525	0.3545752242691763
PD53332c	3-4:LOH:0-100kb	0.0	0.0	0.0	0.6465262945701573	0.0	0.0	0.0	0.28642743028487244	0.06704627514497025
PD53332c	3-4:LOH:100kb-1Mb	0.0	0.0	0.0	0.22005986880336018	0.0	0.0	0.0	0.5347616153229067	0.24517851587373318
PD53332c	3-4:LOH:1Mb-10Mb	0.0	0.0	0.0	0.2978274844272721	0.0	0.0	0.0	0.5638981189907036	0.13827439658202417
PD53332c	3-4:LOH:10Mb-40Mb	0.0	0.0	0.0	0.6015799837869928	0.0	0.0	0.0	0.3079567018922358	0.09046331432077143
PD53332c	3-4:LOH:>40Mb	0.0	0.0	0.0	0.7279011789886358	0.0	0.0	0.0	0.1821312073401239	0.08996761367124026
PD53332c	5-8:LOH:0-100kb	0.0	0.0	0.0	0.514638232963464	0.0	0.0	0.0	0.39878984362685743	0.08657192340967865
PD53332c	5-8:LOH:100kb-1Mb	0.0	0.0	0.0	0.47482773207614026	0.0	0.0	0.0	0.43417322258688	0.09099904533697971
PD53332c	5-8:LOH:1Mb-10Mb	0.0	0.0	0.0	0.2592948901546508	0.0	0.0	0.0	0.6525530755665923	0.08815203427875687
PD53332c	5-8:LOH:10Mb-40Mb	0.0	0.0	0.0	0.7482025895271344	0.0	0.0	0.0	0.18861739031671415	0.06318002015615151
PD53332c	5-8:LOH:>40Mb	0.0	0.0	0.0	0.8594493200106019	0.0	0.0	0.0	0.08631812534171554	0.054232554647682646
PD53332c	9+:LOH:0-100kb	0.0	0.0	0.0	0.8059129383577606	0.0	0.0	0.0	0.04891095676428931	0.14517610487795007
PD53332c	9+:LOH:100kb-1Mb	0.0	0.0	0.0	0.7662619144214188	0.0	0.0	0.0	0.16882073467158087	0.06491735090700045
PD53332c	9+:LOH:1Mb-10Mb	0.0	0.0	0.0	0.7610405998639911	0.0	0.0	0.0	0.19413099113406138	0.044828409001947504
PD53332c	9+:LOH:10Mb-40Mb	0.0	0.0	0.0	0.2192663321959873	0.0	0.0	0.0	0.7466580097167408	0.03407565808727201
PD53332c	9+:LOH:>40Mb	0.0	0.0	0.0	0.5237247593544955	0.0	0.0	0.0	0.39061973242513415	0.0856555082203704
PD53332c	2:het:0-100kb	0.0	0.0	0.0	0.9194315119184667	0.0	0.0	0.0	0.055136858830382426	0.02543162925115068
PD53332c	2:het:100kb-1Mb	0.0	0.0	0.0	0.8893914634469322	0.0	0.0	0.0	0.022790481609720213	0.08781805494334763
PD53332c	2:het:1Mb-10Mb	0.0	0.0	0.0	0.7430895016290782	0.0	0.0	0.0	0.004106855231627802	0.252803643139294
PD53332c	2:het:10Mb-40Mb	0.0	0.0	0.0	0.7202202222084332	0.0	0.0	0.0	0.0024629691769280497	0.2773168086146387
PD53332c	2:het:>40Mb	0.0	0.0	0.0	0.5712165739515092	0.0	0.0	0.0	0.00021817901173651485	0.4285652470367544
PD53332c	3-4:het:0-100kb	0.0	0.0	0.0	0.9452264831530224	0.0	0.0	0.0	0.03495225112658349	0.019821265720394155
PD53332c	3-4:het:100kb-1Mb	0.0	0.0	0.0	0.6936907504408619	0.0	0.0	0.0	0.28212762746176206	0.02418162209737587
PD53332c	3-4:het:1Mb-10Mb	0.0	0.0	0.0	0.2822858914301099	0.0	0.0	0.0	0.6893302324987624	0.02838387607112775
PD53332c	3-4:het:10Mb-40Mb	0.0	0.0	0.0	0.12254165882848005	0.0	0.0	0.0	0.8362194738109939	0.041238867360526094
PD53332c	3-4:het:>40Mb	0.0	0.0	0.0	0.7624013163441685	0.0	0.0	0.0	0.1002803086179645	0.13731837503786692
PD53332c	5-8:het:0-100kb	0.0	0.0	0.0	0.24207619831151708	0.0	0.0	0.0	0.6765685135266034	0.08135528816187955
PD53332c	5-8:het:100kb-1Mb	0.0	0.0	0.0	0.027930222854892724	0.0	0.0	0.0	0.9483656582216773	0.023704118923429874
PD53332c	5-8:het:1Mb-10Mb	0.0	0.0	0.0	0.03040627043092698	0.0	0.0	0.0	0.931812890545294	0.037780839023778996
PD53332c	5-8:het:10Mb-40Mb	0.0	0.0	0.0	0.06725730642686786	0.0	0.0	0.0	0.8203804648624995	0.11236222871063259
PD53332c	5-8:het:>40Mb	0.0	0.0	0.0	0.34221983971767694	0.0	0.0	0.0	0.4786007472679756	0.17917941301434734
PD53332c	9+:het:0-100kb	0.0	0.0	0.0	0.563080197390189	0.0	0.0	0.0	0.3791823889818448	0.0577374136279662
PD53332c	9+:het:100kb-1Mb	0.0	0.0	0.0	0.5517025240069157	0.0	0.0	0.0	0.39967825408170915	0.04861922191137514
PD53332c	9+:het:1Mb-10Mb	0.0	0.0	0.0	0.2700315580167824	0.0	0.0	0.0	0.6015840287320633	0.12838441325115432
PD53332c	9+:het:10Mb-40Mb	0.0	0.0	0.0	0.09224487986361346	0.0	0.0	0.0	0.7983553562964698	0.10939976383991684
PD53332c	9+:het:>40Mb	0.0	0.0	0.0	0.6256343323587983	0.0	0.0	0.0	0.23891536110672223	0.13545030653447945
PD53333a	0:homdel:0-100kb	0.21646454823972947	0.0	0.0	0.0	0.0	0.0	0.779476196339699	0.00405925542057141	0.0
PD53333a	0:homdel:100kb-1Mb	0.43327940020367417	0.0	0.0	0.0	0.0	0.0	0.5556641546710518	0.01105644512527398	0.0
PD53333a	0:homdel:>1Mb	0.401474550820427	0.0	0.0	0.0	0.0	0.0	0.5859052859692409	0.012620163210332267	0.0
PD53333a	1:LOH:0-100kb	0.16121792894328596	0.0	0.0	0.0	0.0	0.0	0.809329986215016	0.029452084841698225	0.0
PD53333a	1:LOH:100kb-1Mb	0.06673929621394253	0.0	0.0	0.0	0.0	0.0	0.9243642683396832	0.008896435446374277	0.0
PD53333a	1:LOH:1Mb-10Mb	0.0173809628044744	0.0	0.0	0.0	0.0	0.0	0.8735883995959064	0.10903063759961928	0.0
PD53333a	1:LOH:10Mb-40Mb	0.015064964182340029	0.0	0.0	0.0	0.0	0.0	0.8939275979297224	0.09100743788793757	0.0
PD53333a	1:LOH:>40Mb	0.04956122293004761	0.0	0.0	0.0	0.0	0.0	0.9455080732898887	0.0049307037800638024	0.0
PD53333a	2:LOH:0-100kb	0.22978280838181006	0.0	0.0	0.0	0.0	0.0	0.7122928474666869	0.05792434415150296	0.0
PD53333a	2:LOH:100kb-1Mb	0.20354113484611883	0.0	0.0	0.0	0.0	0.0	0.7820304275353359	0.014428437618545243	0.0
PD53333a	2:LOH:1Mb-10Mb	0.16139295025671463	0.0	0.0	0.0	0.0	0.0	0.7671598067041929	0.07144724303909239	0.0
PD53333a	2:LOH:10Mb-40Mb	0.4383225749219963	0.0	0.0	0.0	0.0	0.0	0.4783336449535363	0.08334378012446737	0.0
PD53333a	2:LOH:>40Mb	0.5906462944964528	0.0	0.0	0.0	0.0	0.0	0.40484913630743763	0.004504569196109682	0.0
PD53333a	3-4:LOH:0-100kb	0.1119875458778839	0.0	0.0	0.0	0.0	0.0	0.7794112418855775	0.10860121223653854	0.0
PD53333a	3-4:LOH:100kb-1Mb	0.2586829154963456	0.0	0.0	0.0	0.0	0.0	0.3209474846535302	0.42036959985012423	0.0
PD53333a	3-4:LOH:1Mb-10Mb	0.3549847951088211	0.0	0.0	0.0	0.0	0.0	0.04296215075233228	0.6020530541388467	0.0
PD53333a	3-4:LOH:10Mb-40Mb	0.6355525900897464	0.0	0.0	0.0	0.0	0.0	0.22644597574281808	0.1380014341674356	0.0
PD53333a	3-4:LOH:>40Mb	0.722005559033636	0.0	0.0	0.0	0.0	0.0	0.23768479187589772	0.040309649090466394	0.0
PD53333a	5-8:LOH:0-100kb	0.6328056440582417	0.0	0.0	0.0	0.0	0.0	0.013201100449111887	0.3539932554926464	0.0
PD53333a	5-8:LOH:100kb-1Mb	0.57826706003758	0.0	0.0	0.0	0.0	0.0	0.0018770748793863125	0.4198558650830338	0.0
PD53333a	5-8:LOH:1Mb-10Mb	0.4532237084281469	0.0	0.0	0.0	0.0	0.0	0.0021674004477660077	0.544608891124087	0.0
PD53333a	5-8:LOH:10Mb-40Mb	0.6886221309956697	0.0	0.0	0.0	0.0	0.0	0.234445433153869	0.07693243585046118	0.0
PD53333a	5-8:LOH:>40Mb	0.972181592554373	0.0	0.0	0.0	0.0	0.0	0.01580569947990748	0.012012707965719408	0.0
PD53333a	9+:LOH:0-100kb	0.24425928226682722	0.0	0.0	0.0	0.0	0.0	0.6855323580364545	0.07020835969671838	0.0
PD53333a	9+:LOH:100kb-1Mb	0.21185928412065794	0.0	0.0	0.0	0.0	0.0	0.5085961853940931	0.27954453048524885	0.0
PD53333a	9+:LOH:1Mb-10Mb	0.6353984562380872	0.0	0.0	0.0	0.0	0.0	0.000167067423814666	0.3644344763380981	0.0
PD53333a	9+:LOH:10Mb-40Mb	0.7567588219399922	0.0	0.0	0.0	0.0	0.0	0.00047007716789789465	0.24277110089210993	0.0
PD53333a	9+:LOH:>40Mb	0.9053324477056016	0.0	0.0	0.0	0.0	0.0	0.08066978987302696	0.013997762421371364	0.0
PD53333a	2:het:0-100kb	0.18344419469150713	0.0	0.0	0.0	0.0	0.0	0.7233405996344447	0.09321520567404806	0.0
PD53333a	2:het:100kb-1Mb	0.029703443569418047	0.0	0.0	0.0	0.0	0.0	0.8723543418708315	0.09794221455975034	0.0
PD53333a	2:het:1Mb-10Mb	0.022135286743291935	0.0	0.0	0.0	0.0	0.0	0.8668020643413102	0.11106264891539777	0.0
PD53333a	2:het:10Mb-40Mb	0.05012432415586381	0.0	0.0	0.0	0.0	0.0	0.7703509663060035	0.17952470953813265	0.0
PD53333a	2:het:>40Mb	0.1520915137209106	0.0	0.0	0.0	0.0	0.0	0.05895506164731912	0.7889534246317703	0.0
PD53333a	3-4:het:0-100kb	0.051493059160867403	0.0	0.0	0.0	0.0	0.0	0.9167728738444684	0.03173406699466427	0.0
PD53333a	3-4:het:100kb-1Mb	0.0395802844984913	0.0	0.0	0.0	0.0	0.0	0.7288734900547594	0.23154622544674922	0.0
PD53333a	3-4:het:1Mb-10Mb	0.1021230391438669	0.0	0.0	0.0	0.0	0.0	0.2925856007562183	0.6052913600999148	0.0
PD53333a	3-4:het:10Mb-40Mb	0.33353484017533447	0.0	0.0	0.0	0.0	0.0	0.2552042340638815	0.41126092576078405	0.0
PD53333a	3-4:het:>40Mb	0.9880608268201961	0.0	0.0	0.0	0.0	0.0	0.008832085793061712	0.0031070873867422187	0.0
PD53333a	5-8:het:0-100kb	0.08658946353714639	0.0	0.0	0.0	0.0	0.0	0.12717642356825126	0.7862341128946023	0.0
PD53333a	5-8:het:100kb-1Mb	0.058666147843568967	0.0	0.0	0.0	0.0	0.0	0.19109793908808814	0.7502359130683429	0.0
PD53333a	5-8:het:1Mb-10Mb	0.11955359236417666	0.0	0.0	0.0	0.0	0.0	0.1820645054669861	0.6983819021688372	0.0
PD53333a	5-8:het:10Mb-40Mb	0.5247939807854903	0.0	0.0	0.0	0.0	0.0	0.09610755470295086	0.3790984645115588	0.0
PD53333a	5-8:het:>40Mb	0.9592497490476167	0.0	0.0	0.0	0.0	0.0	6.803989519776586e-06	0.040743446962863444	0.0
PD53333a	9+:het:0-100kb	0.08598033254432241	0.0	0.0	0.0	0.0	0.0	0.595386864930387	0.31863280252529064	0.0
PD53333a	9+:het:100kb-1Mb	0.16336754113831953	0.0	0.0	0.0	0.0	0.0	0.3329079315089337	0.5037245273527468	0.0
PD53333a	9+:het:1Mb-10Mb	0.13609470795934797	0.0	0.0	0.0	0.0	0.0	0.6534306391831324	0.21047465285751982	0.0
PD53333a	9+:het:10Mb-40Mb	0.6804145152889358	0.0	0.0	0.0	0.0	0.0	0.007591732877843604	0.3119937518332204	0.0
PD53333a	9+:het:>40Mb	0.9662432639574311	0.0	0.0	0.0	0.0	0.0	0.017062484602273498	0.01669425144029544	0.0
PD53333c	0:homdel:0-100kb	0.16253155733834315	0.0	0.0	0.0	0.8326478997314924	0.0	0.0	0.0048205429301644565	0.0
PD53333c	0:homdel:100kb-1Mb	0.13473795779056805	0.0	0.0	0.0	0.8598240811650337	0.0	0.0	0.0054379610443982766	0.0
PD53333c	0:homdel:>1Mb	0.35753861349931926	0.0	0.0	0.0	0.624685610843062	0.0	0.0	0.017775775657619005	0.0
PD53333c	1:LOH:0-100kb	0.1704707576661153	0.0	0.0	0.0	0.7802741367013013	0.0	0.0	0.049255105632583326	0.0
PD53333c	1:LOH:100kb-1Mb	0.09566316812576006	0.0	0.0	0.0	0.8841681355450082	0.0	0.0	0.020168696329231687	0.0
PD53333c	1:LOH:1Mb-10Mb	0.03759307150955846	0.0	0.0	0.0	0.5894306676560457	0.0	0.0	0.3729762608343959	0.0
PD53333c	1:LOH:10Mb-40Mb	0.051571716816287055	0.0	0.0	0.0	0.45568690708880605	0.0	0.0	0.49274137609490687	0.0
PD53333c	1:LOH:>40Mb	0.05344393704092227	0.0	0.0	0.0	0.9381466825213917	0.0	0.0	0.008409380437686095	0.0
PD53333c	2:LOH:0-100kb	0.1939896721297009	0.0	0.0	0.0	0.7286673553172369	0.0	0.0	0.07734297255306218	0.0
PD53333c	2:LOH:100kb-1Mb	0.12907785544911032	0.0	0.0	0.0	0.8564505124252091	0.0	0.0	0.01447163212568045	0.0
PD53333c	2:LOH:1Mb-10Mb	0.13365596752877304	0.0	0.0	0.0	0.7727629796174296	0.0	0.0	0.09358105285379745	0.0
PD53333c	2:LOH:10Mb-40Mb	0.26670922976801137	0.0	0.0	0.0	0.6530830709237866	0.0	0.0	0.08020769930820211	0.0
PD53333c	2:LOH:>40Mb	0.7353739750345473	0.0	0.0	0.0	0.25575583964738074	0.0	0.0	0.00887018531807204	0.0
