Sample Names	MutationType	CN2	CN7	CN8	CN9	CN10	CN18	CN19	CN20	CN24
PD53333c	3-4:LOH:0-100kb	0.15245990566386383	0.0	0.0	0.0	0.6136998530438692	0.0	0.0	0.23384024129226702	0.0
PD53333c	3-4:LOH:100kb-1Mb	0.09212511611222911	0.0	0.0	0.0	0.6710974765445786	0.0	0.0	0.23677740734319222	0.0
PD53333c	3-4:LOH:1Mb-10Mb	0.06641229306948954	0.0	0.0	0.0	0.7554433185925333	0.0	0.0	0.17814438833797716	0.0
PD53333c	3-4:LOH:10Mb-40Mb	0.1262528599788839	0.0	0.0	0.0	0.8303888655747003	0.0	0.0	0.043358274446415775	0.0
PD53333c	3-4:LOH:>40Mb	0.4541220171713848	0.0	0.0	0.0	0.5057784149438946	0.0	0.0	0.040099567884720494	0.0
PD53333c	5-8:LOH:0-100kb	0.24088312398229894	0.0	0.0	0.0	0.5459941920780257	0.0	0.0	0.2131226839396753	0.0
PD53333c	5-8:LOH:100kb-1Mb	0.08582029790784614	0.0	0.0	0.0	0.8156288357993472	0.0	0.0	0.09855086629280667	0.0
PD53333c	5-8:LOH:1Mb-10Mb	0.10508192186903612	0.0	0.0	0.0	0.6952085559405435	0.0	0.0	0.1997095221904203	0.0
PD53333c	5-8:LOH:10Mb-40Mb	0.20819020566445037	0.0	0.0	0.0	0.7550233798489034	0.0	0.0	0.03678641448664629	0.0
PD53333c	5-8:LOH:>40Mb	0.9571739354124348	0.0	0.0	0.0	0.024119973372976444	0.0	0.0	0.018706091214588667	0.0
PD53333c	9+:LOH:0-100kb	0.5054393925108464	0.0	0.0	0.0	0.2647841683726104	0.0	0.0	0.22977643911654325	0.0
PD53333c	9+:LOH:100kb-1Mb	0.10333234831900852	0.0	0.0	0.0	0.6810231166966327	0.0	0.0	0.2156445349843586	0.0
PD53333c	9+:LOH:1Mb-10Mb	0.11929769211902004	0.0	0.0	0.0	0.7724831872669858	0.0	0.0	0.10821912061399402	0.0
PD53333c	9+:LOH:10Mb-40Mb	0.29631801295518856	0.0	0.0	0.0	0.5533344886740806	0.0	0.0	0.15034749837073075	0.0
PD53333c	9+:LOH:>40Mb	0.9759528646902753	0.0	0.0	0.0	0.00018122338528234652	0.0	0.0	0.023865911924442276	0.0
PD53333c	2:het:0-100kb	0.21168688015404777	0.0	0.0	0.0	0.6181852790093118	0.0	0.0	0.17012784083664043	0.0
PD53333c	2:het:100kb-1Mb	0.09184535913417391	0.0	0.0	0.0	0.42917286060020987	0.0	0.0	0.47898178026561616	0.0
PD53333c	2:het:1Mb-10Mb	0.09329481957989806	0.0	0.0	0.0	0.16635180175167497	0.0	0.0	0.7403533786684269	0.0
PD53333c	2:het:10Mb-40Mb	0.10486022437774023	0.0	0.0	0.0	0.30114155531548215	0.0	0.0	0.5939982203067776	0.0
PD53333c	2:het:>40Mb	0.10800366769547923	0.0	0.0	0.0	0.005894681629335148	0.0	0.0	0.8861016506751855	0.0
PD53333c	3-4:het:0-100kb	0.12093714759791849	0.0	0.0	0.0	0.7611841300387466	0.0	0.0	0.11787872236333495	0.0
PD53333c	3-4:het:100kb-1Mb	0.06998077276566969	0.0	0.0	0.0	0.28252457422676064	0.0	0.0	0.6474946530075697	0.0
PD53333c	3-4:het:1Mb-10Mb	0.07953451706653741	0.0	0.0	0.0	0.17488410761880172	0.0	0.0	0.7455813753146608	0.0
PD53333c	3-4:het:10Mb-40Mb	0.27135185426294967	0.0	0.0	0.0	0.19946293927302694	0.0	0.0	0.5291852064640234	0.0
PD53333c	3-4:het:>40Mb	0.9950510042887928	0.0	0.0	0.0	3.7493398775041345e-08	0.0	0.0	0.0049489582178086095	0.0
PD53333c	5-8:het:0-100kb	0.048859439335092625	0.0	0.0	0.0	0.24946884363016805	0.0	0.0	0.7016717170347393	0.0
PD53333c	5-8:het:100kb-1Mb	0.03803604873342455	0.0	0.0	0.0	0.19264872039404393	0.0	0.0	0.7693152308725316	0.0
PD53333c	5-8:het:1Mb-10Mb	0.08960528151628717	0.0	0.0	0.0	0.08252382641341244	0.0	0.0	0.8278708920703003	0.0
PD53333c	5-8:het:10Mb-40Mb	0.444846840482826	0.0	0.0	0.0	0.046909055950186886	0.0	0.0	0.5082441035669871	0.0
PD53333c	5-8:het:>40Mb	0.9370511187874726	0.0	0.0	0.0	0.0	0.0	0.0	0.06294888121252742	0.0
PD53333c	9+:het:0-100kb	0.13227668928347178	0.0	0.0	0.0	0.09241696651646175	0.0	0.0	0.7753063442000666	0.0
PD53333c	9+:het:100kb-1Mb	0.1669259631083382	0.0	0.0	0.0	0.019026297693027425	0.0	0.0	0.8140477391986344	0.0
PD53333c	9+:het:1Mb-10Mb	0.29019083381639865	0.0	0.0	0.0	1.12901191559121e-06	0.0	0.0	0.7098080371716857	0.0
PD53333c	9+:het:10Mb-40Mb	0.5497915261539669	0.0	0.0	0.0	0.05148754994717936	0.0	0.0	0.39872092389885383	0.0
PD53333c	9+:het:>40Mb	0.8045987840413517	0.0	0.0	0.0	0.1734145944011004	0.0	0.0	0.021986621557547922	0.0
PD53333d	0:homdel:0-100kb	0.22851640587738922	0.0	0.0	0.0	0.0	0.0	0.7650979559924135	0.0063856381301972435	0.0
PD53333d	0:homdel:100kb-1Mb	0.44834166340192444	0.0	0.0	0.0	0.0	0.0	0.5346099262123639	0.017048410385711622	0.0
PD53333d	0:homdel:>1Mb	0.41601527188356	0.0	0.0	0.0	0.0	0.0	0.5644977928087769	0.019486935307663072	0.0
PD53333d	1:LOH:0-100kb	0.16835440959526662	0.0	0.0	0.0	0.0	0.0	0.7858150983388155	0.04583049206591798	0.0
PD53333d	1:LOH:100kb-1Mb	0.0710401874924365	0.0	0.0	0.0	0.0	0.0	0.9148485514229832	0.01411126108458039	0.0
PD53333d	1:LOH:1Mb-10Mb	0.017519307325787072	0.0	0.0	0.0	0.0	0.0	0.8187164912562755	0.16376420141793732	0.0
PD53333d	1:LOH:10Mb-40Mb	0.015343583195607373	0.0	0.0	0.0	0.0	0.0	0.846534404822544	0.13812201198184845	0.0
PD53333d	1:LOH:>40Mb	0.05294832730847863	0.0	0.0	0.0	0.0	0.0	0.9392020919303262	0.007849580761195133	0.0
PD53333d	2:LOH:0-100kb	0.23486072363242771	0.0	0.0	0.0	0.0	0.0	0.676916381182755	0.08822289518481741	0.0
PD53333d	2:LOH:100kb-1Mb	0.21376701178651566	0.0	0.0	0.0	0.0	0.0	0.763652406813773	0.02258058139971135	0.0
PD53333d	2:LOH:1Mb-10Mb	0.16449285091078658	0.0	0.0	0.0	0.0	0.0	0.7269957754434955	0.10851137364571786	0.0
PD53333d	2:LOH:10Mb-40Mb	0.43516110229066574	0.0	0.0	0.0	0.0	0.0	0.44154069591274603	0.12329820179658833	0.0
PD53333d	2:LOH:>40Mb	0.6065486065073621	0.0	0.0	0.0	0.0	0.0	0.3865582279686481	0.006893165523989842	0.0
PD53333d	3-4:LOH:0-100kb	0.11215518750819971	0.0	0.0	0.0	0.0	0.0	0.7257714545381876	0.16207335795361275	0.0
PD53333d	3-4:LOH:100kb-1Mb	0.21857344280929966	0.0	0.0	0.0	0.0	0.0	0.2521431658135168	0.5292833913771835	0.0
PD53333d	3-4:LOH:1Mb-10Mb	0.27474023340025544	0.0	0.0	0.0	0.0	0.0	0.03091591503401237	0.6943438515657322	0.0
PD53333d	3-4:LOH:10Mb-40Mb	0.6042863655963002	0.0	0.0	0.0	0.0	0.0	0.2001886674013966	0.19552496700230332	0.0
PD53333d	3-4:LOH:>40Mb	0.7197965761803851	0.0	0.0	0.0	0.0	0.0	0.22032014498238195	0.059883278837232844	0.0
PD53333d	5-8:LOH:0-100kb	0.5396696374094201	0.0	0.0	0.0	0.0	0.0	0.010467702120239626	0.44986266047034024	0.0
PD53333d	5-8:LOH:100kb-1Mb	0.47962828338329166	0.0	0.0	0.0	0.0	0.0	0.0014475764453293339	0.518924140171379	0.0
PD53333d	5-8:LOH:1Mb-10Mb	0.35777536508340485	0.0	0.0	0.0	0.0	0.0	0.0015908182013804409	0.6406338167152146	0.0
PD53333d	5-8:LOH:10Mb-40Mb	0.6742955971234351	0.0	0.0	0.0	0.0	0.0	0.21344928499059243	0.11225511788597248	0.0
PD53333d	5-8:LOH:>40Mb	0.9675584464336686	0.0	0.0	0.0	0.0	0.0	0.014626052029295344	0.017815501537035955	0.0
PD53333d	9+:LOH:0-100kb	0.24765742402253793	0.0	0.0	0.0	0.0	0.0	0.6462667504601989	0.10607582551726309	0.0
PD53333d	9+:LOH:100kb-1Mb	0.1923709091875291	0.0	0.0	0.0	0.0	0.0	0.4293866865337407	0.3782424042787302	0.0
PD53333d	9+:LOH:1Mb-10Mb	0.5391071794874981	0.0	0.0	0.0	0.0	0.0	0.00013179663286248556	0.46076102387963935	0.0
PD53333d	9+:LOH:10Mb-40Mb	0.6763061055772505	0.0	0.0	0.0	0.0	0.0	0.0003906056782496224	0.3233032887445	0.0
PD53333d	9+:LOH:>40Mb	0.9042502175111644	0.0	0.0	0.0	0.0	0.0	0.0749160792833749	0.020833703205460682	0.0
PD53333d	2:het:0-100kb	0.18438440109260815	0.0	0.0	0.0	0.0	0.0	0.675999890078164	0.13961570882922808	0.0
PD53333d	2:het:100kb-1Mb	0.03010214440785623	0.0	0.0	0.0	0.0	0.0	0.8219911470074547	0.14790670858468916	0.0
PD53333d	2:het:1Mb-10Mb	0.022278408359954018	0.0	0.0	0.0	0.0	0.0	0.8111525241490569	0.16656906749098913	0.0
PD53333d	2:het:10Mb-40Mb	0.04848064036734228	0.0	0.0	0.0	0.0	0.0	0.6927747151687285	0.2587446444639292	0.0
PD53333d	2:het:>40Mb	0.11000725805257452	0.0	0.0	0.0	0.0	0.0	0.03964797715959341	0.850344764787832	0.0
PD53333d	3-4:het:0-100kb	0.054135692834035326	0.0	0.0	0.0	0.0	0.0	0.8961492367532552	0.04971507041270945	0.0
PD53333d	3-4:het:100kb-1Mb	0.037258553545597074	0.0	0.0	0.0	0.0	0.0	0.6379443756788888	0.32479707077551406	0.0
PD53333d	3-4:het:1Mb-10Mb	0.08002527725827262	0.0	0.0	0.0	0.0	0.0	0.21317682261747195	0.7067979001242555	0.0
PD53333d	3-4:het:10Mb-40Mb	0.281783311160958	0.0	0.0	0.0	0.0	0.0	0.2004682119168864	0.5177484769221555	0.0
PD53333d	3-4:het:>40Mb	0.9871696246292807	0.0	0.0	0.0	0.0	0.0	0.008204553670200143	0.004625821700519152	0.0
PD53333d	5-8:het:0-100kb	0.06290845398244023	0.0	0.0	0.0	0.0	0.0	0.08590810711166252	0.8511834389058973	0.0
PD53333d	5-8:het:100kb-1Mb	0.043318308660498295	0.0	0.0	0.0	0.0	0.0	0.13119687830259247	0.8254848130369092	0.0
PD53333d	5-8:het:1Mb-10Mb	0.08992222053876925	0.0	0.0	0.0	0.0	0.0	0.12732487464678266	0.7827529048144481	0.0
PD53333d	5-8:het:10Mb-40Mb	0.4450938457179417	0.0	0.0	0.0	0.0	0.0	0.07578859407440909	0.4791175602076492	0.0
PD53333d	5-8:het:>40Mb	0.9404690063905214	0.0	0.0	0.0	0.0	0.0	6.2024033926279e-06	0.059524791206085864	0.0
PD53333d	9+:het:0-100kb	0.07715591817461373	0.0	0.0	0.0	0.0	0.0	0.4967672442153272	0.42607683761005893	0.0
PD53333d	9+:het:100kb-1Mb	0.13352240284421008	0.0	0.0	0.0	0.0	0.0	0.2529857668078448	0.6134918303479452	0.0
PD53333d	9+:het:1Mb-10Mb	0.1287211667142611	0.0	0.0	0.0	0.0	0.0	0.5746346408181555	0.2966441924675834	0.0
PD53333d	9+:het:10Mb-40Mb	0.5904388166428388	0.0	0.0	0.0	0.0	0.0	0.0061252783488265515	0.40343590500833465	0.0
PD53333d	9+:het:>40Mb	0.9595413185718473	0.0	0.0	0.0	0.0	0.0	0.01575444298034677	0.02470423844780587	0.0
PD53333e	0:homdel:0-100kb	0.1855606624177478	0.0	0.0	0.0	0.8107710428810704	0.0	0.0	0.0036682947011818833	0.0
PD53333e	0:homdel:100kb-1Mb	0.15457087698885857	0.0	0.0	0.0	0.8412710333609023	0.0	0.0	0.004158089650239179	0.0
PD53333e	0:homdel:>1Mb	0.3963098338246303	0.0	0.0	0.0	0.5905572702150298	0.0	0.0	0.013132895960339966	0.0
PD53333e	1:LOH:0-100kb	0.19621809299677703	0.0	0.0	0.0	0.7659933367912118	0.0	0.0	0.03778857021201116	0.0
PD53333e	1:LOH:100kb-1Mb	0.110824292868815	0.0	0.0	0.0	0.8736021406017892	0.0	0.0	0.015573566529395908	0.0
PD53333e	1:LOH:1Mb-10Mb	0.0476520612480329	0.0	0.0	0.0	0.6372285558622437	0.0	0.0	0.31511938288972335	0.0
PD53333e	1:LOH:10Mb-40Mb	0.06709425837035232	0.0	0.0	0.0	0.5056254655149632	0.0	0.0	0.4272802761146844	0.0
PD53333e	1:LOH:>40Mb	0.062203650376272165	0.0	0.0	0.0	0.9312725370670728	0.0	0.0	0.006523812556655087	0.0
PD53333e	2:LOH:0-100kb	0.2237461344785661	0.0	0.0	0.0	0.7167948331147043	0.0	0.0	0.05945903240672966	0.0
PD53333e	2:LOH:100kb-1Mb	0.1485062930555189	0.0	0.0	0.0	0.8403960658211601	0.0	0.0	0.011097641123320904	0.0
PD53333e	2:LOH:1Mb-10Mb	0.15630343968737392	0.0	0.0	0.0	0.7707527988930595	0.0	0.0	0.07294376141956666	0.0
PD53333e	2:LOH:10Mb-40Mb	0.30405562680769566	0.0	0.0	0.0	0.6349975455717574	0.0	0.0	0.06094682762054695	0.0
PD53333e	2:LOH:>40Mb	0.7664811434205154	0.0	0.0	0.0	0.22735651229443277	0.0	0.0	0.006162344285051753	0.0
PD53333e	3-4:LOH:0-100kb	0.18330352274639555	0.0	0.0	0.0	0.6293030037976224	0.0	0.0	0.18739347345598206	0.0
PD53333e	3-4:LOH:100kb-1Mb	0.11203196202058745	0.0	0.0	0.0	0.6960462855478136	0.0	0.0	0.191921752431599	0.0
PD53333e	3-4:LOH:1Mb-10Mb	0.08006743468524959	0.0	0.0	0.0	0.7767798365660362	0.0	0.0	0.14315272874871413	0.0
PD53333e	3-4:LOH:10Mb-40Mb	0.14623166546158706	0.0	0.0	0.0	0.8202955195190224	0.0	0.0	0.033472815019390645	0.0
PD53333e	3-4:LOH:>40Mb	0.49782149288071154	0.0	0.0	0.0	0.4728789656845523	0.0	0.0	0.0292995414347361	0.0
PD53333e	5-8:LOH:0-100kb	0.2838580502022355	0.0	0.0	0.0	0.5487461474663549	0.0	0.0	0.16739580233140974	0.0
PD53333e	5-8:LOH:100kb-1Mb	0.10130567149260947	0.0	0.0	0.0	0.8211546074957017	0.0	0.0	0.07753972101168875	0.0
PD53333e	5-8:LOH:1Mb-10Mb	0.12643338031614373	0.0	0.0	0.0	0.7134071725594006	0.0	0.0	0.16015944712445576	0.0
PD53333e	5-8:LOH:10Mb-40Mb	0.23748252636691572	0.0	0.0	0.0	0.7345483491351054	0.0	0.0	0.02796912449797892	0.0
PD53333e	5-8:LOH:>40Mb	0.9666338083649894	0.0	0.0	0.0	0.020774786131105553	0.0	0.0	0.012591405503905053	0.0
PD53333e	9+:LOH:0-100kb	0.571491277339664	0.0	0.0	0.0	0.2553413529165746	0.0	0.0	0.17316736974376135	0.0
PD53333e	9+:LOH:100kb-1Mb	0.12481290765703952	0.0	0.0	0.0	0.7015743073044207	0.0	0.0	0.17361278503853966	0.0
PD53333e	9+:LOH:1Mb-10Mb	0.140306392983103	0.0	0.0	0.0	0.7748597008704209	0.0	0.0	0.08483390614647608	0.0
PD53333e	9+:LOH:10Mb-40Mb	0.3412002123923972	0.0	0.0	0.0	0.5434099685188235	0.0	0.0	0.11538981908877916	0.0
PD53333e	9+:LOH:>40Mb	0.9838087887633044	0.0	0.0	0.0	0.00015580619241212945	0.0	0.0	0.016035405044283482	0.0
PD53333e	2:het:0-100kb	0.2483652114674227	0.0	0.0	0.0	0.6185917184399106	0.0	0.0	0.1330430700926667	0.0
PD53333e	2:het:100kb-1Mb	0.11818458122262832	0.0	0.0	0.0	0.4710038701502049	0.0	0.0	0.41081154862716673	0.0
PD53333e	2:het:1Mb-10Mb	0.12803943411417135	0.0	0.0	0.0	0.19471631714974535	0.0	0.0	0.6772442487360832	0.0
PD53333e	2:het:10Mb-40Mb	0.138408109163772	0.0	0.0	0.0	0.3390080905048819	0.0	0.0	0.5225838003313461	0.0
PD53333e	2:het:>40Mb	0.15349171511463616	0.0	0.0	0.0	0.007144887741660864	0.0	0.0	0.839363397143703	0.0
PD53333e	3-4:het:0-100kb	0.14249581416086532	0.0	0.0	0.0	0.764928305205264	0.0	0.0	0.09257588063387065	0.0
PD53333e	3-4:het:100kb-1Mb	0.09424821018434065	0.0	0.0	0.0	0.3245183263554327	0.0	0.0	0.5812334634602266	0.0
PD53333e	3-4:het:1Mb-10Mb	0.10960562466209559	0.0	0.0	0.0	0.20554937435711176	0.0	0.0	0.6848450009807927	0.0
PD53333e	3-4:het:10Mb-40Mb	0.3416719914226182	0.0	0.0	0.0	0.21420392310163874	0.0	0.0	0.4441240854757431	0.0
PD53333e	3-4:het:>40Mb	0.9966958833948328	0.0	0.0	0.0	3.203028138395336e-08	0.0	0.0	0.003304084574885835	0.0
PD53333e	5-8:het:0-100kb	0.06699384282855453	0.0	0.0	0.0	0.29173688780492235	0.0	0.0	0.6412692693665231	0.0
PD53333e	5-8:het:100kb-1Mb	0.05318874302819124	0.0	0.0	0.0	0.22976246473396308	0.0	0.0	0.7170487922378457	0.0
PD53333e	5-8:het:1Mb-10Mb	0.12588732585744283	0.0	0.0	0.0	0.09888180312776025	0.0	0.0	0.7752308710147969	0.0
PD53333e	5-8:het:10Mb-40Mb	0.5401150884999727	0.0	0.0	0.0	0.048575928769041314	0.0	0.0	0.411308982730986	0.0
PD53333e	5-8:het:>40Mb	0.9571430152250994	0.0	0.0	0.0	0.0	0.0	0.0	0.04285698477490057	0.0
PD53333e	9+:het:0-100kb	0.1817330125154178	0.0	0.0	0.0	0.10829061975319602	0.0	0.0	0.7099763677313862	0.0
PD53333e	9+:het:100kb-1Mb	0.23000768498302268	0.0	0.0	0.0	0.02235946277178281	0.0	0.0	0.7476328522451946	0.0
PD53333e	9+:het:1Mb-10Mb	0.3801790055313054	0.0	0.0	0.0	1.2615125815019514e-06	0.0	0.0	0.6198197329561131	0.0
PD53333e	9+:het:10Mb-40Mb	0.6396911889230689	0.0	0.0	0.0	0.05109320827537075	0.0	0.0	0.30921560280156046	0.0
PD53333e	9+:het:>40Mb	0.8319227777512148	0.0	0.0	0.0	0.1529247955873681	0.0	0.0	0.015152426661417069	0.0
PD53343a	0:homdel:0-100kb	0.9788674646444079	0.0	0.0	0.0	0.0	0.0	0.0	0.021132535355592137	0.0
PD53343a	0:homdel:100kb-1Mb	0.9714608593879962	0.0	0.0	0.0	0.0	0.0	0.0	0.0285391406120038	0.0
PD53343a	0:homdel:>1Mb	0.9650750223642367	0.0	0.0	0.0	0.0	0.0	0.0	0.034924977635763306	0.0
PD53343a	1:LOH:0-100kb	0.8262310002112495	0.0	0.0	0.0	0.0	0.0	0.0	0.1737689997887506	0.0
PD53343a	1:LOH:100kb-1Mb	0.8669548625369596	0.0	0.0	0.0	0.0	0.0	0.0	0.1330451374630403	0.0
PD53343a	1:LOH:1Mb-10Mb	0.1216285130582405	0.0	0.0	0.0	0.0	0.0	0.0	0.8783714869417596	0.0
PD53343a	1:LOH:10Mb-40Mb	0.12571222440126315	0.0	0.0	0.0	0.0	0.0	0.0	0.8742877755987368	0.0
PD53343a	1:LOH:>40Mb	0.8972358516175718	0.0	0.0	0.0	0.0	0.0	0.0	0.10276414838242813	0.0
PD53343a	2:LOH:0-100kb	0.7750678938050919	0.0	0.0	0.0	0.0	0.0	0.0	0.22493210619490814	0.0
PD53343a	2:LOH:100kb-1Mb	0.9245489746002422	0.0	0.0	0.0	0.0	0.0	0.0	0.07545102539975779	0.0
PD53343a	2:LOH:1Mb-10Mb	0.6624067397392688	0.0	0.0	0.0	0.0	0.0	0.0	0.3375932602607313	0.0
PD53343a	2:LOH:10Mb-40Mb	0.8204112684427829	0.0	0.0	0.0	0.0	0.0	0.0	0.17958873155721713	0.0
PD53343a	2:LOH:>40Mb	0.9912964298993463	0.0	0.0	0.0	0.0	0.0	0.0	0.008703570100653715	0.0
PD53343a	3-4:LOH:0-100kb	0.4724928807714016	0.0	0.0	0.0	0.0	0.0	0.0	0.5275071192285984	0.0
PD53343a	3-4:LOH:100kb-1Mb	0.34833270948651407	0.0	0.0	0.0	0.0	0.0	0.0	0.6516672905134859	0.0
PD53343a	3-4:LOH:1Mb-10Mb	0.3386949474248334	0.0	0.0	0.0	0.0	0.0	0.0	0.6613050525751666	0.0
PD53343a	3-4:LOH:10Mb-40Mb	0.800014659249741	0.0	0.0	0.0	0.0	0.0	0.0	0.1999853407502591	0.0
PD53343a	3-4:LOH:>40Mb	0.9396074930314249	0.0	0.0	0.0	0.0	0.0	0.0	0.06039250696857517	0.0
PD53343a	5-8:LOH:0-100kb	0.6082687276053312	0.0	0.0	0.0	0.0	0.0	0.0	0.3917312723946687	0.0
PD53343a	5-8:LOH:100kb-1Mb	0.5447002251817932	0.0	0.0	0.0	0.0	0.0	0.0	0.4552997748182069	0.0
PD53343a	5-8:LOH:1Mb-10Mb	0.41957291907405236	0.0	0.0	0.0	0.0	0.0	0.0	0.5804270809259476	0.0
PD53343a	5-8:LOH:10Mb-40Mb	0.886040579900613	0.0	0.0	0.0	0.0	0.0	0.0	0.11395942009938699	0.0
PD53343a	5-8:LOH:>40Mb	0.9859742144841783	0.0	0.0	0.0	0.0	0.0	0.0	0.014025785515821674	0.0
PD53343a	9+:LOH:0-100kb	0.7513673410037478	0.0	0.0	0.0	0.0	0.0	0.0	0.24863265899625211	0.0
PD53343a	9+:LOH:100kb-1Mb	0.39697530344500076	0.0	0.0	0.0	0.0	0.0	0.0	0.6030246965549992	0.0
PD53343a	9+:LOH:1Mb-10Mb	0.6023007264451157	0.0	0.0	0.0	0.0	0.0	0.0	0.3976992735548842	0.0
PD53343a	9+:LOH:10Mb-40Mb	0.7302873193526414	0.0	0.0	0.0	0.0	0.0	0.0	0.26971268064735865	0.0
PD53343a	9+:LOH:>40Mb	0.9825113526755916	0.0	0.0	0.0	0.0	0.0	0.0	0.017488647324408316	0.0
PD53343a	2:het:0-100kb	0.6309174891382457	0.0	0.0	0.0	0.0	0.0	0.0	0.3690825108617542	0.0
PD53343a	2:het:100kb-1Mb	0.20850517949997224	0.0	0.0	0.0	0.0	0.0	0.0	0.7914948205000277	0.0
PD53343a	2:het:1Mb-10Mb	0.14757279879438304	0.0	0.0	0.0	0.0	0.0	0.0	0.852427201205617	0.0
PD53343a	2:het:10Mb-40Mb	0.1951871014315562	0.0	0.0	0.0	0.0	0.0	0.0	0.8048128985684437	0.0
PD53343a	2:het:>40Mb	0.14343236711577173	0.0	0.0	0.0	0.0	0.0	0.0	0.8565676328842282	0.0
PD53343a	3-4:het:0-100kb	0.5849704166020451	0.0	0.0	0.0	0.0	0.0	0.0	0.41502958339795504	0.0
PD53343a	3-4:het:100kb-1Mb	0.12928525446084657	0.0	0.0	0.0	0.0	0.0	0.0	0.8707147455391534	0.0
PD53343a	3-4:het:1Mb-10Mb	0.12781960360249423	0.0	0.0	0.0	0.0	0.0	0.0	0.8721803963975057	0.0
PD53343a	3-4:het:10Mb-40Mb	0.41330353399334113	0.0	0.0	0.0	0.0	0.0	0.0	0.5866964660066588	0.0
PD53343a	3-4:het:>40Mb	0.9963928144376288	0.0	0.0	0.0	0.0	0.0	0.0	0.0036071855623711823	0.0
PD53343a	5-8:het:0-100kb	0.0873107999004387	0.0	0.0	0.0	0.0	0.0	0.0	0.9126892000995613	0.0
PD53343a	5-8:het:100kb-1Mb	0.06360355199580849	0.0	0.0	0.0	0.0	0.0	0.0	0.9363964480041915	0.0
PD53343a	5-8:het:1Mb-10Mb	0.12944823768701458	0.0	0.0	0.0	0.0	0.0	0.0	0.8705517623129854	0.0
PD53343a	5-8:het:10Mb-40Mb	0.5459611410880504	0.0	0.0	0.0	0.0	0.0	0.0	0.45403885891194967	0.0
PD53343a	5-8:het:>40Mb	0.9533812329583987	0.0	0.0	0.0	0.0	0.0	0.0	0.046618767041601256	0.0
PD53343a	9+:het:0-100kb	0.18988377489150693	0.0	0.0	0.0	0.0	0.0	0.0	0.8101162251084932	0.0
PD53343a	9+:het:100kb-1Mb	0.21979321698973817	0.0	0.0	0.0	0.0	0.0	0.0	0.7802067830102618	0.0
PD53343a	9+:het:1Mb-10Mb	0.3596556607428974	0.0	0.0	0.0	0.0	0.0	0.0	0.6403443392571027	0.0
PD53343a	9+:het:10Mb-40Mb	0.6544989396018934	0.0	0.0	0.0	0.0	0.0	0.0	0.3455010603981065	0.0
PD53343a	9+:het:>40Mb	0.980497289283733	0.0	0.0	0.0	0.0	0.0	0.0	0.019502710716266893	0.0
PD53343c	0:homdel:0-100kb	0.6876983814371816	0.0	0.0	0.0	0.0	0.28779301863841106	0.0	0.02450859992440736	0.0
PD53343c	0:homdel:100kb-1Mb	0.7121860447275865	0.0	0.0	0.0	0.0	0.25327558563190367	0.0	0.0345383696405099	0.0
PD53343c	0:homdel:>1Mb	0.8152325626539766	0.0	0.0	0.0	0.0	0.13606514881890888	0.0	0.048702288527114564	0.0
PD53343c	1:LOH:0-100kb	0.5518971286902814	0.0	0.0	0.0	0.0	0.256491296571311	0.0	0.19161157473840768	0.0
PD53343c	1:LOH:100kb-1Mb	0.6931040533249191	0.0	0.0	0.0	0.0	0.1313083848831011	0.0	0.17558756179197985	0.0
PD53343c	1:LOH:1Mb-10Mb	0.07602576741942596	0.0	0.0	0.0	0.0	0.01762319822435913	0.0	0.9063510343562149	0.0
PD53343c	1:LOH:10Mb-40Mb	0.08012259040400728	0.0	0.0	0.0	0.0	1.1198025336873779e-05	0.0	0.9198662115706557	0.0
PD53343c	1:LOH:>40Mb	0.8331391157103915	0.0	0.0	0.0	0.0	0.009337394860109656	0.0	0.15752348942949904	0.0
PD53343c	2:LOH:0-100kb	0.41537553794670595	0.0	0.0	0.0	0.0	0.38562797521129166	0.0	0.19899648684200238	0.0
PD53343c	2:LOH:100kb-1Mb	0.704743741516029	0.0	0.0	0.0	0.0	0.20031406903284554	0.0	0.0949421894511253	0.0
PD53343c	2:LOH:1Mb-10Mb	0.5417171999243566	0.0	0.0	0.0	0.0	0.0025246538376449803	0.0	0.45575814623799843	0.0
PD53343c	2:LOH:10Mb-40Mb	0.733194423034652	0.0	0.0	0.0	0.0	0.0018583313663938312	0.0	0.2649472455989543	0.0
PD53343c	2:LOH:>40Mb	0.984830162139271	0.0	0.0	0.0	0.0	0.0008957613437862435	0.0	0.014274076516942867	0.0
PD53343c	3-4:LOH:0-100kb	0.2819626819641062	0.0	0.0	0.0	0.0	0.1983794841526181	0.0	0.5196578338832757	0.0
PD53343c	3-4:LOH:100kb-1Mb	0.2022053296506975	0.0	0.0	0.0	0.0	0.17331679973017958	0.0	0.6244778706191229	0.0
PD53343c	3-4:LOH:1Mb-10Mb	0.12104593456340666	0.0	0.0	0.0	0.0	0.48880001445096694	0.0	0.39015405098562633	0.0
PD53343c	3-4:LOH:10Mb-40Mb	0.14045233858507775	0.0	0.0	0.0	0.0	0.8015885148453565	0.0	0.05795914656956569	0.0
PD53343c	3-4:LOH:>40Mb	0.281061879864885	0.0	0.0	0.0	0.0	0.6891164938712987	0.0	0.02982162626381611	0.0
PD53343c	5-8:LOH:0-100kb	0.22356223034733236	0.0	0.0	0.0	0.0	0.5387625096477074	0.0	0.2376752600049602	0.0
