MutationType	CNV48A	CNV48B	CNV48C	CNV48D	CNV48E	CNV48F	CNV48G	CNV48H	CNV48I
2:het:0-100kb	0.004462317101088615	0.0217953553062398	0.00980904485336282	0.024705561557784677	0.029923260041250614	0.011903363049266319	0.024548097132242788	0.003297684786354722	0.020470644909132717
2:het:100kb-1Mb	0.0038729600627530657	0.005742521630224928	0.01240555316613154	0.07044696033000947	0.022498237271920515	0.011416506513487547	0.011067277430708202	0.0025930199858390426	0.03853874579053468
2:het:1Mb-10Mb	0.003903571970355415	0.0001200967640481565	0.0006817013465587251	0.22519547149538993	0.009162299679030922	0.011103454256256242	0.0022263638857472757	6.573854627767161e-08	0.054488881253465425
2:het:10Mb-40Mb	9.401865566278644e-05	0.0036486369958610965	0.00046409651846005315	0.09780284655089418	0.002234409617854567	7.001619260663006e-05	0.0021460111694595694	1.6482013556196052e-07	0.0685152494918077
2:het:>40Mb	6.995876891124909e-08	0.000303362789844428	0.001626232961310059	0.035762321945767325	0.004612324614563334	0.0021785130116242614	0.0015202944820524066	2.137495410892143e-07	0.05373966924289988
3-4:het:0-100kb	0.033963699558225924	0.0278776534833014	0.04031219039810821	0.017570725322002545	0.0222381009972014	0.030554000465199353	0.056951272590085866	0.025595787893980742	0.029767952086403968
3-4:het:100kb-1Mb	0.08114011396188289	0.06857509918512733	0.09843668115325271	0.03681794765405357	0.046014099216234	0.057892882637679575	0.06977034056559205	0.019171640049433582	0.06372251051943749
3-4:het:1Mb-10Mb	0.14649861105717718	0.24306517027318478	0.08394904793007299	0.09043534252792597	0.18684314962476492	0.06865403419360519	0.10686419108882546	0.0576165331620723	0.11568693978712219
3-4:het:10Mb-40Mb	0.09520350020378827	0.17993344783782958	0.09640118722058105	0.009767604130902328	0.11202323734760285	0.029259141810471193	0.16978990633040666	0.02350457648941593	0.039422241392312575
3-4:het:>40Mb	0.10623965818434954	0.052740648183571465	0.12269227446696732	2.997658384629176e-08	0.05272742277052387	0.06890731334686279	0.1411829750612378	0.00794347322777753	0.03887699201537884
5-8:het:0-100kb	0.03906615718733519	0.02916605615057051	0.035465846213046465	0.012447378081924398	0.026478664290625602	0.03775833032093942	0.02795206355388473	0.027464132574386894	0.025638654937501996
5-8:het:100kb-1Mb	0.039020575787872075	0.04326701525598765	0.07333828973118216	0.02051996424794197	0.02009676640956453	0.05781654720311053	0.028044121857965364	0.037453947588801384	0.04920524268061854
5-8:het:1Mb-10Mb	0.03218794313259423	0.07735353811236564	0.1352790983952582	0.032151950588449836	0.028687275477059303	0.02158103414811194	0.0070122805307619275	0.20755616933107376	0.07745597790461034
5-8:het:10Mb-40Mb	0.0002685022710875273	0.06764409366995096	0.03956850431686689	0.004464473266397135	0.004187671977824152	0.004903228352395384	0.02050877747178703	0.11016827329228818	0.03342687815280783
5-8:het:>40Mb	0.0010733508896712963	0.002276732545611253	0.030864509073164754	1.9200943821573446e-08	0.003149126990040543	0.020232344029968773	0.023099794271582253	0.016794957841261747	0.002381393080901475
9+:het:0-100kb	0.05201648118220192	0.004880122743898028	0.023349658861311583	0.004647913069838552	0.008322990835572667	0.02928744923090562	0.021610133645881432	0.006070417428755114	0.012172908956736278
9+:het:100kb-1Mb	0.019750197400571778	0.02141166747321302	0.01854154488847932	0.010302452135772456	0.01464103717398757	0.22048097223043442	0.01145790274190631	0.04630723802372813	0.023611057751440113
9+:het:1Mb-10Mb	0.003587291798377521	0.022157555776648224	0.00933184475715393	0.0020934237558716973	0.018303778990388934	0.1032282205298543	0.015379475440884107	0.08700018101371824	0.009759932692757456
9+:het:10Mb-40Mb	0.0001685295404183762	1.1175441755995052e-07	9.068806395584161e-05	0.0007608738434852214	1.6687713589647045e-07	1.3917033630406195e-07	1.888023254892346e-07	0.008955141797544855	0.0017091880292967032
9+:het:>40Mb	3.4006386074700854e-05	2.735385209895469e-07	3.056448129429512e-05	3.1163582782767206e-07	3.869783211740696e-07	2.796751953582088e-07	5.683251875154837e-07	0.002149031093601188	3.2015878368856224e-05
