NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	56.75	38.758	13.947	32.875	0.18	0.919	60000.0
2	61.638	42.519	15.628	36.34	0.203	0.899	40000.0
3	61.373	40.563	15.456	34.939	0.181	0.913	40000.0
4	58.359	40.207	15.089	35.148	0.188	0.91	30000.0
5	58.943	40.078	14.77	33.709	0.188	0.917	30000.0
6	58.816	40.419	14.646	33.495	0.191	0.92	30000.0
7	56.594	38.489	14.016	32.115	0.183	0.925	70000.0
8	56.974	38.404	14.048	32.383	0.177	0.923	20000.0
9	56.682	38.802	14.125	32.406	0.178	0.921	40000.0
10	58.565	39.819	14.227	33.116	0.187	0.921	30000.0
11	58.669	40.246	14.624	33.289	0.184	0.92	40000.0
12	57.838	39.164	14.392	32.85	0.178	0.922	40000.0
13	55.486	37.566	13.347	31.114	0.177	0.928	30000.0
14	60.421	41.365	15.051	34.608	0.199	0.915	30000.0
15	57.367	38.82	14.144	32.472	0.179	0.922	30000.0
16	59.472	39.641	14.767	33.62	0.175	0.918	40000.0
17	57.696	39.72	14.412	33.629	0.184	0.917	40000.0
18	60.867	41.899	15.545	35.997	0.195	0.905	60000.0
19	59.975	40.966	15.045	34.698	0.187	0.912	20000.0
20	59.386	40.491	14.833	34.421	0.188	0.913	30000.0
21	56.098	38.296	13.907	31.694	0.178	0.927	30000.0
22	59.15	39.884	14.729	33.691	0.183	0.918	30000.0
23	57.583	39.747	14.59	33.763	0.179	0.914	50000.0
24	60.898	41.353	15.31	35.4	0.193	0.908	110000.0
25	57.652	39.441	14.468	33.305	0.174	0.921	40000.0
26	55.673	37.802	13.747	31.677	0.176	0.93	50000.0
27	56.565	37.961	13.961	31.922	0.176	0.923	20000.0
28	55.748	38.349	13.937	32.498	0.179	0.923	40000.0
29	58.436	40.346	14.596	34.128	0.188	0.916	40000.0
30	59.668	40.99	14.688	34.209	0.189	0.912	30000.0
31	58.146	39.295	14.853	33.745	0.183	0.915	20000.0
32	60.713	41.768	15.549	36.009	0.195	0.904	20000.0
33	57.405	39.001	14.254	33.147	0.182	0.919	20000.0
34	56.763	39.293	14.778	33.282	0.185	0.918	50000.0
35	55.761	37.725	13.793	31.565	0.179	0.927	30000.0
36	58.027	39.189	14.53	33.41	0.172	0.919	60000.0
37	55.988	37.78	13.987	32.054	0.172	0.925	20000.0
38	57.622	38.271	14.153	32.129	0.177	0.924	20000.0
39	60.038	40.705	15.095	34.694	0.19	0.912	50000.0
40	60.546	41.543	15.669	36.089	0.193	0.903	30000.0
41	59.958	40.832	14.803	34.018	0.193	0.916	20000.0
42	59.967	40.341	15.365	34.67	0.188	0.915	50000.0
43	61.671	41.832	15.925	36.351	0.195	0.904	30000.0
