NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
44	60.777	40.726	14.999	34.262	0.185	0.911	40000.0
45	57.454	39.835	14.402	34.048	0.185	0.912	30000.0
46	60.064	41.416	15.032	34.867	0.193	0.911	30000.0
47	58.429	40.215	14.888	34.761	0.183	0.913	40000.0
48	59.443	41.482	15.231	35.92	0.196	0.904	40000.0
49	60.178	39.679	15.2	34.08	0.177	0.915	40000.0
50	57.007	38.539	14.305	32.834	0.179	0.923	30000.0
51	57.491	38.682	14.209	32.487	0.176	0.922	20000.0
52	59.652	39.975	15.158	34.287	0.176	0.916	40000.0
53	59.589	40.653	14.845	34.211	0.192	0.916	20000.0
54	61.014	40.818	15.399	35.083	0.182	0.911	40000.0
55	54.509	37.172	13.668	31.285	0.17	0.928	20000.0
56	58.749	39.915	14.845	33.635	0.18	0.921	40000.0
57	58.828	39.471	14.768	33.836	0.178	0.916	20000.0
58	60.584	40.138	15.388	34.622	0.182	0.911	20000.0
59	58.966	40.175	14.7	33.863	0.187	0.915	40000.0
60	60.006	41.384	14.8	34.475	0.197	0.915	30000.0
61	57.762	39.152	14.102	32.27	0.183	0.924	50000.0
62	57.696	38.787	14.862	34.15	0.176	0.914	40000.0
63	58.863	38.457	14.666	32.43	0.177	0.923	30000.0
64	59.104	40.249	14.648	33.989	0.186	0.916	30000.0
65	57.984	39.7	14.418	32.892	0.186	0.921	40000.0
66	59.084	39.718	14.252	33.165	0.185	0.917	20000.0
67	57.276	38.47	14.34	32.196	0.182	0.925	40000.0
68	57.105	38.488	14.048	32.11	0.185	0.925	30000.0
69	58.461	40.382	14.699	33.797	0.19	0.916	20000.0
70	58.331	39.324	14.431	33.049	0.182	0.922	20000.0
71	59.663	39.757	15.199	34.411	0.179	0.915	30000.0
72	59.598	40.237	14.987	33.795	0.19	0.916	40000.0
73	59.332	40.045	14.84	33.699	0.185	0.918	20000.0
74	58.314	39.953	14.698	34.01	0.182	0.915	30000.0
75	58.503	40.784	14.666	34.52	0.191	0.911	20000.0
76	58.82	40.3	15.378	35.182	0.187	0.912	30000.0
77	58.695	39.338	14.554	32.828	0.183	0.923	50000.0
78	57.586	38.716	14.526	33.497	0.181	0.917	40000.0
79	61.411	41.715	15.52	36.177	0.194	0.903	20000.0
80	59.093	40.126	14.394	33.166	0.189	0.92	30000.0
81	57.206	38.779	14.764	33.506	0.178	0.919	20000.0
82	60.084	40.02	15.322	34.016	0.183	0.916	30000.0
83	59.295	40.354	14.892	34.581	0.189	0.91	30000.0
84	58.488	39.883	14.808	33.581	0.184	0.917	40000.0
85	59.634	40.471	14.602	34.014	0.188	0.912	30000.0
86	57.063	38.83	14.006	32.808	0.18	0.919	30000.0
87	57.963	39.18	14.34	33.419	0.183	0.917	30000.0
88	57.769	39.586	14.657	33.744	0.189	0.915	40000.0
89	57.967	39.228	14.35	32.731	0.184	0.923	20000.0
90	56.965	38.997	14.182	32.614	0.181	0.922	20000.0
91	60.278	40.668	15.146	34.582	0.189	0.912	20000.0
92	58.865	40.158	14.727	33.932	0.181	0.917	30000.0
93	57.178	39.146	14.229	32.394	0.189	0.924	20000.0
94	55.915	37.965	13.815	32.259	0.177	0.923	20000.0
95	56.585	37.965	14.275	32.832	0.176	0.922	40000.0
96	57.865	39.421	13.88	32.185	0.189	0.92	20000.0
97	58.213	39.942	14.717	33.638	0.185	0.916	30000.0
98	55.375	37.234	13.738	31.138	0.172	0.928	20000.0
99	57.664	38.67	14.341	32.411	0.183	0.922	30000.0
100	57.266	38.497	14.318	32.82	0.174	0.922	40000.0
