NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	128.984	81.356	30.378	65.306	0.567	0.642	20000.0
2	130.447	82.629	31.282	66.247	0.601	0.633	20000.0
3	129.903	81.856	30.732	65.655	0.584	0.638	20000.0
4	128.318	81.068	30.895	66.114	0.575	0.633	30000.0
5	132.169	83.182	31.104	66.0	0.588	0.635	20000.0
6	130.894	82.441	30.162	65.17	0.578	0.642	20000.0
7	131.15	82.5	30.544	65.822	0.579	0.636	30000.0
8	130.566	82.426	31.2	66.049	0.59	0.633	20000.0
9	132.636	83.888	31.113	66.668	0.6	0.625	20000.0
10	127.188	80.283	29.867	64.645	0.562	0.647	40000.0
11	129.956	81.927	31.024	66.06	0.584	0.632	20000.0
12	130.767	82.555	31.418	66.541	0.592	0.629	40000.0
13	130.242	82.505	30.904	66.056	0.591	0.635	20000.0
14	130.966	82.962	31.104	66.117	0.59	0.635	30000.0
15	131.308	82.847	31.158	66.137	0.586	0.632	20000.0
16	130.211	82.389	30.917	66.077	0.596	0.631	20000.0
17	129.362	81.88	30.828	65.33	0.578	0.645	20000.0
18	129.486	81.419	30.327	64.979	0.573	0.644	20000.0
19	129.436	81.948	30.559	65.76	0.574	0.632	20000.0
20	129.073	81.404	31.109	65.687	0.576	0.641	20000.0
21	129.591	82.465	31.071	66.111	0.593	0.633	20000.0
22	127.501	80.613	29.947	64.698	0.568	0.649	30000.0
23	128.894	81.438	30.76	65.801	0.569	0.638	20000.0
24	128.017	80.848	30.778	65.407	0.568	0.641	20000.0
25	129.904	81.886	30.841	65.847	0.577	0.639	20000.0
26	131.415	83.133	31.494	66.284	0.598	0.634	20000.0
27	130.227	82.333	30.983	65.931	0.583	0.636	20000.0
28	130.49	82.71	30.856	65.281	0.582	0.645	20000.0
29	132.695	84.05	31.282	66.338	0.599	0.63	20000.0
30	129.609	82.054	30.644	65.904	0.58	0.635	20000.0
31	131.028	82.541	31.284	66.628	0.592	0.625	40000.0
32	133.4	84.623	31.996	67.32	0.609	0.623	20000.0
33	132.267	83.786	30.587	66.043	0.602	0.632	20000.0
34	131.103	82.91	31.092	65.908	0.589	0.637	20000.0
35	129.077	81.756	30.487	65.49	0.587	0.64	20000.0
36	131.198	83.001	30.788	65.966	0.589	0.633	20000.0
37	129.817	82.74	30.692	65.723	0.583	0.638	20000.0
38	130.837	82.744	30.89	65.319	0.579	0.648	20000.0
39	129.803	82.327	30.474	65.459	0.596	0.64	20000.0
40	130.318	83.053	30.377	65.305	0.59	0.636	20000.0
41	128.965	82.002	30.478	65.571	0.572	0.638	20000.0
42	129.17	81.613	30.416	65.25	0.58	0.644	20000.0
43	129.207	81.907	30.752	65.707	0.581	0.637	20000.0
44	131.524	83.271	31.204	66.207	0.594	0.634	20000.0
45	129.724	81.448	30.305	65.594	0.576	0.636	20000.0
46	131.301	83.101	31.903	67.074	0.599	0.625	20000.0
47	130.505	82.511	30.619	65.823	0.587	0.632	40000.0
48	129.717	82.045	30.128	65.005	0.588	0.637	20000.0
49	131.386	83.55	31.331	66.409	0.589	0.634	20000.0
50	129.385	81.611	30.467	64.951	0.57	0.649	20000.0
51	130.621	83.31	30.97	66.161	0.593	0.632	20000.0
52	131.409	82.572	31.221	66.362	0.59	0.631	20000.0
53	128.178	81.172	30.355	64.875	0.577	0.647	20000.0
54	128.701	81.536	31.3	66.767	0.582	0.628	20000.0
55	128.265	80.512	30.136	65.2	0.564	0.642	20000.0
56	130.992	83.138	30.659	66.208	0.602	0.627	20000.0
57	128.962	81.482	30.764	66.277	0.582	0.627	20000.0
58	130.674	81.981	31.1	66.028	0.569	0.635	20000.0
59	128.905	81.361	30.78	65.781	0.583	0.635	40000.0
60	130.411	82.228	30.865	66.131	0.585	0.634	20000.0
61	130.059	81.979	30.553	65.635	0.576	0.638	20000.0
62	130.657	82.302	31.012	65.888	0.587	0.633	20000.0
63	129.016	81.657	30.6	65.523	0.578	0.64	30000.0
64	130.906	83.211	31.183	66.352	0.589	0.631	20000.0
65	132.237	83.732	30.513	65.794	0.606	0.633	20000.0
66	130.835	82.817	30.281	65.218	0.593	0.637	20000.0
67	132.895	84.409	31.252	66.658	0.603	0.623	20000.0
68	131.432	83.734	31.079	66.43	0.6	0.631	20000.0
69	130.046	82.36	31.527	66.661	0.589	0.627	20000.0
70	129.587	81.681	30.69	65.668	0.578	0.635	20000.0
71	127.174	80.705	29.788	64.77	0.569	0.644	20000.0
72	132.319	83.602	31.797	67.024	0.594	0.626	20000.0
73	127.491	80.814	29.532	64.389	0.569	0.648	30000.0
74	131.596	83.067	30.977	66.279	0.584	0.629	20000.0
75	128.305	80.815	30.065	64.562	0.565	0.648	20000.0
76	131.135	82.779	30.781	65.798	0.586	0.636	20000.0
77	129.618	81.985	30.036	65.146	0.574	0.64	20000.0
78	129.942	81.501	30.825	65.572	0.569	0.641	20000.0
79	131.912	83.203	31.097	66.456	0.59	0.629	20000.0
80	130.705	82.591	31.16	66.242	0.581	0.632	20000.0
81	131.054	83.207	31.331	66.381	0.596	0.63	20000.0
82	127.431	81.011	29.405	64.703	0.569	0.643	20000.0
83	130.275	81.725	31.515	66.432	0.591	0.629	20000.0
84	128.759	81.593	30.464	65.217	0.58	0.644	20000.0
85	131.342	82.665	31.084	66.671	0.591	0.624	20000.0
86	129.324	81.997	29.891	65.074	0.582	0.641	20000.0
87	129.652	82.089	30.354	65.002	0.577	0.642	30000.0
88	129.471	82.144	30.688	65.653	0.592	0.638	20000.0
89	131.051	82.515	31.072	65.753	0.582	0.638	20000.0
90	134.178	84.856	31.576	67.294	0.604	0.622	20000.0
91	131.389	83.046	30.84	66.507	0.593	0.625	20000.0
92	130.868	82.393	31.158	66.159	0.593	0.633	30000.0
93	131.394	82.871	31.322	66.632	0.59	0.629	20000.0
94	127.68	80.833	30.136	64.587	0.575	0.649	20000.0
95	126.91	80.514	29.954	65.335	0.573	0.641	20000.0
96	133.845	83.947	31.255	66.517	0.598	0.627	20000.0
97	130.168	82.544	30.211	65.439	0.58	0.638	30000.0
98	127.902	80.883	29.989	65.582	0.573	0.633	20000.0
99	130.176	82.06	30.749	66.172	0.579	0.629	20000.0
100	128.511	81.402	30.971	65.157	0.576	0.645	20000.0
