NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	67.778	45.477	16.508	37.75	0.231	0.896	20000.0
2	69.534	47.046	17.004	39.0	0.241	0.889	40000.0
3	69.123	45.434	16.9	38.103	0.23	0.895	70000.0
4	68.488	46.148	17.132	38.95	0.236	0.89	20000.0
5	66.824	44.636	16.457	36.905	0.227	0.901	20000.0
6	67.607	45.555	16.683	37.523	0.236	0.897	20000.0
7	68.422	46.828	17.07	39.341	0.238	0.885	50000.0
8	67.694	45.977	16.727	38.285	0.234	0.893	40000.0
9	65.912	44.271	16.087	36.342	0.217	0.904	30000.0
10	67.231	45.496	16.354	37.92	0.23	0.896	20000.0
11	69.479	47.438	17.189	39.149	0.239	0.886	30000.0
12	67.925	46.222	16.83	38.512	0.232	0.892	30000.0
13	65.814	44.055	15.789	36.062	0.223	0.906	20000.0
14	69.274	46.048	17.091	38.608	0.24	0.893	20000.0
15	69.268	46.309	17.421	39.334	0.226	0.888	30000.0
16	69.056	46.241	17.406	39.753	0.229	0.883	30000.0
17	68.663	46.087	17.225	38.692	0.226	0.891	20000.0
18	69.75	47.335	17.453	39.932	0.242	0.881	40000.0
19	69.083	46.396	17.138	39.057	0.233	0.887	20000.0
20	69.239	47.042	17.369	40.013	0.24	0.882	30000.0
21	67.298	45.884	16.953	38.51	0.226	0.895	20000.0
22	67.389	45.486	16.507	37.686	0.236	0.891	20000.0
23	67.3	46.484	16.782	38.865	0.234	0.888	20000.0
24	71.85	48.311	17.838	40.847	0.247	0.877	30000.0
25	68.044	45.696	16.875	38.481	0.222	0.893	40000.0
26	66.796	45.019	16.103	36.752	0.225	0.904	20000.0
27	66.278	45.159	16.568	38.188	0.222	0.895	30000.0
28	66.049	45.29	16.392	37.915	0.239	0.889	50000.0
29	66.888	45.49	16.656	38.549	0.228	0.889	40000.0
30	68.314	47.14	16.664	38.809	0.236	0.887	50000.0
31	69.924	46.256	17.128	38.471	0.235	0.889	40000.0
32	69.947	47.569	17.428	39.877	0.242	0.882	20000.0
33	67.482	44.858	16.656	37.647	0.229	0.894	20000.0
34	68.074	45.964	17.209	38.322	0.234	0.892	40000.0
35	66.973	45.516	16.62	38.047	0.23	0.892	30000.0
36	69.081	45.741	17.028	38.543	0.228	0.891	20000.0
37	68.17	45.749	16.905	38.451	0.228	0.893	30000.0
38	67.596	45.972	16.974	38.941	0.233	0.89	60000.0
39	71.46	48.055	17.674	40.31	0.246	0.877	20000.0
40	71.539	47.815	17.794	40.588	0.243	0.882	20000.0
41	70.559	48.19	17.725	40.569	0.242	0.879	30000.0
42	68.809	45.989	17.264	38.617	0.23	0.893	20000.0
43	70.105	47.234	17.788	40.198	0.24	0.882	20000.0
44	69.96	46.44	17.119	38.878	0.234	0.886	40000.0
45	65.494	44.571	16.149	37.594	0.229	0.894	80000.0
46	69.092	47.067	17.069	39.172	0.237	0.887	40000.0
47	67.609	45.044	16.221	37.184	0.225	0.899	30000.0
48	69.552	47.306	17.149	39.509	0.241	0.887	30000.0
49	68.038	45.585	16.737	38.217	0.227	0.893	60000.0
50	67.857	45.667	16.855	38.495	0.229	0.891	20000.0
51	68.34	46.096	16.738	38.316	0.219	0.896	30000.0
52	68.951	45.832	17.283	38.548	0.223	0.892	40000.0
53	69.126	46.458	16.91	38.474	0.241	0.894	30000.0
54	66.66	44.384	16.18	36.697	0.223	0.901	30000.0
55	65.202	43.459	16.289	36.428	0.216	0.903	40000.0
56	65.985	44.297	16.426	37.046	0.227	0.9	30000.0
57	67.654	45.83	17.119	39.218	0.224	0.887	30000.0
58	68.393	46.356	16.712	38.01	0.237	0.896	30000.0
59	67.742	46.318	16.716	38.535	0.235	0.889	40000.0
60	69.983	47.391	17.397	39.971	0.243	0.885	20000.0
61	70.827	48.466	17.487	40.194	0.247	0.878	20000.0
62	68.129	45.822	17.005	38.942	0.231	0.889	60000.0
63	67.722	44.412	16.486	36.681	0.224	0.906	50000.0
