NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
91	81.43	40.055	19.519	34.553	0.177	0.914	20000.0
92	82.874	39.843	21.73	36.165	0.173	0.904	20000.0
93	82.292	39.821	21.402	35.86	0.171	0.905	20000.0
94	82.228	39.819	20.447	34.988	0.168	0.91	20000.0
95	83.301	40.293	20.369	34.627	0.172	0.913	20000.0
96	80.636	39.472	19.852	34.457	0.167	0.912	20000.0
97	79.046	38.874	19.49	33.756	0.168	0.917	30000.0
98	81.3	39.498	19.952	34.17	0.174	0.918	50000.0
99	80.951	39.213	19.977	34.796	0.169	0.911	30000.0
100	77.787	38.1	20.073	34.29	0.16	0.914	20000.0
