NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	81.781	39.918	20.803	35.344	0.166	0.912	30000.0
2	81.697	39.639	19.958	34.384	0.167	0.912	20000.0
3	77.435	37.823	19.335	33.337	0.16	0.919	20000.0
4	84.458	40.845	21.32	36.318	0.179	0.908	50000.0
5	79.65	38.511	19.775	34.119	0.161	0.914	30000.0
6	80.773	39.35	19.818	34.518	0.172	0.911	30000.0
7	82.953	39.958	21.33	36.392	0.166	0.899	20000.0
8	79.464	38.505	19.456	33.589	0.166	0.914	40000.0
9	80.877	39.44	20.1	34.342	0.164	0.916	40000.0
10	81.773	40.155	20.495	35.458	0.175	0.909	20000.0
11	79.269	38.906	19.299	33.611	0.165	0.921	20000.0
12	85.464	41.057	22.886	37.918	0.173	0.894	20000.0
13	82.421	39.766	19.983	34.714	0.171	0.907	20000.0
14	82.485	40.314	20.391	34.688	0.177	0.916	40000.0
15	82.695	40.001	20.203	35.129	0.17	0.908	30000.0
16	76.502	37.507	19.105	32.981	0.163	0.919	30000.0
17	84.082	40.7	21.909	37.177	0.175	0.896	20000.0
18	80.998	39.247	20.435	35.515	0.17	0.906	30000.0
19	84.11	41.043	21.101	36.677	0.178	0.902	20000.0
20	79.912	38.607	19.698	33.767	0.168	0.919	20000.0
21	79.463	38.823	19.164	33.538	0.162	0.919	30000.0
22	81.795	39.189	21.083	35.295	0.163	0.907	50000.0
23	81.436	39.63	20.487	35.052	0.172	0.91	20000.0
24	82.315	40.28	21.081	35.615	0.17	0.91	40000.0
25	78.074	37.928	19.551	34.245	0.167	0.911	20000.0
26	82.606	40.068	21.213	35.563	0.174	0.912	20000.0
27	80.49	39.369	19.792	34.486	0.174	0.911	20000.0
28	79.082	38.716	19.085	33.329	0.166	0.919	20000.0
29	81.424	39.531	20.703	35.231	0.174	0.911	30000.0
30	80.578	39.234	20.505	35.714	0.166	0.904	20000.0
31	80.354	39.105	20.434	34.615	0.162	0.915	40000.0
32	78.902	38.507	19.057	33.375	0.167	0.92	30000.0
33	86.393	41.048	21.546	36.148	0.193	0.899	30000.0
34	80.242	38.745	19.35	33.304	0.17	0.919	30000.0
35	83.133	40.244	21.038	35.728	0.173	0.9	50000.0
36	82.473	39.915	20.902	35.779	0.178	0.906	20000.0
37	84.173	40.805	20.983	36.334	0.178	0.906	30000.0
38	83.486	41.06	20.781	35.891	0.178	0.906	20000.0
39	79.994	39.126	19.73	34.037	0.163	0.917	40000.0
40	82.759	40.419	20.155	35.081	0.17	0.914	30000.0
41	83.875	40.871	20.485	35.365	0.171	0.911	20000.0
42	81.258	39.605	20.275	35.054	0.175	0.911	20000.0
43	84.429	40.938	21.358	36.385	0.17	0.906	20000.0
44	82.745	40.302	20.785	36.05	0.18	0.899	20000.0
45	78.856	38.291	19.95	34.497	0.172	0.913	20000.0
46	78.61	38.483	19.348	33.258	0.163	0.923	30000.0
47	80.047	38.965	19.997	33.681	0.169	0.919	20000.0
48	80.635	39.736	20.603	35.512	0.165	0.909	30000.0
49	80.01	38.578	20.639	35.058	0.159	0.909	30000.0
50	80.681	39.4	19.949	34.049	0.169	0.918	20000.0
51	77.728	38.071	19.229	33.178	0.159	0.918	30000.0
52	79.088	38.387	19.564	33.549	0.162	0.923	30000.0
53	81.337	39.988	19.864	35.115	0.173	0.908	50000.0
54	79.588	38.207	20.209	34.426	0.155	0.912	40000.0
55	79.859	38.306	20.832	35.228	0.161	0.909	30000.0
56	84.343	40.584	21.292	36.476	0.172	0.902	30000.0
57	83.287	39.974	21.76	36.935	0.171	0.9	20000.0
58	82.615	40.063	20.752	35.189	0.171	0.914	20000.0
59	84.874	40.696	21.549	36.646	0.179	0.899	20000.0
60	79.377	38.628	20.332	34.618	0.165	0.919	40000.0
61	86.197	41.959	22.536	38.749	0.176	0.895	20000.0
62	83.577	40.727	21.682	36.688	0.172	0.904	20000.0
63	81.246	39.114	20.24	34.572	0.161	0.914	30000.0
64	81.41	39.645	20.323	34.547	0.176	0.914	40000.0
65	81.083	39.318	19.753	33.981	0.171	0.916	20000.0
66	82.278	40.146	20.187	35.189	0.167	0.911	30000.0
67	82.015	39.961	20.081	34.316	0.182	0.915	20000.0
68	83.119	39.772	21.397	35.719	0.162	0.906	30000.0
69	79.731	38.946	20.178	34.741	0.165	0.912	30000.0
70	82.838	39.631	21.949	36.498	0.164	0.904	40000.0
71	83.715	41.22	22.002	38.001	0.183	0.894	30000.0
72	85.553	41.054	21.666	36.512	0.175	0.902	60000.0
73	83.944	40.674	20.932	36.226	0.178	0.902	20000.0
74	83.537	40.415	21.32	36.6	0.17	0.901	20000.0
75	81.047	39.35	20.27	34.921	0.169	0.916	20000.0
76	83.675	40.814	20.59	35.91	0.177	0.907	20000.0
77	80.405	38.688	19.648	33.782	0.164	0.913	20000.0
78	78.354	37.83	19.742	33.738	0.163	0.919	20000.0
79	81.38	39.108	21.825	36.316	0.168	0.901	40000.0
80	82.509	39.962	21.446	36.529	0.171	0.9	20000.0
81	78.995	38.057	19.516	33.604	0.164	0.921	30000.0
82	81.527	39.84	19.545	34.167	0.172	0.918	20000.0
83	83.278	40.684	21.793	37.044	0.187	0.903	30000.0
84	82.659	40.046	21.552	37.044	0.174	0.9	40000.0
85	78.727	38.594	19.199	33.016	0.169	0.922	50000.0
86	83.455	40.77	21.147	35.852	0.177	0.909	20000.0
87	84.848	40.661	22.086	37.34	0.168	0.907	40000.0
88	81.62	39.282	21.365	36.686	0.169	0.9	20000.0
89	82.955	40.497	20.134	35.07	0.173	0.914	20000.0
90	79.395	38.958	20.464	35.388	0.167	0.902	20000.0
