NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	62.641	42.702	15.342	35.946	0.211	0.905	30000.0
2	67.104	45.376	16.616	37.83	0.224	0.895	20000.0
3	66.397	44.524	16.532	37.786	0.217	0.899	30000.0
4	63.301	42.594	15.615	35.574	0.216	0.907	50000.0
5	63.524	42.567	15.783	35.528	0.211	0.908	40000.0
6	64.644	43.759	15.994	36.338	0.221	0.905	40000.0
7	65.596	44.3	16.208	37.05	0.219	0.901	20000.0
8	65.282	44.375	15.899	36.79	0.217	0.9	20000.0
9	62.594	41.843	15.263	34.271	0.197	0.917	30000.0
10	64.57	43.681	15.809	36.927	0.214	0.898	30000.0
11	65.651	44.28	16.057	36.298	0.215	0.906	40000.0
12	64.218	43.448	16.115	36.621	0.212	0.903	20000.0
13	61.136	41.25	14.698	34.055	0.202	0.915	30000.0
14	66.398	44.621	16.208	36.936	0.224	0.901	20000.0
15	64.026	42.827	15.933	36.154	0.209	0.905	20000.0
16	63.415	42.958	16.227	37.049	0.218	0.898	20000.0
17	63.423	42.717	15.628	35.83	0.205	0.906	50000.0
18	66.614	44.533	16.396	37.372	0.226	0.892	20000.0
19	67.67	45.554	16.839	38.696	0.225	0.887	20000.0
20	66.114	43.56	16.116	36.386	0.21	0.904	20000.0
21	64.227	43.448	16.05	36.586	0.203	0.903	20000.0
22	64.127	43.688	16.093	37.051	0.212	0.899	40000.0
23	63.584	43.246	15.566	35.647	0.208	0.91	20000.0
24	66.991	45.249	16.476	37.867	0.224	0.896	40000.0
25	65.428	44.314	16.271	37.039	0.206	0.902	30000.0
26	64.595	43.141	16.0	36.151	0.207	0.906	60000.0
27	63.733	43.458	16.076	37.044	0.207	0.902	30000.0
28	63.073	42.754	15.561	35.795	0.206	0.904	20000.0
29	63.298	43.672	16.011	37.344	0.211	0.898	20000.0
30	65.512	44.877	16.009	37.059	0.219	0.897	30000.0
31	66.003	45.417	16.81	38.691	0.223	0.886	20000.0
32	66.055	44.629	16.469	37.798	0.221	0.895	20000.0
33	62.717	41.74	15.427	35.014	0.204	0.909	20000.0
34	64.026	43.23	15.972	35.995	0.21	0.905	40000.0
35	62.227	41.973	15.146	34.683	0.209	0.909	20000.0
36	64.432	43.767	16.051	36.795	0.21	0.9	40000.0
37	64.097	43.014	15.833	35.902	0.21	0.906	30000.0
38	64.629	43.562	16.093	36.676	0.215	0.902	40000.0
39	65.151	43.766	16.13	36.675	0.218	0.901	30000.0
40	66.36	46.002	16.688	39.028	0.232	0.886	30000.0
41	67.174	44.815	16.683	37.594	0.22	0.899	30000.0
42	66.93	44.543	16.825	37.545	0.215	0.898	20000.0
43	67.798	45.78	17.091	38.792	0.225	0.891	30000.0
44	67.152	44.631	16.554	37.326	0.214	0.896	40000.0
45	62.562	42.376	15.378	35.673	0.211	0.903	30000.0
46	66.227	44.771	16.424	37.555	0.221	0.897	30000.0
47	65.024	43.777	15.748	36.382	0.209	0.902	20000.0
48	65.369	45.408	16.553	38.774	0.226	0.889	20000.0
49	64.371	43.053	15.902	36.231	0.209	0.904	50000.0
50	63.718	43.373	15.86	36.409	0.214	0.904	20000.0
51	62.981	42.416	15.565	35.381	0.203	0.909	50000.0
52	63.869	43.451	16.234	37.045	0.209	0.9	30000.0
53	67.226	45.15	16.581	37.723	0.223	0.897	30000.0
54	63.788	43.505	15.71	36.31	0.212	0.903	40000.0
55	63.479	43.274	16.318	37.1	0.208	0.899	20000.0
56	64.356	43.36	16.172	36.408	0.215	0.905	30000.0
57	64.284	43.715	16.337	37.5	0.208	0.897	40000.0
58	64.409	43.151	15.888	36.031	0.217	0.906	20000.0
59	65.432	45.106	16.53	37.948	0.223	0.896	30000.0
60	64.826	43.56	15.922	36.323	0.217	0.903	40000.0
61	66.165	44.709	16.273	36.934	0.218	0.9	40000.0
62	65.465	43.588	16.337	37.519	0.209	0.895	40000.0
63	62.792	42.843	15.698	35.687	0.212	0.908	40000.0
64	65.216	43.812	16.042	36.591	0.219	0.901	40000.0
65	64.482	43.067	15.942	35.742	0.212	0.908	20000.0
66	66.38	44.929	16.182	37.573	0.218	0.895	30000.0
67	64.383	43.706	16.559	37.289	0.215	0.899	20000.0
68	65.908	44.436	16.439	37.522	0.217	0.897	40000.0
69	66.504	44.763	16.467	37.078	0.223	0.902	20000.0
70	63.25	42.241	15.397	34.762	0.211	0.912	30000.0
