NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	67.622	33.326	16.941	29.966	0.124	0.935	20000.0
2	66.894	32.625	16.689	28.756	0.12	0.94	20000.0
3	66.757	33.14	16.932	29.969	0.129	0.93	30000.0
4	64.406	31.671	15.726	27.882	0.121	0.94	20000.0
5	64.016	31.377	15.769	27.365	0.123	0.945	30000.0
6	66.781	32.96	17.321	30.077	0.124	0.932	30000.0
7	72.185	34.928	17.868	30.322	0.14	0.933	30000.0
8	64.851	32.217	16.558	28.552	0.12	0.939	30000.0
9	65.409	32.406	16.684	29.258	0.119	0.935	20000.0
10	67.925	33.373	16.937	28.81	0.127	0.938	20000.0
11	62.523	30.928	16.232	28.416	0.109	0.941	20000.0
12	66.292	32.115	16.508	28.369	0.117	0.942	30000.0
13	69.354	34.079	17.634	30.539	0.126	0.93	20000.0
14	69.925	34.727	17.339	30.335	0.137	0.934	40000.0
15	67.813	32.87	16.807	29.442	0.121	0.935	50000.0
16	66.747	32.751	17.202	29.58	0.12	0.934	30000.0
17	64.722	31.834	16.518	29.067	0.117	0.937	40000.0
18	69.248	33.825	18.754	31.234	0.125	0.928	30000.0
19	66.656	32.602	16.962	29.271	0.122	0.937	30000.0
20	65.763	32.759	16.585	29.594	0.125	0.932	20000.0
21	68.549	33.08	16.938	28.816	0.122	0.943	40000.0
22	66.385	32.474	17.226	29.595	0.119	0.936	70000.0
23	65.769	32.204	16.452	28.94	0.121	0.937	30000.0
24	68.607	33.739	17.855	31.257	0.124	0.925	20000.0
25	63.732	31.638	15.722	28.067	0.115	0.938	20000.0
26	66.069	33.027	16.516	29.403	0.128	0.933	40000.0
27	68.748	33.809	16.903	30.015	0.129	0.93	30000.0
28	65.378	32.53	16.759	29.544	0.117	0.931	30000.0
29	68.43	33.847	17.418	30.172	0.129	0.934	30000.0
30	64.109	31.516	16.002	27.894	0.118	0.943	20000.0
31	71.726	35.135	17.768	31.158	0.14	0.924	20000.0
32	68.899	34.034	17.434	30.535	0.132	0.931	20000.0
33	65.987	33.074	16.296	28.835	0.122	0.936	20000.0
34	65.54	32.388	16.548	29.023	0.117	0.936	30000.0
35	66.914	32.908	17.141	29.831	0.126	0.934	20000.0
36	71.682	34.794	17.706	30.526	0.134	0.932	20000.0
37	67.177	33.151	17.291	30.027	0.122	0.932	30000.0
38	64.834	32.148	16.858	29.518	0.118	0.935	20000.0
39	65.601	32.555	16.042	28.587	0.125	0.937	60000.0
40	69.233	33.975	17.69	30.779	0.13	0.93	40000.0
41	70.276	34.694	17.563	30.803	0.13	0.929	50000.0
42	68.091	33.327	17.342	29.798	0.123	0.936	50000.0
43	64.185	31.441	15.661	27.8	0.117	0.942	20000.0
44	70.068	34.11	17.872	30.818	0.125	0.931	30000.0
