MutationType	SBSCNVA	SBSCNVB	SBSCNVC	SBSCNVD	SBSCNVE	SBSCNVF	SBSCNVG	SBSCNVH	SBSCNVI	SBSCNVJ
3-4:LOH:10Mb-40Mb	0.0031917748533294345	0.007903408392031394	0.002430327361812772	0.017280323270279042	0.011353421770556977	0.004484343044072343	0.0060899414447607115	0.009587055417393344	0.04285435694968328	0.009569656269931812
3-4:LOH:>40Mb	0.0008532119606431365	0.004828260314323529	0.0006007554693943007	0.010752229724987785	0.004539278975506917	0.002147524872630839	0.005960231297498524	0.005327685471280574	0.012030077173237999	0.005684512662672887
5-8:LOH:0-100kb	0.0030149657041306454	0.001315349814779836	7.558378479544104e-08	0.0029161118072003234	0.002673146414307439	3.811331737324508e-08	0.002576992649213423	0.002337826768049176	0.006898939428483857	0.0022015478114531107
5-8:LOH:100kb-1Mb	0.005730537852668931	0.0021933029059002253	2.9110911441421195e-08	0.0014806924505847974	0.0031063430156862636	0.0007953748722135856	0.0025133440348010083	0.0026581067728940868	0.016261961228447034	0.0031148889892600095
5-8:LOH:1Mb-10Mb	0.007294653646851827	0.0016178687948803373	3.1753804847767243e-08	0.0008892613883710965	0.00047390173079731924	4.7899416166785616e-08	0.0006801087909846259	0.00197900757856047	0.023562050255927714	0.000686605528479518
5-8:LOH:10Mb-40Mb	0.0004154068952869139	0.00013119883717674697	0.0008746011284170763	0.0015465827810101729	5.443098298911764e-06	1.3740456090260977e-07	0.0002931994900928814	0.00015656877460564544	0.011340643392099708	0.005314242216711236
5-8:LOH:>40Mb	0.0003088475829306958	0.00035072067267659433	1.9812995684986846e-07	0.0009363817736918634	3.9255704972873675e-07	4.475884941417263e-05	0.0006949379647295473	5.306386858805467e-07	0.008129409245165108	0.0009637112530385838
9+:LOH:0-100kb	0.0009296502560786734	6.46094101819017e-05	2.6808856169679983e-07	2.887979102794702e-07	5.257289817365063e-05	2.2570985793279875e-07	0.00018349240785127592	0.0003889048617316604	2.777897577921351e-07	5.829345586505496e-07
9+:LOH:100kb-1Mb	0.0001191336635651119	0.031839877543345094	1.3609574766704214e-07	0.00248103210909985	3.1237844879683505e-07	0.0008136525084593416	0.0012645721728358694	0.0012873260170469792	0.0029685670552552956	0.001569457708876092
9+:LOH:1Mb-10Mb	2.9210882463104326e-07	0.0023651035808558165	2.880638359670229e-07	0.00048130507074070297	0.00022270451976513783	1.3773616280410295e-07	3.753192789801574e-07	0.00033174118326670057	2.5387573032276123e-07	0.0001222478681590644
9+:LOH:10Mb-40Mb	6.24108500062448e-07	4.402603734376953e-07	3.177331482362433e-07	3.6776067680932555e-07	6.172023340234034e-07	2.783466359268516e-07	2.8568828319563976e-05	3.6988646968501295e-07	0.0021495612750274517	3.658397851900475e-05
