NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	66.432	32.811	16.535	28.595	0.121	0.937	20000.0
2	68.454	33.546	17.689	30.879	0.12	0.93	30000.0
3	64.538	31.629	16.732	28.754	0.113	0.941	20000.0
4	69.963	34.362	17.811	30.974	0.128	0.927	30000.0
5	65.733	32.338	16.848	29.532	0.119	0.936	20000.0
6	67.566	33.56	17.311	30.507	0.13	0.929	30000.0
7	70.404	33.908	18.364	31.282	0.124	0.925	30000.0
8	64.376	31.735	15.952	27.996	0.115	0.941	30000.0
9	64.413	31.827	16.465	28.768	0.115	0.938	30000.0
10	68.484	33.836	17.722	30.956	0.125	0.931	20000.0
11	64.859	32.017	16.163	28.474	0.118	0.94	20000.0
12	69.841	33.96	17.75	30.002	0.125	0.935	30000.0
13	66.762	32.982	16.057	28.545	0.12	0.938	30000.0
14	66.727	32.944	16.529	28.612	0.125	0.939	50000.0
15	67.564	33.168	16.857	29.648	0.123	0.933	30000.0
16	65.26	32.363	16.487	28.743	0.126	0.936	50000.0
17	66.979	33.345	16.954	29.847	0.124	0.933	20000.0
18	65.645	32.371	16.34	28.954	0.126	0.935	20000.0
19	67.883	33.261	17.022	29.556	0.127	0.937	40000.0
20	66.513	32.312	16.431	28.218	0.123	0.944	30000.0
21	62.978	31.033	15.787	28.206	0.109	0.939	20000.0
22	65.719	32.457	16.624	28.988	0.115	0.937	30000.0
23	67.391	33.383	16.54	28.836	0.128	0.938	30000.0
24	68.243	33.7	17.921	30.712	0.12	0.93	30000.0
25	65.241	31.955	16.279	28.787	0.123	0.938	30000.0
26	67.325	33.196	17.234	29.604	0.126	0.933	20000.0
27	66.249	32.805	16.733	29.603	0.126	0.932	20000.0
28	65.724	32.335	16.361	28.908	0.12	0.936	20000.0
29	67.12	32.493	17.053	29.194	0.122	0.938	30000.0
30	66.938	32.863	17.235	30.283	0.121	0.931	50000.0
31	64.992	32.032	16.453	28.243	0.122	0.94	20000.0
32	65.053	32.187	16.513	29.272	0.122	0.935	20000.0
33	65.692	32.202	15.936	27.932	0.122	0.943	20000.0
34	67.73	33.293	16.166	28.12	0.128	0.943	40000.0
35	67.396	33.342	16.678	28.996	0.127	0.935	20000.0
36	69.324	34.006	17.483	30.394	0.127	0.93	30000.0
37	65.574	32.342	16.683	29.584	0.121	0.935	30000.0
38	69.074	34.226	17.149	29.882	0.131	0.93	40000.0
39	65.141	32.062	16.776	29.415	0.114	0.934	20000.0
40	65.727	32.798	16.297	28.976	0.121	0.935	20000.0
41	67.49	33.205	16.877	29.567	0.124	0.936	50000.0
42	66.899	32.836	17.071	30.009	0.126	0.931	30000.0
43	68.781	33.896	18.003	30.908	0.122	0.932	40000.0
44	68.637	33.554	17.427	30.471	0.128	0.93	20000.0
45	65.834	32.286	16.679	29.05	0.13	0.937	30000.0
46	63.933	31.626	16.08	28.174	0.115	0.94	30000.0
47	66.86	32.503	17.262	29.288	0.121	0.937	40000.0
48	66.234	32.856	17.011	29.607	0.118	0.935	30000.0
49	69.775	33.277	18.087	30.807	0.122	0.93	20000.0
50	67.169	32.886	16.727	28.867	0.118	0.938	20000.0
51	66.021	32.696	16.485	28.922	0.121	0.935	40000.0
52	63.793	31.349	16.08	28.184	0.114	0.942	40000.0
53	65.079	32.432	16.339	29.352	0.119	0.934	20000.0
54	66.136	32.666	16.983	29.74	0.117	0.934	20000.0
55	66.348	32.414	17.1	29.484	0.119	0.933	40000.0
56	66.87	32.686	16.868	29.524	0.121	0.938	40000.0
57	68.121	33.579	17.638	30.714	0.123	0.93	30000.0
58	67.575	33.229	16.696	29.187	0.125	0.936	20000.0
59	65.076	31.892	15.806	27.962	0.124	0.941	40000.0
60	66.98	33.002	17.413	30.158	0.12	0.934	40000.0
61	68.232	33.565	17.927	31.177	0.122	0.928	30000.0
62	70.465	34.69	18.262	31.514	0.127	0.925	30000.0
63	63.877	31.425	15.888	27.658	0.119	0.944	40000.0
64	67.096	33.002	17.139	29.521	0.126	0.936	30000.0
65	67.293	32.956	16.197	28.237	0.13	0.937	20000.0
66	65.682	32.088	16.71	29.544	0.116	0.938	20000.0
67	66.566	32.675	16.329	28.285	0.128	0.94	20000.0
68	66.379	32.699	17.213	29.658	0.117	0.933	40000.0
69	67.19	33.203	17.63	30.423	0.119	0.934	30000.0
70	67.759	33.376	17.293	29.848	0.125	0.931	20000.0
71	67.366	33.304	17.207	29.963	0.125	0.929	30000.0
72	69.086	34.095	17.768	30.769	0.127	0.93	20000.0
73	67.205	33.473	16.662	29.594	0.131	0.934	20000.0
74	72.381	34.35	18.874	31.926	0.129	0.923	30000.0
75	66.292	32.698	16.732	29.526	0.117	0.937	30000.0
76	67.724	33.138	16.921	29.884	0.122	0.935	30000.0
77	65.659	31.963	16.357	28.583	0.117	0.937	20000.0
78	63.024	31.216	16.241	28.58	0.116	0.938	20000.0
79	65.463	32.376	17.169	29.664	0.12	0.933	40000.0
80	67.362	33.226	17.322	30.183	0.122	0.931	20000.0
81	63.062	31.166	15.526	27.406	0.116	0.946	20000.0
82	66.15	32.665	16.551	29.408	0.128	0.935	30000.0
83	68.274	33.758	18.144	31.44	0.13	0.927	20000.0
84	65.707	32.4	16.736	29.434	0.121	0.935	30000.0
85	66.737	32.974	16.404	28.344	0.126	0.94	40000.0
86	67.708	33.259	17.109	29.274	0.129	0.936	50000.0
87	64.914	31.516	17.214	29.979	0.115	0.934	20000.0
88	67.778	33.163	17.702	30.545	0.121	0.931	30000.0
89	66.673	32.703	16.665	29.394	0.117	0.937	30000.0
90	64.48	32.089	16.58	29.355	0.118	0.934	20000.0
91	66.262	33.014	16.195	29.235	0.126	0.935	20000.0
92	65.155	32.093	16.886	29.087	0.124	0.939	50000.0
93	68.765	33.963	17.839	30.63	0.129	0.931	40000.0
94	69.093	33.804	17.449	30.139	0.124	0.934	30000.0
95	68.669	33.738	17.39	30.366	0.129	0.931	40000.0
96	66.132	32.573	16.7	29.489	0.119	0.935	20000.0
97	64.425	31.958	16.59	29.185	0.118	0.934	30000.0
98	66.85	32.849	16.583	28.963	0.121	0.937	30000.0
99	67.425	33.354	16.561	29.536	0.128	0.934	40000.0
100	64.873	31.941	17.051	29.523	0.114	0.935	40000.0
