NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	81.369	54.283	19.797	44.969	0.305	0.85	20000.0
2	82.935	55.919	19.989	45.683	0.322	0.842	40000.0
3	81.956	55.03	19.964	45.435	0.315	0.845	40000.0
4	82.394	54.767	20.485	45.772	0.317	0.844	30000.0
5	81.655	55.026	19.511	44.098	0.317	0.858	20000.0
6	84.717	55.78	20.841	45.96	0.314	0.845	40000.0
7	81.226	53.86	20.111	44.72	0.303	0.854	30000.0
8	82.718	54.982	19.802	44.738	0.309	0.852	20000.0
9	80.101	53.521	19.317	43.256	0.298	0.861	30000.0
10	79.529	53.406	19.002	43.908	0.307	0.855	50000.0
11	82.886	55.508	20.563	45.856	0.312	0.841	60000.0
12	84.954	55.203	20.95	45.914	0.303	0.847	20000.0
13	77.961	52.426	18.68	42.87	0.29	0.862	30000.0
14	85.227	55.263	20.622	45.46	0.319	0.847	30000.0
15	81.647	54.686	19.994	45.065	0.311	0.847	20000.0
16	82.917	54.275	20.964	46.1	0.305	0.843	30000.0
17	79.605	54.221	19.327	44.436	0.303	0.853	30000.0
18	82.275	54.719	20.009	45.115	0.314	0.848	30000.0
19	81.417	54.446	19.677	44.852	0.314	0.848	30000.0
20	84.918	56.524	20.522	46.473	0.318	0.836	40000.0
21	82.908	55.839	20.418	46.04	0.307	0.84	20000.0
22	81.57	53.696	20.062	44.516	0.302	0.854	20000.0
23	79.048	53.526	19.273	44.038	0.301	0.855	30000.0
24	83.052	55.51	19.969	45.432	0.319	0.846	40000.0
25	81.39	55.18	19.585	44.875	0.314	0.85	30000.0
26	80.43	54.435	19.66	44.56	0.305	0.853	20000.0
27	80.571	53.34	20.068	44.927	0.287	0.852	20000.0
28	83.216	55.974	20.216	46.027	0.313	0.839	30000.0
29	79.44	53.336	19.373	44.384	0.299	0.853	50000.0
30	81.265	55.286	19.347	44.701	0.316	0.848	50000.0
31	83.038	56.049	20.562	46.421	0.318	0.836	30000.0
32	81.547	54.793	19.699	44.843	0.314	0.852	20000.0
33	80.335	53.052	20.081	44.722	0.3	0.853	20000.0
34	82.987	55.372	20.962	45.948	0.308	0.846	20000.0
35	79.63	53.58	19.302	43.932	0.306	0.856	20000.0
36	81.992	53.799	20.194	44.819	0.294	0.85	20000.0
37	82.101	54.608	20.057	44.931	0.299	0.853	30000.0
38	82.663	55.404	20.44	46.03	0.312	0.844	30000.0
39	86.337	56.727	21.482	47.418	0.32	0.831	40000.0
40	85.058	56.538	20.884	46.972	0.321	0.834	30000.0
41	82.373	55.538	20.186	45.784	0.319	0.846	20000.0
42	82.581	55.517	20.68	46.334	0.316	0.843	30000.0
43	82.515	55.459	20.182	45.599	0.323	0.846	30000.0
44	82.164	54.904	20.033	45.641	0.307	0.844	20000.0
45	79.753	53.619	19.568	44.928	0.312	0.847	20000.0
46	82.509	55.261	20.207	45.702	0.309	0.846	20000.0
47	80.157	53.934	19.118	44.075	0.304	0.855	30000.0
48	80.562	54.593	19.652	45.058	0.318	0.848	40000.0
49	79.552	53.171	18.99	43.12	0.305	0.864	40000.0
50	80.382	53.521	19.858	44.67	0.3	0.852	40000.0
51	81.043	54.391	19.439	44.283	0.298	0.854	20000.0
52	80.04	53.747	19.713	44.662	0.306	0.851	40000.0
53	84.214	56.662	20.443	46.406	0.327	0.84	20000.0
54	83.791	54.259	20.381	44.664	0.304	0.853	40000.0
55	79.342	53.001	19.896	44.311	0.296	0.855	20000.0
56	80.16	53.902	19.783	44.557	0.313	0.852	30000.0
57	80.07	53.674	19.323	43.923	0.298	0.858	30000.0
58	81.071	54.464	19.773	44.677	0.313	0.853	30000.0
59	80.37	54.69	19.499	44.331	0.316	0.853	30000.0
60	80.617	54.231	19.449	44.429	0.316	0.852	20000.0
61	82.913	55.584	20.284	45.617	0.315	0.842	30000.0
62	84.302	56.003	20.693	46.951	0.325	0.831	20000.0
63	80.528	54.253	19.664	44.517	0.31	0.854	60000.0
64	84.013	56.131	20.567	46.447	0.318	0.84	20000.0
65	82.187	55.433	20.588	45.874	0.316	0.845	30000.0
66	84.326	56.199	20.435	46.51	0.322	0.835	20000.0
67	83.6	55.381	20.703	45.951	0.316	0.843	30000.0
68	83.929	55.08	20.73	45.813	0.305	0.847	40000.0
69	81.869	54.826	20.175	45.232	0.308	0.849	20000.0
70	79.324	53.083	19.006	42.989	0.301	0.862	30000.0
71	82.322	55.167	19.896	45.067	0.308	0.849	20000.0
72	82.181	54.767	20.315	45.264	0.314	0.847	30000.0
73	82.337	55.5	20.127	45.457	0.313	0.849	20000.0
74	84.171	56.534	21.177	47.793	0.324	0.836	20000.0
75	82.393	55.519	20.123	45.889	0.315	0.839	20000.0
76	84.796	56.382	21.01	46.409	0.324	0.843	60000.0
77	80.903	54.32	19.763	44.386	0.31	0.855	20000.0
78	80.15	54.092	19.373	44.557	0.306	0.85	20000.0
79	80.867	54.365	19.661	45.312	0.311	0.847	20000.0
80	85.025	56.231	20.997	46.663	0.318	0.842	20000.0
81	80.943	54.916	20.347	46.106	0.311	0.84	30000.0
82	84.651	56.67	20.939	46.56	0.32	0.842	40000.0
83	82.987	54.239	20.469	45.476	0.303	0.845	50000.0
84	80.733	54.628	19.831	44.992	0.311	0.847	20000.0
85	81.218	54.914	19.405	44.559	0.313	0.85	30000.0
86	79.805	53.881	19.38	44.568	0.302	0.854	20000.0
87	80.256	54.025	19.486	45.074	0.305	0.844	30000.0
88	81.321	55.152	19.865	45.564	0.316	0.841	30000.0
89	81.572	55.039	19.541	44.412	0.315	0.849	40000.0
90	79.444	53.08	19.204	43.256	0.306	0.86	40000.0
91	83.102	55.948	20.314	45.729	0.326	0.844	20000.0
92	81.73	53.453	19.79	44.109	0.289	0.86	30000.0
93	80.704	53.954	19.345	43.381	0.303	0.858	20000.0
94	79.672	53.706	18.873	43.426	0.307	0.86	40000.0
95	83.685	55.169	20.736	46.771	0.306	0.834	20000.0
96	85.323	56.239	20.719	46.069	0.321	0.839	30000.0
97	82.637	56.428	20.564	46.606	0.325	0.839	20000.0
98	79.947	54.024	19.749	44.973	0.302	0.85	20000.0
99	79.097	53.283	19.261	43.641	0.307	0.86	40000.0
100	81.308	54.604	19.85	45.38	0.306	0.846	30000.0
