NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
50	93.144	44.732	23.756	39.726	0.207	0.885	20000.0
51	92.123	43.867	23.982	39.822	0.197	0.878	40000.0
52	90.824	43.048	22.713	38.061	0.192	0.895	20000.0
53	94.399	45.493	23.581	40.636	0.214	0.877	20000.0
54	91.809	44.07	22.994	39.009	0.198	0.89	40000.0
55	93.052	44.502	23.637	39.628	0.2	0.886	30000.0
56	91.308	44.067	23.223	39.614	0.208	0.885	20000.0
57	93.84	44.736	23.503	39.502	0.207	0.887	50000.0
58	93.113	44.256	24.048	39.893	0.201	0.887	20000.0
59	90.213	43.505	22.799	38.983	0.205	0.887	30000.0
60	91.085	43.822	23.007	38.729	0.202	0.892	40000.0
61	93.568	44.4	24.329	40.692	0.204	0.878	20000.0
62	96.388	46.265	25.163	41.88	0.209	0.872	20000.0
63	92.599	44.041	23.157	38.627	0.201	0.893	30000.0
64	92.486	44.383	23.482	39.36	0.21	0.886	20000.0
65	96.351	45.67	23.973	39.953	0.207	0.88	40000.0
66	92.841	44.264	23.125	39.541	0.198	0.882	30000.0
67	94.565	44.915	23.94	39.509	0.216	0.887	20000.0
68	91.142	43.459	23.603	39.224	0.195	0.887	40000.0
69	94.066	44.403	24.703	40.703	0.206	0.877	30000.0
70	93.703	44.719	24.593	40.645	0.203	0.882	20000.0
71	92.848	45.265	24.199	41.255	0.223	0.869	50000.0
72	96.722	46.263	24.234	40.688	0.214	0.881	30000.0
73	94.491	45.206	23.707	39.84	0.215	0.884	40000.0
74	92.15	44.627	23.416	39.898	0.205	0.885	20000.0
75	93.934	44.9	23.97	40.685	0.209	0.88	20000.0
76	94.39	45.212	23.813	40.335	0.211	0.876	40000.0
77	94.964	45.218	23.294	39.403	0.208	0.889	20000.0
78	91.65	43.176	23.062	38.577	0.206	0.884	20000.0
79	94.585	45.296	25.097	41.647	0.212	0.871	20000.0
80	92.63	44.823	23.273	39.587	0.207	0.885	20000.0
81	90.486	42.717	22.859	38.294	0.197	0.891	30000.0
82	91.557	44.179	22.187	38.215	0.205	0.893	30000.0
83	95.571	45.617	25.021	41.773	0.224	0.871	20000.0
84	89.537	42.811	23.45	39.467	0.206	0.884	20000.0
85	89.703	43.059	22.581	37.769	0.202	0.896	20000.0
86	96.293	46.216	24.963	41.479	0.219	0.871	20000.0
87	90.895	43.45	23.477	39.485	0.199	0.888	20000.0
88	94.733	45.37	24.807	41.663	0.212	0.874	30000.0
89	93.951	45.04	23.767	40.423	0.206	0.881	20000.0
90	88.76	43.035	23.224	39.36	0.2	0.882	20000.0
91	94.07	45.178	23.063	39.772	0.215	0.882	30000.0
92	94.685	45.543	24.782	41.161	0.219	0.88	30000.0
93	94.848	45.093	24.77	40.842	0.21	0.875	30000.0
94	92.903	44.442	23.426	39.204	0.204	0.888	40000.0
95	96.332	45.335	24.765	40.951	0.208	0.875	30000.0
96	93.221	44.249	23.626	39.694	0.203	0.878	40000.0
97	90.873	44.038	23.108	39.389	0.205	0.885	20000.0
98	92.777	44.329	23.163	39.091	0.21	0.889	30000.0
99	91.344	43.746	23.128	39.478	0.204	0.885	40000.0
100	91.371	43.651	24.082	39.814	0.197	0.88	20000.0
