NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	60.727	29.975	14.909	26.594	0.106	0.948	20000.0
2	62.158	30.297	15.822	27.184	0.11	0.946	20000.0
3	61.848	30.353	15.929	27.97	0.109	0.942	30000.0
4	60.571	29.681	14.892	26.366	0.107	0.947	40000.0
5	61.212	30.0	15.025	26.419	0.108	0.948	60000.0
6	63.651	31.458	16.744	29.062	0.111	0.938	30000.0
7	63.971	31.698	16.418	28.397	0.115	0.937	30000.0
8	61.181	30.314	15.441	26.573	0.108	0.949	40000.0
9	61.704	30.192	15.411	26.869	0.105	0.944	20000.0
10	62.925	30.791	15.837	26.988	0.114	0.944	30000.0
11	57.534	28.613	14.407	25.602	0.097	0.951	20000.0
12	60.536	29.51	15.007	26.114	0.102	0.948	20000.0
13	64.333	31.905	16.535	28.897	0.113	0.937	60000.0
14	62.523	30.693	16.369	28.387	0.111	0.941	30000.0
15	63.171	31.214	15.887	28.412	0.107	0.936	30000.0
16	62.333	30.792	16.209	27.965	0.11	0.94	20000.0
17	58.129	28.568	14.511	25.528	0.101	0.952	20000.0
18	63.461	30.843	17.246	28.749	0.109	0.938	30000.0
19	61.131	30.498	15.661	27.602	0.105	0.943	40000.0
20	60.85	29.692	15.301	27.062	0.105	0.944	20000.0
21	60.494	29.56	14.953	26.171	0.104	0.95	20000.0
22	61.975	30.295	15.824	27.336	0.108	0.945	30000.0
23	62.029	30.264	15.139	26.585	0.109	0.947	30000.0
24	65.348	32.131	17.263	30.224	0.115	0.929	20000.0
25	59.782	29.634	14.896	26.581	0.105	0.945	70000.0
26	62.554	30.911	15.632	27.567	0.113	0.944	30000.0
27	60.506	29.915	15.168	27.011	0.105	0.944	30000.0
28	60.183	29.777	14.985	26.347	0.105	0.947	20000.0
29	62.797	30.895	16.224	27.944	0.108	0.944	30000.0
30	58.261	28.709	14.816	26.03	0.101	0.95	20000.0
31	65.593	32.427	16.327	28.895	0.123	0.934	30000.0
32	65.469	32.235	16.09	28.255	0.116	0.94	40000.0
33	59.964	30.058	14.962	26.277	0.112	0.948	30000.0
34	62.216	30.678	15.711	27.478	0.105	0.942	40000.0
35	63.572	31.541	16.291	28.747	0.114	0.938	20000.0
36	64.513	31.873	15.736	27.855	0.116	0.94	30000.0
37	62.791	31.002	16.236	28.174	0.106	0.942	30000.0
38	58.496	29.198	14.829	26.375	0.102	0.944	20000.0
39	59.252	29.519	14.358	25.745	0.111	0.948	50000.0
40	63.285	30.593	16.125	27.816	0.108	0.942	30000.0
41	66.627	32.702	16.774	29.317	0.116	0.937	20000.0
42	65.03	31.755	16.612	28.312	0.114	0.943	40000.0
43	59.411	29.156	14.418	25.606	0.104	0.951	30000.0
44	65.45	31.922	16.441	28.41	0.11	0.941	20000.0
45	59.062	28.768	14.975	25.822	0.099	0.951	20000.0
46	63.189	30.874	16.271	27.806	0.111	0.942	20000.0
47	60.432	29.866	15.795	27.328	0.107	0.944	50000.0
48	60.604	29.499	15.01	26.113	0.105	0.948	40000.0
49	65.782	31.927	17.144	29.222	0.12	0.941	20000.0
50	62.791	31.108	16.03	27.484	0.11	0.944	20000.0
51	62.739	30.783	15.781	27.698	0.11	0.942	30000.0
52	63.166	31.239	15.87	27.743	0.112	0.943	30000.0
53	59.431	29.149	15.167	26.358	0.107	0.949	20000.0
54	62.294	30.36	16.218	27.929	0.107	0.943	20000.0
55	62.273	30.465	15.317	26.959	0.108	0.943	30000.0
56	62.211	30.995	16.03	28.448	0.109	0.938	30000.0
57	61.0	30.167	15.337	26.836	0.111	0.946	20000.0
58	63.952	31.548	16.063	27.621	0.116	0.945	40000.0
59	63.619	31.351	16.214	28.001	0.109	0.942	40000.0
60	64.24	31.77	16.027	28.069	0.113	0.939	20000.0
61	59.655	29.72	15.549	27.4	0.104	0.94	30000.0
62	63.131	30.765	15.773	27.723	0.102	0.942	30000.0
63	64.995	31.785	16.702	29.119	0.109	0.939	30000.0
64	65.523	32.128	16.525	28.718	0.109	0.936	50000.0
65	63.963	30.862	16.073	27.355	0.109	0.946	20000.0
66	60.33	29.728	15.175	26.465	0.11	0.946	40000.0
67	63.029	31.388	15.586	27.537	0.116	0.942	20000.0
68	61.461	30.645	15.58	27.665	0.107	0.941	30000.0
69	61.584	30.56	16.301	27.947	0.105	0.941	40000.0
70	66.436	32.194	18.222	30.922	0.116	0.931	20000.0
71	61.007	30.114	15.432	27.075	0.108	0.945	20000.0
72	59.605	29.241	15.252	26.263	0.105	0.948	30000.0
73	59.411	29.267	14.924	26.03	0.106	0.947	60000.0
74	62.36	30.809	16.222	28.465	0.104	0.938	40000.0
75	65.391	31.858	16.58	28.858	0.109	0.939	30000.0
76	60.776	29.712	15.191	26.284	0.098	0.949	20000.0
77	59.9	29.457	14.129	25.253	0.107	0.951	60000.0
78	60.455	29.711	15.214	26.643	0.109	0.945	30000.0
79	63.695	31.604	16.315	28.614	0.112	0.936	30000.0
80	58.996	28.896	14.912	25.976	0.102	0.949	20000.0
81	61.115	30.213	15.558	27.429	0.106	0.942	30000.0
82	59.551	29.242	15.517	27.063	0.105	0.945	30000.0
83	62.241	30.5	15.298	26.459	0.107	0.949	30000.0
84	58.53	28.847	14.524	25.587	0.104	0.949	20000.0
85	57.63	28.614	14.733	25.919	0.103	0.949	30000.0
86	60.792	30.06	14.894	26.509	0.11	0.943	40000.0
