NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	61.704	41.179	15.161	34.787	0.191	0.914	60000.0
2	64.68	43.622	16.245	37.196	0.213	0.898	30000.0
3	63.143	41.992	15.825	36.105	0.199	0.904	50000.0
4	61.638	41.511	15.137	34.581	0.201	0.913	50000.0
5	62.202	41.962	15.598	35.19	0.201	0.911	20000.0
6	61.936	41.867	15.28	34.645	0.202	0.912	20000.0
7	59.057	39.657	14.694	33.412	0.187	0.917	30000.0
8	59.854	40.309	14.612	33.615	0.192	0.918	70000.0
9	58.889	39.416	14.468	32.655	0.181	0.925	30000.0
10	60.483	41.026	14.577	33.858	0.198	0.919	50000.0
11	62.731	42.696	15.334	34.947	0.201	0.913	30000.0
12	61.704	41.78	15.427	35.076	0.194	0.912	40000.0
13	57.962	39.828	14.094	33.21	0.191	0.918	20000.0
14	64.045	42.804	15.739	35.601	0.207	0.909	30000.0
15	60.917	40.696	15.064	34.286	0.197	0.912	40000.0
16	59.948	39.976	14.849	33.898	0.187	0.916	30000.0
17	60.019	40.541	14.999	34.499	0.191	0.911	40000.0
18	64.2	43.731	16.342	37.518	0.214	0.898	20000.0
19	62.532	41.869	15.524	35.57	0.197	0.906	40000.0
20	62.567	42.143	15.359	35.061	0.202	0.911	30000.0
21	60.493	40.569	14.85	33.476	0.195	0.92	20000.0
22	61.673	42.441	15.687	36.249	0.207	0.902	20000.0
23	62.146	41.926	15.499	35.294	0.191	0.908	30000.0
24	65.233	44.874	16.211	37.776	0.216	0.894	20000.0
25	61.688	41.697	15.61	35.417	0.187	0.911	30000.0
26	58.934	40.195	14.686	33.652	0.192	0.919	20000.0
27	60.238	41.16	15.44	35.49	0.192	0.91	60000.0
28	59.036	40.306	14.541	33.829	0.191	0.915	50000.0
29	60.954	41.575	15.139	35.246	0.2	0.909	60000.0
30	62.917	42.955	15.491	35.77	0.2	0.904	50000.0
31	62.226	41.328	15.374	34.6	0.198	0.91	20000.0
32	61.051	42.202	15.45	35.986	0.204	0.904	50000.0
33	59.07	39.443	14.512	33.159	0.191	0.918	30000.0
34	61.865	42.255	15.677	35.415	0.206	0.908	50000.0
35	61.109	40.768	15.159	34.505	0.192	0.912	30000.0
36	60.972	40.738	15.193	34.674	0.19	0.912	40000.0
37	61.391	40.386	15.582	34.793	0.191	0.91	30000.0
38	60.656	41.017	15.25	34.987	0.196	0.911	20000.0
39	62.207	41.851	15.711	35.59	0.201	0.907	20000.0
40	62.505	42.501	16.138	36.999	0.207	0.898	30000.0
41	64.736	44.001	16.231	37.101	0.205	0.901	20000.0
42	62.311	42.195	15.43	35.162	0.203	0.912	30000.0
43	64.7	43.875	16.515	37.777	0.211	0.895	50000.0
44	64.478	43.052	15.8	36.2	0.207	0.903	30000.0
45	60.103	41.536	14.876	35.103	0.202	0.908	20000.0
46	62.447	41.758	15.489	35.072	0.201	0.911	20000.0
47	58.422	39.612	14.267	33.206	0.189	0.918	20000.0
48	61.695	42.663	15.534	36.277	0.209	0.905	20000.0
49	62.678	42.468	15.527	35.722	0.197	0.907	20000.0
50	59.623	40.84	14.979	34.738	0.197	0.911	50000.0
51	60.018	40.183	14.918	33.982	0.185	0.914	20000.0
52	60.683	41.219	15.563	35.606	0.194	0.907	30000.0
53	62.342	42.078	15.294	34.949	0.207	0.911	30000.0
54	60.834	40.714	15.049	34.18	0.191	0.914	30000.0
55	58.071	38.96	14.652	33.112	0.183	0.919	50000.0
56	58.632	39.84	14.713	33.479	0.194	0.917	30000.0
57	61.344	41.432	15.317	35.073	0.193	0.912	20000.0
58	62.257	42.16	15.648	35.486	0.211	0.91	50000.0
59	60.586	41.525	15.015	34.875	0.202	0.908	40000.0
60	61.455	41.905	15.144	35.022	0.206	0.91	30000.0
61	63.51	43.005	15.392	34.997	0.205	0.91	20000.0
62	63.166	41.64	15.928	35.723	0.192	0.909	30000.0
63	58.736	39.264	14.425	32.425	0.191	0.924	20000.0
64	62.933	42.708	15.455	35.733	0.205	0.907	30000.0
65	60.688	41.925	15.085	34.843	0.211	0.909	50000.0
66	62.242	42.198	14.766	34.52	0.204	0.908	30000.0
67	60.864	40.862	15.549	34.882	0.197	0.912	40000.0
68	62.396	42.849	15.531	35.993	0.207	0.906	20000.0
69	60.789	41.725	15.255	35.04	0.206	0.913	50000.0
70	60.191	40.679	14.789	33.839	0.194	0.916	50000.0
71	61.828	42.133	15.392	35.532	0.2	0.909	30000.0
72	62.128	42.302	15.759	35.861	0.202	0.907	20000.0
73	63.586	42.246	15.941	35.56	0.196	0.908	60000.0
74	63.599	43.244	16.297	36.872	0.206	0.902	20000.0
75	62.633	42.479	15.408	35.434	0.198	0.908	20000.0
76	60.19	41.087	14.859	34.083	0.196	0.913	50000.0
77	59.439	40.009	14.857	33.602	0.193	0.919	30000.0
78	61.665	41.631	15.198	35.155	0.201	0.91	30000.0
79	63.035	42.505	15.826	36.571	0.201	0.901	20000.0
80	63.652	42.626	15.498	35.356	0.201	0.908	40000.0
81	61.156	42.387	15.931	36.718	0.201	0.899	50000.0
82	63.017	41.736	15.715	34.823	0.194	0.911	20000.0
83	62.358	42.179	15.361	35.174	0.212	0.91	20000.0
84	61.866	41.718	15.428	34.782	0.199	0.911	50000.0
85	61.853	41.739	15.102	34.675	0.196	0.91	50000.0
86	61.004	42.449	15.246	35.937	0.203	0.903	50000.0
87	59.792	40.541	14.677	34.201	0.199	0.914	40000.0
88	60.368	41.044	14.768	34.055	0.202	0.911	70000.0
89	60.503	40.956	14.857	34.043	0.197	0.915	20000.0
90	60.63	40.746	15.032	34.068	0.19	0.915	20000.0
91	61.828	41.292	15.009	33.756	0.197	0.919	40000.0
92	60.953	40.019	15.021	33.82	0.183	0.917	30000.0
93	60.136	40.718	14.707	33.598	0.195	0.917	30000.0
94	60.22	41.255	14.979	35.11	0.199	0.908	20000.0
95	60.665	40.649	15.155	34.9	0.189	0.909	30000.0
96	64.038	42.428	15.696	35.299	0.204	0.906	40000.0
97	63.065	43.396	15.916	36.541	0.208	0.902	30000.0
98	58.684	39.436	14.591	33.147	0.186	0.919	40000.0
99	59.268	39.737	14.601	33.141	0.197	0.921	30000.0
100	61.813	41.468	15.446	35.212	0.193	0.909	20000.0
